Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, cyst, na",6.59E-08,1.04E-07,3.13E-08,2.29E-06,2.52E-07,0.001399585,0.028460372,3.08E-10,7.23E-09,1.46E-08,1.41E-07,1.03E-11,1.15E-10,4.26E-07,2.22E-08,1.16E-08,3.44E-11,1.00E-10,2.47E-13,2.31E-07,1.08E-09,7.79E-10,4.92E-10,5.62E-08,"benign, cyst, na"
"benign, apocrine metaplasia, na",5.38E-07,1.15E-06,1.98E-07,1.70E-08,7.09E-07,0.000934753,1.73E-09,2.22E-06,6.57E-10,1.73E-10,5.77E-08,1.02E-06,0.999986589,0.00010028,4.08E-07,1.89E-07,6.72E-06,2.65E-06,4.23E-10,4.08E-07,1.83E-09,2.50E-10,6.36E-07,5.95E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",8.65E-10,8.38E-11,2.49E-06,5.72E-09,2.07E-07,4.29E-12,9.42E-10,4.08E-10,6.76E-09,7.15E-12,5.74E-08,1.55E-11,2.66E-09,0.999999642,1.11E-07,6.07E-07,4.20E-09,1.81E-11,2.17E-09,1.83E-08,2.29E-08,1.81E-13,1.48E-10,5.86E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",2.09E-10,2.88E-12,1.43E-08,1.67E-09,2.45E-07,3.68E-11,5.52E-09,5.47E-09,2.02E-06,4.33E-11,5.99E-08,3.28E-11,8.52E-11,0.999973059,3.56E-08,1.35E-06,1.08E-06,1.37E-10,6.22E-09,5.27E-08,7.06E-09,3.32E-12,9.81E-06,9.97E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",2.64E-10,2.75E-11,1.12E-10,4.92E-10,4.81E-07,3.53E-14,3.60E-08,5.08E-09,9.18E-07,1.21E-09,1.89E-08,1.56E-05,1.09E-06,0.054457337,2.60E-11,4.49E-09,0.000426646,2.06E-09,1.53E-10,1.18E-08,2.01E-06,2.00E-12,1.78E-11,1.06E-07,"breast cancer, in situ, ductal"
"benign, sclerosing adenosis, na",0.167349413,6.12E-07,9.53E-08,3.96E-07,3.67E-07,9.65E-09,9.39E-07,5.94E-07,5.19E-05,1.60E-08,2.74E-08,0.04796382,0.001311049,2.42E-08,6.47E-09,9.36E-08,0.000166744,6.31E-07,9.54E-08,6.24E-07,1.40E-09,1.25E-10,1.46E-07,1.12E-07,"atypical, atypical ductal hyperplasia, na"
"atypical, fibroadenoma, na",6.98E-07,8.88E-07,0.999999762,2.58E-07,4.97E-07,7.34E-08,9.74E-08,7.49E-07,8.61E-08,2.07E-10,7.00E-07,1.45E-07,6.86E-08,1.35E-07,3.01E-07,8.51E-08,4.07E-05,1.91E-07,8.24E-13,9.18E-06,1.16E-08,1.46E-07,5.24E-07,1.68E-06,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",4.26E-09,0.99012059,2.20E-06,7.51E-07,5.05E-06,4.56E-10,2.16E-05,1.70E-06,5.70E-06,9.16E-10,1.44E-06,0.001007844,4.35E-06,2.54E-05,0.000140564,2.18E-06,2.05E-07,4.44E-05,3.50E-07,3.65E-06,1.17E-08,3.06E-08,7.31E-05,1.84E-06,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",5.23E-11,7.50E-12,1.41E-09,2.30E-10,7.91E-08,1.14E-11,7.86E-10,1.96E-08,1.71E-08,3.23E-10,2.73E-09,1.02E-10,6.56E-11,3.99E-05,1.28E-12,2.90E-08,0.999917746,1.79E-08,1.09E-08,1.85E-08,1.00E-07,4.76E-11,1.17E-13,7.85E-08,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",1.55E-06,3.29E-06,2.81E-05,2.87E-05,2.14E-05,4.14E-07,4.32E-10,7.17E-09,2.52E-05,0.380580604,0.002075169,2.17E-09,0.000124632,4.69E-05,0.002913571,1.74E-06,3.12E-10,4.57E-07,1.82E-08,1.19E-06,3.89E-08,3.65E-08,1.36E-09,3.11E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",1.64E-07,8.35E-07,0.001263615,2.50E-08,7.29E-08,0.15411903,2.70E-12,1.08E-07,1.03E-11,5.95E-10,2.93E-10,5.18E-05,4.52E-05,7.65E-06,2.66E-06,7.09E-08,1.21E-09,8.45E-08,4.41E-07,5.38E-07,1.52E-08,8.07E-10,5.06E-11,1.87E-07,"benign, apocrine metaplasia, na"
"benign, cyst, na",1.88E-08,1.19E-06,2.53E-08,5.64E-08,5.87E-07,9.18E-08,0.999998689,2.25E-07,1.18E-07,5.54E-08,1.10E-06,1.27E-08,9.17E-08,1.76E-07,3.52E-09,9.28E-09,4.14E-08,1.60E-07,7.39E-09,2.57E-07,2.75E-07,2.38E-08,4.95E-09,2.47E-07,"benign, cyst, na"
"benign, sclerosing adenosis, na",3.61E-07,7.46E-06,0.000486159,1.21E-06,4.90E-06,8.71E-07,4.29E-06,0.000841549,7.01E-05,9.21E-08,7.08E-07,0.999999762,1.16E-05,2.07E-05,2.98E-06,6.33E-06,0.000567471,0.000782296,0.000221717,8.68E-06,2.81E-06,5.73E-08,0.000153741,1.90E-05,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",1.89E-06,0.785835207,1.45E-09,1.66E-07,6.98E-07,1.10E-09,5.03E-06,2.34E-10,8.08E-11,3.03E-10,1.95E-06,1.11E-09,4.23E-08,3.04E-06,2.44E-07,2.41E-07,8.64E-11,7.58E-08,8.42E-10,8.34E-07,7.95E-13,2.80E-10,2.44E-05,2.31E-08,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.999872744,3.87E-05,1.08E-08,9.15E-08,1.78E-06,1.86E-08,1.53E-07,6.33E-08,4.52E-05,2.07E-06,9.62E-08,6.57E-09,1.96E-08,1.74E-05,1.43E-07,1.39E-06,2.79E-07,1.53E-09,3.09E-07,3.87E-06,3.71E-08,1.32E-08,7.19E-07,2.88E-07,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",5.83E-09,2.85E-08,7.88E-06,1.98E-09,3.78E-07,1.12E-10,7.60E-09,5.13E-08,6.73E-09,5.06E-10,1.55E-06,8.48E-10,2.08E-07,9.79E-07,0.000686218,1.35E-07,2.22E-08,0.999893367,4.54E-06,4.28E-06,9.98E-10,1.14E-07,5.84E-10,2.28E-06,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",1.91E-11,2.52E-12,4.23E-09,8.44E-10,1.97E-08,2.01E-11,6.31E-10,4.94E-09,7.84E-09,1.11E-10,1.11E-09,2.43E-09,4.11E-10,0.892302811,1.11E-09,6.96E-08,0.076811224,2.80E-11,4.85E-10,5.17E-09,1.09E-07,2.19E-12,4.93E-13,5.79E-08,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.65E-10,2.88E-08,5.64E-09,1.09E-07,4.39E-05,6.75E-09,1.68E-08,1.23E-08,1.11E-07,1.22E-09,1.67E-07,1.55E-09,9.48E-10,0.999911666,1.16E-05,5.60E-06,2.59E-08,6.22E-10,9.12E-09,6.56E-07,3.02E-07,1.44E-10,3.32E-08,1.91E-06,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",1.14E-06,1.90E-06,0.99999696,1.14E-07,2.10E-06,6.16E-06,8.81E-06,8.46E-05,4.34E-06,1.72E-09,1.00E-06,1.09E-05,2.28E-06,5.74E-07,4.66E-07,4.87E-07,2.66E-05,4.74E-05,1.94E-07,6.38E-06,4.30E-06,6.31E-07,8.50E-06,6.95E-06,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",6.37E-08,2.10E-10,2.18E-10,9.80E-08,2.16E-07,1.22E-11,1.45E-08,1.40E-07,5.47E-08,9.51E-10,2.19E-08,5.66E-10,9.51E-11,7.32E-06,3.66E-11,4.90E-07,0.801256835,8.85E-11,7.67E-09,0.40637216,4.06E-10,5.90E-09,4.80E-09,3.98E-07,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.999998391,7.16E-06,1.11E-06,4.51E-07,4.65E-06,2.76E-08,1.65E-09,6.55E-09,2.93E-09,2.53E-07,5.53E-06,1.39E-08,1.23E-10,8.62E-06,4.53E-07,8.66E-07,2.21E-07,1.87E-09,1.72E-08,7.25E-06,1.98E-10,2.33E-09,5.27E-07,2.72E-07,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",2.81E-07,5.03E-06,1.66E-06,1.83E-07,2.22E-06,9.59E-06,0.999988139,7.18E-06,1.79E-06,1.24E-07,4.82E-06,6.16E-07,3.55E-06,1.99E-07,2.65E-08,1.40E-07,2.25E-06,6.12E-06,3.64E-07,3.23E-06,1.54E-06,4.73E-07,1.14E-06,3.06E-06,"benign, cyst, na"
"benign, cyst, na",9.99E-08,3.04E-07,7.43E-06,1.96E-07,1.83E-06,0.998461246,0.010082388,5.93E-08,8.66E-08,6.00E-08,2.22E-07,2.93E-08,1.24E-09,2.59E-07,5.19E-08,2.68E-07,1.55E-08,1.56E-08,1.71E-06,5.12E-07,4.20E-08,1.53E-08,5.14E-08,1.33E-07,"benign, apocrine metaplasia, na"
"benign, cyst, na",2.15E-06,9.32E-08,6.85E-07,1.07E-08,9.53E-07,1.35E-08,0.185615793,1.46E-05,7.37E-08,1.44E-08,4.11E-08,6.76E-12,2.24E-10,3.58E-06,6.61E-08,3.24E-08,3.71E-09,1.40E-11,1.13E-12,8.78E-06,1.70E-10,6.96E-09,2.89E-08,2.52E-08,"benign, cyst, na"
"breast cancer, in situ, ductal",3.29E-10,4.16E-10,2.62E-08,6.15E-09,7.49E-07,5.75E-11,1.28E-08,5.41E-10,6.67E-06,5.45E-11,1.13E-08,1.73E-09,1.48E-10,1,2.68E-06,1.27E-06,2.75E-09,3.55E-12,1.08E-09,1.17E-08,3.78E-07,3.36E-13,3.28E-11,1.67E-07,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",2.41E-08,1.87E-05,3.05E-06,5.30E-07,2.48E-07,0.998283982,1.25E-07,0.001358046,4.50E-11,2.84E-09,2.51E-11,3.45E-08,1.06E-05,0.000939737,1.96E-08,1.60E-06,7.89E-10,6.01E-09,6.88E-07,6.29E-07,9.66E-07,4.29E-09,0.000215438,4.71E-07,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",6.98E-06,2.04E-07,2.92E-07,2.26E-07,1.16E-06,6.43E-10,1.41E-07,5.37E-06,3.31E-08,8.70E-06,1.99E-08,9.52E-07,1,4.73E-07,2.09E-09,9.48E-08,9.18E-07,8.72E-06,1.20E-07,6.92E-07,1.39E-07,5.34E-10,6.31E-07,4.05E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",3.14E-11,1.48E-08,7.77E-11,1.15E-09,2.32E-07,3.07E-11,3.53E-11,1.74E-09,1.63E-09,7.28E-10,1.68E-09,7.40E-10,2.40E-13,2.76E-07,2.93E-13,4.81E-08,0.999999821,2.04E-09,4.76E-08,3.55E-08,2.63E-09,4.20E-10,1.77E-11,1.83E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",4.29E-09,3.69E-09,1.84E-09,4.61E-09,9.56E-07,5.06E-07,5.17E-08,1.16E-08,1.37E-06,5.46E-10,1.04E-08,7.28E-08,2.06E-15,0.94261831,1.16E-07,3.19E-06,2.67E-06,4.35E-10,0.000179449,1.30E-07,2.71E-08,1.48E-10,6.62E-06,4.16E-07,"breast cancer, in situ, ductal"
"breast cancer, na, na",6.03E-06,1.73E-07,1.28E-06,1.08E-06,2.76E-07,1.76E-06,7.36E-07,3.57E-07,6.57E-07,8.43E-08,4.77E-08,1.36E-07,1.61E-06,2.12E-10,1.91E-11,0.000107135,6.99E-08,1.80E-06,2.68E-05,2.92E-06,5.15E-08,1.55E-06,0.999998331,1.99E-06,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",1.60E-07,0.993199348,2.80E-08,1.14E-08,5.13E-05,6.96E-09,4.65E-05,8.29E-08,5.24E-05,7.67E-08,2.10E-05,3.36E-09,1.16E-09,4.54E-05,1.06E-05,3.94E-06,5.65E-07,2.55E-05,3.17E-08,1.42E-05,2.01E-10,4.56E-08,0.000247677,1.87E-06,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",7.92E-07,1.39E-05,2.19E-05,0.000153257,4.10E-05,0.000144081,1.20E-07,3.81E-06,3.02E-06,0.998632193,0.001562115,3.54E-06,1.06E-06,4.57E-06,0.000437831,6.92E-06,7.66E-07,6.94E-06,2.36E-06,4.06E-06,4.29E-06,4.51E-07,1.82E-07,1.24E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",2.53E-08,1.63E-07,1,1.59E-06,7.01E-07,1.89E-08,7.28E-07,4.15E-07,5.93E-08,2.40E-11,1.23E-07,6.84E-08,1.63E-09,8.15E-08,9.06E-09,5.89E-08,4.69E-06,3.28E-06,2.09E-09,6.89E-07,5.15E-07,5.51E-08,6.43E-06,2.38E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",2.36E-08,1.16E-07,4.21E-06,1.81E-08,1.08E-06,8.22E-07,9.17E-07,7.35E-06,2.88E-07,3.32E-08,6.80E-07,6.20E-08,9.81E-07,2.93E-12,1.68E-05,7.85E-08,1.34E-05,0.99997133,2.84E-05,1.01E-05,7.17E-08,0.000462188,1.12E-07,4.64E-06,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",1.85E-11,2.72E-12,7.56E-09,4.97E-10,3.33E-08,3.63E-11,1.13E-10,1.06E-08,1.94E-08,1.38E-10,9.57E-10,9.40E-10,1.66E-11,1.74E-07,2.44E-13,2.24E-08,0.999999464,1.34E-08,2.94E-09,1.48E-08,1.28E-08,1.19E-10,5.73E-13,1.65E-08,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",2.00E-07,0.997920454,1.07E-06,2.31E-08,3.58E-07,2.34E-07,1.98E-06,7.27E-07,1.30E-07,4.71E-09,2.56E-05,0.113354258,1.05E-08,1.74E-07,0.000106774,1.13E-06,1.73E-05,3.89E-06,8.32E-07,7.12E-07,5.95E-11,1.86E-08,2.02E-08,1.05E-07,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",6.68E-08,3.34E-06,3.83E-07,1.55E-06,6.67E-07,0.999876022,3.44E-09,2.67E-06,2.29E-08,1.47E-07,3.43E-06,4.79E-05,6.25E-06,1.12E-05,6.59E-07,1.55E-06,8.15E-07,1.03E-06,2.67E-08,5.57E-07,1.61E-08,5.08E-09,1.04E-05,1.98E-06,"benign, apocrine metaplasia, na"
"breast cancer, na, na",7.22E-07,3.31E-07,0.000566532,2.40E-07,1.88E-06,0.001260452,6.42E-05,0.004348882,4.65E-05,6.76E-07,5.07E-07,0.001743467,0.00081255,8.88E-08,6.58E-09,2.18E-06,0.000710628,0.001215333,0.002259602,8.64E-06,0.004792082,4.14E-05,0.942736268,4.30E-05,"breast cancer, na, na"
"breast cancer, invasive, lobular",7.89E-09,9.57E-08,6.36E-07,5.95E-09,5.00E-07,4.44E-08,1.51E-07,2.76E-07,6.77E-08,1.18E-08,1.91E-07,1.08E-09,1.26E-07,3.21E-13,2.87E-07,1.96E-08,1.70E-07,0.999978781,4.27E-05,2.03E-06,1.08E-07,4.70E-05,3.40E-06,6.75E-07,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",1.42E-06,3.11E-07,1.96E-06,1.32E-07,3.28E-07,1.37E-11,2.82E-08,5.99E-06,0.000612572,2.14E-10,1.32E-07,0.368345112,0.747921526,3.31E-06,3.41E-08,1.70E-07,2.03E-06,2.23E-05,1.30E-07,4.93E-07,3.16E-07,6.59E-10,8.74E-07,8.70E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.33E-09,1.37E-10,1.91E-09,1.21E-07,8.15E-07,1.69E-11,6.90E-10,7.48E-11,6.89E-09,1.41E-09,2.05E-08,2.49E-08,2.95E-07,0.999999642,6.81E-07,3.09E-06,5.64E-07,5.93E-12,7.10E-12,7.02E-08,5.04E-09,1.49E-13,1.36E-12,5.80E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",5.95E-10,1.10E-10,2.61E-08,6.90E-09,8.68E-07,1.34E-08,1.83E-08,8.96E-07,1.42E-07,1.55E-08,1.29E-08,1.44E-08,5.81E-09,2.55E-11,6.98E-14,7.31E-08,1,9.10E-06,2.04E-06,1.14E-06,1.37E-06,5.49E-08,2.22E-10,3.56E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",5.09E-07,9.37E-07,0.99999994,3.88E-08,3.71E-07,3.49E-07,1.45E-07,2.10E-06,6.73E-08,1.27E-10,2.34E-07,4.01E-07,9.35E-08,5.15E-07,3.31E-07,7.44E-08,5.89E-07,1.56E-06,5.33E-09,1.24E-06,1.10E-07,2.48E-08,1.05E-07,5.30E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",5.09E-07,9.37E-07,0.99999994,3.88E-08,3.71E-07,3.49E-07,1.45E-07,2.10E-06,6.73E-08,1.27E-10,2.34E-07,4.01E-07,9.35E-08,5.15E-07,3.31E-07,7.44E-08,5.89E-07,1.56E-06,5.33E-09,1.24E-06,1.10E-07,2.48E-08,1.05E-07,5.30E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.68E-05,5.34E-07,0.864236176,2.17E-07,8.34E-07,1.81E-11,0.000607982,1.29E-07,7.41E-08,1.59E-09,1.82E-06,1.80E-09,0.373899072,8.21E-07,6.65E-08,7.57E-08,2.08E-07,2.74E-07,1.84E-10,5.02E-06,2.66E-08,4.07E-09,1.15E-08,8.75E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",9.04E-07,7.20E-07,0.99999994,4.22E-08,8.73E-08,6.94E-08,7.30E-08,3.89E-06,2.84E-08,1.10E-10,9.17E-08,2.44E-08,9.37E-09,1.63E-07,4.10E-07,2.97E-08,8.51E-08,1.71E-08,4.73E-10,2.21E-06,1.42E-07,3.18E-07,8.17E-09,2.18E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",5.02E-08,1.64E-09,0.002269427,9.89E-09,1.67E-07,4.51E-17,5.99E-09,8.24E-10,2.06E-09,1.85E-11,9.08E-09,7.55E-10,6.97E-10,0.001122105,2.06E-12,3.04E-09,0.319238603,1.15E-10,5.14E-11,7.37E-09,5.84E-08,2.36E-12,2.21E-12,4.82E-08,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",9.07E-08,5.07E-07,0.000343983,9.98E-06,1.58E-06,0.999875307,2.19E-07,3.56E-06,5.87E-08,4.44E-06,4.21E-05,0.002642796,5.61E-06,1.70E-07,6.26E-07,1.75E-06,2.30E-05,1.77E-05,4.81E-07,1.85E-07,2.04E-06,2.56E-09,4.69E-10,7.08E-07,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.002698696,4.78E-07,4.44E-08,9.68E-08,1.03E-06,4.37E-06,4.56E-07,1.46E-07,0.967312634,3.93E-07,9.64E-06,4.99E-07,3.92E-12,3.35E-08,2.92E-06,5.69E-07,5.37E-06,1.32E-07,7.57E-08,1.52E-05,1.40E-08,4.18E-07,2.96E-05,3.07E-07,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.010698748,9.06E-07,5.99E-05,1.19E-06,7.11E-06,8.98E-07,6.45E-07,7.48E-05,7.74E-07,2.60E-06,8.55E-07,1.42E-05,0.998692095,8.30E-08,2.17E-08,8.41E-07,0.004119232,9.84E-05,1.41E-06,7.90E-06,2.57E-06,6.02E-08,6.61E-06,1.64E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",8.48E-10,2.42E-11,1.39E-08,2.61E-09,2.21E-07,3.50E-09,1.41E-08,4.89E-07,9.78E-08,6.69E-09,7.86E-09,3.70E-09,1.35E-09,1.86E-10,8.47E-14,6.34E-08,0.999999344,1.65E-05,3.75E-06,2.18E-06,3.08E-07,2.12E-08,2.86E-11,1.21E-06,"breast cancer, invasive, ductal"
"benign, cyst, na",5.47E-07,5.83E-06,2.87E-07,1.65E-07,1.30E-06,1.41E-06,0.999982834,1.01E-06,3.84E-07,1.07E-07,7.39E-06,1.50E-08,3.09E-06,1.24E-06,1.00E-07,1.74E-07,8.79E-09,3.96E-07,2.54E-07,7.89E-07,1.67E-08,5.29E-08,9.14E-06,1.74E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",2.57E-11,9.63E-13,6.37E-10,5.80E-10,3.19E-08,2.64E-11,1.15E-09,8.37E-09,7.74E-09,3.09E-10,1.52E-09,1.08E-10,1.80E-11,4.85E-07,3.30E-13,1.37E-08,0.999999166,8.47E-09,1.20E-09,9.24E-09,1.46E-08,2.59E-11,3.96E-14,2.22E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",1.45E-09,2.91E-10,1.26E-08,2.22E-08,6.98E-07,1.73E-09,3.75E-09,4.11E-09,2.98E-07,1.55E-10,3.01E-08,1.50E-09,2.05E-10,0.999997854,3.33E-06,7.94E-06,4.91E-07,1.35E-10,3.64E-08,2.12E-08,4.83E-09,6.41E-13,2.57E-09,6.23E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",7.87E-11,1.71E-08,1.63E-08,6.03E-09,1.44E-06,1.54E-09,5.35E-10,1.31E-09,1.39E-06,2.37E-11,4.26E-08,1.86E-11,6.02E-12,0.999998093,0.011437499,2.01E-06,1.39E-09,3.82E-09,4.70E-09,4.40E-08,5.64E-10,1.54E-11,1.06E-12,1.51E-06,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",6.66E-06,2.03E-07,0.000332036,2.19E-07,1.72E-06,0.001040339,3.39E-08,7.40E-07,8.69E-08,5.04E-07,1.43E-07,7.46E-08,0.988976896,1.59E-07,2.13E-07,5.19E-07,5.83E-06,1.20E-07,2.74E-06,1.18E-06,2.39E-08,4.81E-09,1.34E-10,8.37E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",6.20E-09,2.15E-09,1.71E-09,4.66E-07,3.68E-06,4.49E-08,2.46E-09,2.58E-10,5.65E-07,4.69E-09,1.84E-06,2.73E-09,1.68E-10,0.999975622,0.002084459,2.01E-05,2.75E-08,1.21E-10,3.61E-09,1.65E-06,3.13E-07,5.74E-11,4.65E-16,4.37E-07,"breast cancer, in situ, ductal"
