Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, cyst, na",0.001131648,0.000916373,0.002871865,0.001109941,0.000331101,0.420806974,0.549526572,0.000257524,0.001727809,0.000272894,0.000619505,0.001117005,0.002360793,0.001807626,0.001524798,8.99E-05,0.00077079,0.001147049,0.005801465,0.000558853,0.00112671,0.000334277,0.003382487,0.000406166,"benign, cyst, na"
"benign, apocrine metaplasia, na",0.021489939,0.010499061,0.014420255,0.010475867,0.002215889,0.259397894,0.003297455,0.001723476,0.011721572,0.001826336,0.004366333,0.008317779,0.556558073,0.021572784,0.011759237,0.000601639,0.007696272,0.007147444,0.005537129,0.003740114,0.010628744,0.002237141,0.020051362,0.002718256,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",0.001662572,0.000892764,0.221378118,0.000700828,0.000448298,0.000786389,0.001895912,0.000330245,0.002199,0.000349955,0.000754485,0.001289595,0.000853686,0.716693521,0.006881629,0.000115284,0.008011566,0.002320283,0.003435761,0.001373706,0.006093257,0.000428672,0.020583421,0.000520861,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",0.000864811,0.000368008,0.001153866,0.000543451,0.000271695,0.000855166,0.001213167,0.000211319,0.001971035,0.000223931,0.000482784,0.001260529,0.000953819,0.944048643,0.005583755,7.38E-05,0.009312464,0.003009422,0.002825793,0.000552973,0.00342143,0.000274301,0.020190788,0.000333292,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",0.000421505,9.04E-05,0.000112307,7.03E-05,3.34E-05,7.21E-05,7.06E-05,2.60E-05,0.000174751,2.75E-05,6.58E-05,0.003276721,0.014200969,0.948709786,0.000715836,9.06E-06,0.028323226,0.000182501,0.000409144,0.000115904,0.000729011,3.37E-05,0.002088713,4.10E-05,"breast cancer, in situ, ductal"
"benign, sclerosing adenosis, na",0.044843469,0.011709478,0.005844683,0.005268682,0.001007126,0.002977697,0.0012534,0.000783323,0.00567256,0.000830073,0.003291614,0.59483844,0.279987663,0.009032385,0.007660907,0.000273446,0.004384474,0.003248527,0.003671781,0.002402144,0.003833061,0.001016785,0.004932806,0.001235452,"benign, sclerosing adenosis, na"
"atypical, fibroadenoma, na",0.003287893,0.002680373,0.926458538,0.001423346,0.000968296,0.002110013,0.004918254,0.000753122,0.005201843,0.00079807,0.001720596,0.003045349,0.002222015,0.005190955,0.004459229,0.000262903,0.00230613,0.003354511,0.00252343,0.00163435,0.006493659,0.000977583,0.016021512,0.00118782,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",0.016240574,0.413374066,0.011883762,0.025435077,0.002798866,0.008099085,0.011608093,0.002176903,0.013922672,0.002306825,0.005741139,0.265817255,0.005245024,0.020113789,0.034057818,0.000759924,0.004818848,0.027023453,0.007311751,0.005069559,0.011258216,0.002825709,0.098678246,0.0034334,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",3.23E-05,1.84E-05,2.44E-05,1.64E-05,1.12E-05,2.89E-05,4.21E-05,8.70E-06,4.29E-05,9.22E-06,1.99E-05,2.74E-05,3.52E-05,0.018577252,0.000116806,3.04E-06,0.978482544,0.000639819,0.001075724,2.75E-05,0.000259561,1.13E-05,0.000475349,1.37E-05,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",0.024996435,0.009523593,0.007453101,0.015936777,0.001054023,0.002609961,0.001843212,0.000819799,0.099954091,0.638619602,0.00344489,0.004224483,0.149376377,0.010110145,0.007838198,0.000286179,0.002539619,0.003399797,0.002633825,0.001779045,0.004095747,0.001064132,0.005103955,0.001292982,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",0.031558048,0.008871053,0.013541306,0.00358452,0.001595626,0.215151936,0.001172955,0.001241047,0.016185777,0.001315115,0.003144127,0.012352002,0.583374918,0.019638451,0.019067872,0.000433231,0.014223075,0.018660521,0.017141666,0.002890143,0.003923746,0.001610929,0.007364489,0.001957373,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",0.002146374,0.001729803,0.004779791,0.000935448,0.000636381,0.002654182,0.94864279,0.000494965,0.003197451,0.000524505,0.001190697,0.001877521,0.003136591,0.003210141,0.00276587,0.000172785,0.002085934,0.002456483,0.001658442,0.001074124,0.003659989,0.000642485,0.009546726,0.000780656,"benign, cyst, na"
"benign, sclerosing adenosis, na",0.016261334,0.012752741,0.040117987,0.006619888,0.004606982,0.016652184,0.018566094,0.003583221,0.025826223,0.003797074,0.00818629,0.626376927,0.020723766,0.018795636,0.021216223,0.001250848,0.011103218,0.01596017,0.016874155,0.007775947,0.027229395,0.004651166,0.065421171,0.005651436,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",0.018776465,0.667528033,0.003946559,0.008126737,0.000833915,0.12989895,0.03345719,0.000648603,0.007536552,0.001145276,0.001997327,0.002662758,0.079799138,0.011244159,0.007786054,0.000226417,0.001002476,0.004915391,0.001376527,0.001510462,0.002642361,0.000841913,0.011073678,0.001022973,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.57257396,0.020461636,0.012093055,0.003646504,0.002480702,0.004808444,0.010973522,0.001929442,0.159491614,0.002044594,0.004408036,0.005960414,0.006105842,0.034458935,0.01104529,0.000673539,0.015815916,0.00949393,0.006464837,0.004187081,0.024793588,0.002504493,0.080541313,0.003043105,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",0.001110431,0.000626129,0.001155641,0.000536834,0.000327481,0.000953465,0.001389973,0.000254709,0.001119538,0.00026991,0.000581912,0.001030493,0.001007835,0.012767137,0.102511182,8.89E-05,0.021016484,0.821094692,0.008842205,0.00063654,0.001474521,0.000330622,0.020471556,0.000401725,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",9.80E-06,2.89E-06,4.99E-06,4.86E-06,2.61E-06,4.88E-06,3.70E-06,2.03E-06,1.08E-05,2.15E-06,4.63E-06,2.07E-05,8.46E-06,0.072525054,0.000297457,7.08E-07,0.926493466,8.85E-05,0.000172963,6.11E-06,0.000137281,2.63E-06,0.000190086,3.20E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.003278905,0.002394598,0.003583448,0.002002593,0.001798704,0.003799248,0.003111179,0.000926434,0.004938295,0.000981725,0.002116547,0.003562155,0.003654995,0.748680115,0.018639321,0.000323404,0.081778221,0.008534109,0.005880087,0.002601538,0.016064329,0.001202548,0.07868623,0.001461166,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",0.003761553,0.003031505,0.911595106,0.001639386,0.001115268,0.002804235,0.005664764,0.000867434,0.005369952,0.000919204,0.001981754,0.003212625,0.002527138,0.006343615,0.004847229,0.000302808,0.00365563,0.004305023,0.002906445,0.001882417,0.00689576,0.001125964,0.021876853,0.001368111,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",8.39E-05,1.94E-05,3.33E-05,4.27E-05,1.91E-05,3.48E-05,6.72E-05,1.49E-05,6.31E-05,1.58E-05,3.40E-05,4.44E-05,4.11E-05,0.036079135,0.000507209,5.19E-06,0.883549571,0.001791743,0.00123715,0.073181517,0.000472069,1.93E-05,0.002620431,2.35E-05,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.748270392,0.010794526,0.005487721,0.002197583,0.001044186,0.000953075,0.002486808,0.000812148,0.004236868,0.000860618,0.065417193,0.037244018,0.046138171,0.017463876,0.007662163,0.000283509,0.011951135,0.003962091,0.00261761,0.002490539,0.008974938,0.001054201,0.016315913,0.001280915,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",0.004017184,0.003274909,0.010401563,0.001739059,0.001183075,0.004276288,0.909666717,0.000920173,0.006632185,0.00097509,0.002213585,0.0038109,0.005905297,0.004826727,0.005448335,0.000321218,0.002817655,0.004098578,0.003083154,0.001996867,0.007379939,0.001194421,0.012365639,0.001451291,"benign, cyst, na"
"benign, cyst, na",0.010487433,0.007044137,0.026776787,0.008534211,0.003259432,0.020263517,0.736059964,0.002401112,0.018701987,0.002544415,0.00666783,0.01820926,0.021906884,0.01627636,0.014216966,0.000838192,0.007186718,0.010306444,0.008045228,0.005210653,0.018094471,0.003116741,0.030064469,0.003787021,"benign, cyst, na"
"benign, cyst, na",0.014551461,0.015999807,0.025646659,0.018331563,0.00360738,0.013876238,0.718605757,0.012303911,0.018308775,0.002479183,0.006496883,0.008860248,0.027089225,0.013508138,0.015157902,0.000816702,0.006457855,0.008498775,0.007838968,0.005077065,0.011394553,0.003036835,0.038366091,0.003689931,"benign, cyst, na"
"breast cancer, in situ, ductal",1.49E-05,9.72E-06,1.16E-05,1.48E-05,4.64E-06,1.72E-05,1.01E-05,3.61E-06,0.000120515,3.83E-06,8.25E-06,2.01E-05,1.39E-05,0.995918989,0.000315038,1.26E-06,0.002863327,2.50E-05,6.37E-05,1.61E-05,0.000100841,4.69E-06,0.000432173,5.70E-06,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",0.011743105,0.018087743,0.015119188,0.011831585,0.002696863,0.671591401,0.004667649,0.011031285,0.031676609,0.002222754,0.014864792,0.011255547,0.007592016,0.023715684,0.018954046,0.000732229,0.008905222,0.015399181,0.011108721,0.004884801,0.011509237,0.002722727,0.084379345,0.003308271,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",0.007705761,0.003317557,0.006669999,0.001569594,0.000745796,0.001884326,0.002570479,0.000580066,0.004539452,0.000614685,0.001469565,0.001983772,0.938420951,0.004103723,0.003957776,0.000202492,0.002545041,0.002468587,0.001869592,0.0012588,0.004096863,0.000752949,0.005757328,0.000914876,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.34E-05,0.000826375,2.14E-06,5.13E-06,2.41E-06,2.90E-06,4.17E-06,1.55E-06,5.37E-06,1.64E-06,3.54E-06,3.23E-06,3.35E-06,0.013090034,3.64E-05,5.41E-07,0.98353827,0.000221151,0.000241435,7.43E-06,0.000161973,2.01E-06,0.001822581,2.45E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.00084051,0.000543757,0.001240352,0.000361027,0.000295123,0.000763199,0.000892177,0.000189722,0.001318259,0.000201045,0.001491222,0.003412555,0.000716641,0.923813045,0.003932407,6.62E-05,0.013051902,0.001420095,0.003577778,0.000789176,0.003103897,0.000246266,0.037434164,0.000299228,"breast cancer, in situ, ductal"
"breast cancer, na, na",0.011392613,0.009476964,0.024480615,0.005593356,0.003805138,0.012713064,0.01803888,0.002959562,0.018344356,0.003136194,0.006761468,0.013073042,0.015616419,0.019283934,0.018658128,0.001033138,0.01499799,0.016805395,0.011512097,0.006892209,0.117211759,0.003841631,0.639704347,0.004667805,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.013284321,0.665714324,0.006857657,0.002609097,0.001774959,0.00395153,0.008556476,0.001380528,0.029161451,0.001462921,0.003153979,0.004059758,0.002388275,0.023833876,0.010715442,0.000481921,0.01481853,0.018391911,0.004625633,0.002995884,0.011533003,0.001791981,0.164278999,0.002177361,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",0.013094416,0.011999805,0.014190666,0.020258773,0.002033368,0.010897506,0.005240222,0.001581514,0.011452789,0.807088375,0.00599298,0.012237466,0.009635656,0.012565599,0.012721365,0.000552082,0.00341928,0.006615212,0.005282125,0.003432043,0.008628665,0.002052869,0.016533077,0.002494354,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",0.003767211,0.003306668,0.912966251,0.001799619,0.001116945,0.002249748,0.00355572,0.000868738,0.005352688,0.000920586,0.001984735,0.003274021,0.002187307,0.006353156,0.00485452,0.000303263,0.003661128,0.004311498,0.002910817,0.001885249,0.006342477,0.001127657,0.023529973,0.001370169,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",0.009138787,0.007159983,0.016006645,0.004323237,0.002941081,0.009776835,0.013374895,0.002287516,0.01169154,0.002424039,0.005226098,0.010104463,0.011459121,0.006736119,0.025970301,0.000798537,0.088119313,0.631445289,0.063809879,0.005327152,0.013253116,0.002969288,0.052048698,0.003607857,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",4.47E-05,2.70E-05,4.14E-05,2.15E-05,1.46E-05,4.14E-05,5.51E-05,1.14E-05,6.28E-05,1.21E-05,2.60E-05,4.04E-05,6.01E-05,0.041762203,0.000220526,3.97E-06,0.953491688,0.000406321,0.002666797,5.08E-05,0.000321827,1.48E-05,0.000584584,1.79E-05,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",0.009931754,0.463634104,0.010855999,0.006246779,0.001709634,0.014748432,0.003287507,0.00132972,0.007012553,0.00140908,0.005038833,0.283577144,0.004983497,0.029413084,0.027590491,0.000464185,0.021123029,0.030215546,0.05311517,0.003096643,0.004079556,0.00172603,0.013313822,0.002097226,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",0.010686271,0.006865048,0.019832419,0.004445673,0.002277472,0.806981802,0.003106567,0.001771374,0.011717498,0.001877092,0.004046911,0.012785871,0.011664383,0.011532145,0.010488288,0.000618359,0.005223863,0.007889946,0.005935209,0.003844057,0.010000791,0.002299314,0.041315846,0.0027938,"benign, apocrine metaplasia, na"
"breast cancer, na, na",0.027651247,0.022599854,0.058379289,0.013338559,0.009074169,0.030317033,0.043017585,0.007057713,0.043746058,0.007478929,0.016124174,0.031175472,0.037240699,0.046775494,0.044494316,0.00246374,0.03501625,0.040076077,0.026827442,0.016435955,0.175331146,0.009161196,0.245086193,0.011131383,"breast cancer, na, na"
"breast cancer, invasive, lobular",0.005189782,0.004286841,0.009583534,0.002588418,0.00176089,0.005853608,0.008007846,0.001369586,0.006999985,0.001451326,0.003128981,0.006049766,0.006860829,0.004400843,0.015548996,0.000478102,0.056220651,0.741585732,0.040940057,0.003189484,0.032150589,0.001777778,0.038416371,0.002160104,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",0.017862307,0.008030315,0.016145069,0.003799282,0.00190599,0.003014821,0.004989385,0.001404078,0.010119956,0.001487876,0.003557158,0.080827326,0.775629878,0.011431799,0.009579998,0.000490142,0.006305363,0.006200549,0.004525443,0.00304699,0.010411283,0.00182255,0.015197874,0.002214504,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",4.57E-06,1.84E-06,1.04E-06,7.50E-06,5.64E-07,8.25E-07,6.63E-07,4.39E-07,2.35E-06,7.79E-07,1.11E-06,8.16E-05,9.86E-05,0.998696208,3.67E-05,1.53E-07,0.000961015,3.45E-06,7.44E-06,1.96E-06,1.17E-05,5.70E-07,7.77E-05,6.92E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",0.000879666,0.000586638,0.001058601,0.000396453,0.000269706,0.000804193,0.00115524,0.000209772,0.001072147,0.000222291,0.000479248,0.00078234,0.000994705,0.001567895,0.0008325,7.32E-05,0.961112082,0.009681768,0.009129875,0.000548923,0.002743404,0.000272292,0.004796376,0.000330851,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",0.002953399,0.002380199,0.929270267,0.001287171,0.000875657,0.001763746,0.004447713,0.000681069,0.004196373,0.000721716,0.001555982,0.002522406,0.001714794,0.004980715,0.003805822,0.000237751,0.002870233,0.003380107,0.002282007,0.001477988,0.006189702,0.000884055,0.018446909,0.001074178,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.002953399,0.002380199,0.929270267,0.001287171,0.000875657,0.001763746,0.004447713,0.000681069,0.004196373,0.000721716,0.001555982,0.002522406,0.001714794,0.004980715,0.003805822,0.000237751,0.002870233,0.003380107,0.002282007,0.001477988,0.006189702,0.000884055,0.018446909,0.001074178,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.008066528,0.003699966,0.803151369,0.001750519,0.000831763,0.000837431,0.046536595,0.000646929,0.004468363,0.000685539,0.001725765,0.001496019,0.095106639,0.005939238,0.004413982,0.000225833,0.002838404,0.002856902,0.002085097,0.0014039,0.004751111,0.00083974,0.004621843,0.001020333,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.002609196,0.002102799,0.935447276,0.001137158,0.000773604,0.001945153,0.003929355,0.000601694,0.003724857,0.000637604,0.001374641,0.002228433,0.001752945,0.004400239,0.003362273,0.000210042,0.002535722,0.002986173,0.002016051,0.001305736,0.004783234,0.004011992,0.015174846,0.000948988,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",0.006757497,0.001840684,0.309176087,0.002456912,0.00074169,0.000881615,0.002167426,0.000546378,0.003995903,0.000578987,0.001248264,0.03051368,0.001138967,0.075324312,0.008549905,0.000190732,0.508851469,0.012876133,0.002206831,0.001403423,0.013814562,0.00070922,0.013167605,0.000861744,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",0.008465283,0.006436038,0.010645239,0.007031998,0.001553107,0.853028536,0.002134684,0.001207976,0.007712076,0.002143436,0.004794555,0.029273877,0.005566464,0.010683458,0.011697636,0.000421686,0.004196856,0.005052766,0.003531649,0.00262143,0.006004736,0.001568002,0.012323204,0.001905214,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.026216632,0.013722156,0.039955199,0.007788687,0.005298613,0.017702801,0.022045402,0.004121158,0.460165292,0.004367116,0.032392513,0.070305564,0.011377939,0.026728151,0.023727166,0.001438633,0.01737538,0.020453077,0.013808457,0.008943325,0.035174765,0.00534943,0.125042856,0.006499867,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.03930163,0.017558623,0.032386754,0.008600199,0.00430797,0.008173368,0.014056178,0.003350655,0.023281638,0.003550628,0.008413479,0.010862461,0.637790024,0.028842334,0.02465355,0.001169663,0.017324781,0.016929749,0.011699448,0.007802984,0.030169792,0.004349286,0.040140204,0.005284634,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",0.000944257,0.000629713,0.00113633,0.000425563,0.000289509,0.000863243,0.001240066,0.000225175,0.001150872,0.000238613,0.000514438,0.000839785,0.001067743,0.001683021,0.000893627,7.86E-05,0.957280159,0.011368817,0.009800253,0.000589229,0.002944843,0.000292286,0.005148557,0.000355144,"breast cancer, invasive, ductal"
"benign, cyst, na",0.003968118,0.003189379,0.008713658,0.001728599,0.001175959,0.004687963,0.904195309,0.000914638,0.005880681,0.000969225,0.002200271,0.003837856,0.005139727,0.00593197,0.005111008,0.000319286,0.00376769,0.004539296,0.00306461,0.001984856,0.007104108,0.001187237,0.018945806,0.001442562,"benign, cyst, na"
"breast cancer, invasive, ductal",5.87E-06,1.56E-06,2.15E-06,4.03E-06,1.65E-06,3.11E-06,3.42E-06,1.28E-06,6.08E-06,1.36E-06,2.99E-06,3.58E-06,3.77E-06,0.020922503,0.000135993,4.47E-07,0.978144765,0.000295193,0.000168518,6.89E-06,6.16E-05,1.66E-06,0.000219308,2.02E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.001503126,0.000491499,0.001649887,0.000854924,0.000383264,0.000923138,0.001711338,0.000298095,0.001847693,0.000315886,0.000681033,0.00111174,0.001038679,0.916612506,0.007683306,0.00010406,0.017673729,0.003886004,0.00325819,0.000780044,0.005136567,0.000386939,0.031198179,0.000470154,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",3.98E-06,3.92E-05,5.12E-05,2.17E-06,4.16E-07,1.86E-07,7.29E-07,2.68E-07,4.67E-06,2.84E-07,6.78E-07,2.26E-06,1.25E-05,0.998291552,0.001402882,9.34E-08,0.00014275,1.67E-05,4.59E-06,1.28E-06,6.83E-06,3.47E-07,1.42E-05,4.22E-07,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",0.022631165,0.010216422,0.029299811,0.005944876,0.002590938,0.010532984,0.007995244,0.002015181,0.011545972,0.003575742,0.005224997,0.007962502,0.620871186,0.044790708,0.030050989,0.000703469,0.0435207,0.02662546,0.077679537,0.004692941,0.0095267,0.002615787,0.016208252,0.003178333,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",0.001122698,0.00024568,0.000199828,0.000306181,7.32E-05,0.008268719,4.75E-05,5.69E-05,0.006493882,6.03E-05,0.003158877,0.000209304,0.002354931,0.91952455,0.040368274,1.99E-05,0.014505288,0.000338541,0.00024637,0.000142285,0.001334381,7.39E-05,0.000758618,8.98E-05,"breast cancer, in situ, ductal"
"atypical, atypical lobular hyperplasia, na",0.02202142,0.55349046,0.00962202,0.003399089,0.001420985,0.138269365,0.00199168,0.001105214,0.016611587,0.001171176,0.089023218,0.002528145,0.092258766,0.009314458,0.012116333,0.000385813,0.004795335,0.008862182,0.003355618,0.002398425,0.00654194,0.001434613,0.016138896,0.001743138,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",0.003288199,0.002680623,0.926544726,0.001709678,0.000968386,0.004703823,0.004918711,0.000753192,0.005675284,0.001336466,0.001761081,0.003593698,0.006102724,0.004217786,0.004459644,0.000262928,0.002718357,0.003232973,0.002345086,0.001802694,0.005081502,0.000977674,0.00967676,0.00118793,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.008667229,0.004127993,0.819808722,0.002167196,0.001317651,0.000996276,0.002029417,0.000730704,0.005046999,0.000774314,0.001851199,0.001936366,0.096535921,0.018031983,0.004007222,0.000255078,0.005004343,0.004141623,0.003801217,0.001781782,0.004634599,0.000948483,0.010251279,0.001152462,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",0.001426848,0.001038135,0.003067554,0.001114383,0.000351447,0.001542185,0.000624754,0.000273349,0.001757502,0.000289663,0.000624498,0.961257339,0.001381595,0.002846387,0.001527477,9.54E-05,0.001459506,0.001356615,0.001477292,0.000593194,0.001617248,0.000354818,0.01349175,0.000431124,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",2.48E-05,1.40E-05,1.61E-05,1.27E-05,8.66E-06,2.07E-05,3.26E-05,6.74E-06,2.96E-05,7.14E-06,1.54E-05,1.94E-05,2.33E-05,0.006378925,8.54E-05,2.35E-06,0.991084039,0.00065044,0.000832882,2.13E-05,0.000211824,8.75E-06,0.000482767,1.06E-05,"breast cancer, invasive, ductal"
"benign, cyst, na",0.00787768,0.006422083,0.020397419,0.003410287,0.002320005,0.010468322,0.822376788,0.001804455,0.013067252,0.001912148,0.00434083,0.007473158,0.013399548,0.009465191,0.010684161,0.000629908,0.005525408,0.008037294,0.006046052,0.003915847,0.012658929,0.002342255,0.022579238,0.002845976,"benign, cyst, na"
"breast cancer, invasive, ductal",2.90E-05,1.64E-05,1.88E-05,1.49E-05,1.01E-05,2.18E-05,3.81E-05,7.87E-06,3.46E-05,8.34E-06,1.80E-05,2.27E-05,2.72E-05,0.003855715,9.97E-05,2.75E-06,0.993397653,0.00112665,0.000599196,2.48E-05,0.000247487,1.02E-05,0.000355213,1.24E-05,"breast cancer, invasive, ductal"
