Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, cyst, na",1.20E-09,2.72E-08,0.000760628,5.18E-06,1.12E-06,0.000144582,0.080023475,6.33E-08,9.29E-08,2.05E-08,2.12E-08,3.06E-10,9.59E-11,3.56E-08,5.24E-06,9.22E-08,1.57E-05,5.26E-09,2.30E-10,1.85E-07,1.95E-09,4.80E-07,9.41E-07,2.86E-07,"benign, cyst, na"
"benign, apocrine metaplasia, na",5.00E-05,3.74E-05,1.54E-05,1.82E-05,2.73E-05,0.006284725,8.94E-08,5.58E-06,7.77E-07,3.09E-07,2.70E-06,4.48E-05,0.999471128,0.000100202,2.44E-05,1.01E-06,8.40E-06,5.87E-06,4.74E-08,4.16E-06,3.41E-06,1.30E-07,1.33E-06,8.36E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",5.33E-08,2.05E-09,0.000532787,4.32E-07,2.26E-06,2.63E-08,3.39E-07,2.33E-06,1.39E-08,4.48E-10,3.41E-07,1.24E-07,2.08E-07,0.999368489,2.68E-07,4.52E-07,4.65E-05,0.000364955,5.35E-07,1.80E-07,4.38E-09,4.27E-08,9.34E-09,4.70E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",2.63E-07,6.37E-11,2.04E-10,1.84E-07,5.27E-06,2.33E-08,3.00E-07,4.67E-06,4.10E-07,6.84E-09,2.05E-07,3.48E-10,6.47E-10,0.996779561,1.25E-06,1.54E-05,0.000448226,1.09E-07,2.50E-07,2.43E-06,6.87E-08,9.74E-08,0.03293984,3.02E-06,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",5.96E-09,9.53E-12,1.18E-08,3.00E-08,1.89E-08,4.55E-11,4.92E-07,1.18E-07,8.55E-08,3.34E-09,2.06E-08,0.000129782,0.000122409,0.48760891,2.67E-08,5.53E-07,0.010791234,5.48E-08,4.67E-09,4.97E-07,3.08E-06,2.55E-09,9.16E-11,2.13E-08,"breast cancer, in situ, ductal"
"benign, sclerosing adenosis, na",0.430044711,1.24E-05,5.66E-06,8.79E-06,1.17E-06,1.81E-06,9.05E-09,1.14E-06,0.000134762,2.03E-06,2.74E-06,0.00491277,0.031130901,0.000693511,9.34E-08,1.04E-06,0.016427366,9.23E-08,3.27E-06,1.65E-05,5.45E-08,5.83E-08,3.85E-08,1.93E-06,"atypical, atypical ductal hyperplasia, na"
"atypical, fibroadenoma, na",2.81E-07,4.45E-07,0.999983132,9.31E-08,1.19E-06,4.85E-08,7.85E-08,2.71E-06,1.13E-06,5.69E-07,6.55E-07,6.38E-07,1.42E-07,2.13E-07,1.37E-05,1.66E-07,5.21E-05,1.62E-06,1.26E-09,4.42E-07,4.12E-08,1.05E-06,9.69E-07,8.48E-07,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",7.72E-05,0.954170763,4.06E-05,0.001095602,1.16E-05,9.91E-05,3.30E-06,2.57E-05,3.24E-05,2.19E-06,1.01E-05,0.063207932,0.000106303,1.43E-05,0.003819127,3.84E-06,9.25E-07,0.000520039,8.83E-07,0.000101726,5.01E-07,3.42E-05,8.18E-05,2.17E-06,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",1.69E-09,1.59E-12,9.35E-10,5.07E-10,1.00E-07,2.66E-09,2.47E-08,1.46E-08,3.93E-09,4.85E-09,1.22E-09,3.56E-12,1.08E-10,0.00914806,8.86E-11,1.87E-06,0.995662391,4.92E-09,3.66E-08,2.79E-07,5.89E-07,4.72E-10,2.22E-11,3.43E-07,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",8.49E-05,3.33E-06,0.000616874,7.43E-05,7.12E-05,2.20E-07,6.81E-07,6.48E-06,0.003541873,0.630420625,0.001335662,5.17E-06,0.00129911,0.000269263,0.006266901,4.39E-06,3.51E-07,2.25E-07,1.08E-06,6.17E-06,8.24E-09,9.30E-07,8.50E-08,1.38E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",4.54E-07,0.000104943,0.00011094,1.89E-06,8.39E-08,0.199457154,1.10E-08,6.77E-08,1.31E-09,1.58E-06,1.18E-06,0.003149675,0.01191627,1.15E-08,3.46E-05,8.62E-08,4.47E-07,2.71E-06,3.35E-07,3.31E-07,6.69E-09,7.61E-09,1.38E-07,1.76E-07,"benign, apocrine metaplasia, na"
"benign, cyst, na",2.20E-08,3.64E-08,1.92E-07,1.49E-07,3.74E-07,3.96E-07,0.999987125,1.05E-05,2.92E-06,9.25E-07,2.94E-06,7.68E-08,9.17E-08,1.47E-06,6.55E-08,8.28E-07,5.45E-07,7.20E-07,7.33E-08,4.03E-07,3.27E-07,7.06E-07,6.05E-07,1.15E-06,"benign, cyst, na"
"benign, sclerosing adenosis, na",1.45E-05,9.12E-05,0.002236794,1.17E-05,3.83E-07,6.26E-05,2.68E-06,0.000201025,5.26E-05,8.69E-05,3.82E-06,0.999844193,0.000108523,2.51E-05,0.000299982,2.34E-05,0.000434151,0.000161978,0.000783032,2.14E-05,9.08E-07,8.88E-06,0.000169514,4.84E-06,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",8.60E-07,0.705352783,5.41E-08,8.67E-06,9.50E-07,8.78E-05,5.43E-06,4.97E-07,1.30E-07,3.29E-07,5.49E-06,1.70E-06,2.27E-07,1.86E-07,2.12E-07,3.57E-08,2.58E-09,6.90E-07,2.74E-08,1.21E-06,2.98E-09,2.34E-07,2.21E-06,6.04E-07,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.999580085,5.01E-05,2.58E-07,1.31E-07,8.94E-06,6.79E-07,4.60E-07,4.91E-06,0.001289778,6.61E-06,2.12E-06,1.18E-07,3.26E-07,0.000225615,1.12E-06,1.87E-06,7.40E-06,5.82E-08,8.02E-06,1.47E-06,2.29E-07,6.12E-07,4.04E-07,2.18E-06,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",2.03E-07,6.79E-08,1.87E-06,1.71E-06,1.23E-06,2.93E-07,2.93E-06,1.26E-06,2.32E-07,3.07E-09,4.67E-06,4.68E-09,1.52E-08,0.618920565,0.001399804,3.62E-05,3.84E-08,0.823132455,1.48E-05,0.000156605,1.30E-11,1.18E-05,7.11E-07,3.82E-06,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",2.42E-09,6.07E-13,3.39E-09,3.29E-09,1.14E-07,2.38E-10,9.26E-08,3.70E-08,1.76E-07,2.17E-09,2.17E-08,8.94E-09,6.66E-09,0.99807328,7.06E-08,1.09E-06,0.26076889,5.36E-10,7.94E-08,1.10E-06,2.34E-05,1.74E-09,1.15E-10,1.05E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",3.08E-10,2.84E-10,3.86E-06,2.46E-08,2.69E-06,2.34E-07,1.43E-06,9.91E-06,1.21E-06,4.77E-08,2.30E-07,4.95E-09,1.12E-09,0.001128755,0.000229408,1.93E-06,2.93E-05,3.00E-07,5.80E-07,1.08E-06,0.031051144,8.73E-06,5.31E-05,4.05E-07,"breast cancer, na, ductal"
"atypical, fibroadenoma, na",4.01E-06,6.86E-06,0.999958336,6.58E-07,1.19E-05,3.25E-06,1.90E-05,0.000352594,6.92E-06,1.70E-06,1.06E-05,1.11E-05,1.18E-06,1.08E-05,2.96E-06,1.75E-06,1.14E-05,3.49E-05,2.61E-07,1.70E-06,6.92E-06,9.46E-06,1.50E-05,9.13E-06,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",2.67E-09,7.67E-08,3.02E-07,2.35E-08,3.19E-07,4.57E-07,1.27E-05,3.65E-07,5.04E-09,2.05E-07,1.31E-07,1.33E-07,4.42E-09,0.000513687,1.53E-08,6.54E-07,0.095086329,1.35E-07,4.20E-06,0.759130299,7.45E-06,3.91E-07,4.80E-07,1.04E-05,"breast cancer, metastasis, na"
"atypical, atypical ductal hyperplasia, na",0.99993521,3.69E-05,4.09E-07,2.37E-05,1.17E-05,3.22E-06,5.57E-09,4.44E-06,7.16E-07,3.46E-07,2.88E-05,7.87E-07,2.68E-07,0.000130388,3.01E-08,3.06E-06,9.77E-06,2.59E-07,3.84E-06,3.30E-06,4.54E-09,1.83E-07,1.16E-07,5.59E-07,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",1.49E-07,7.00E-07,1.52E-06,1.06E-06,2.30E-06,1.31E-05,0.999971926,1.73E-05,1.18E-05,1.17E-06,1.77E-05,1.60E-06,2.91E-06,7.57E-06,1.94E-06,8.14E-06,2.15E-06,1.65E-05,6.42E-07,2.03E-06,4.04E-06,4.91E-06,4.62E-06,7.61E-06,"benign, cyst, na"
"benign, cyst, na",2.62E-08,1.07E-05,1.14E-05,1.26E-05,3.70E-06,0.969095826,0.01640917,6.85E-07,6.32E-07,2.24E-07,1.25E-05,8.46E-07,1.78E-06,1.67E-05,6.97E-06,3.92E-06,7.96E-08,2.83E-07,2.10E-07,3.34E-06,7.12E-07,1.02E-06,1.95E-05,1.05E-05,"benign, apocrine metaplasia, na"
"benign, cyst, na",9.66E-08,8.16E-08,3.89E-05,2.91E-06,0.000103177,5.26E-05,0.924360156,0.001293072,1.86E-05,5.02E-07,2.13E-06,1.99E-08,1.90E-06,4.17E-05,7.46E-09,1.54E-06,1.10E-07,2.31E-07,4.34E-07,5.73E-07,6.76E-07,2.35E-07,0.001457834,2.56E-06,"benign, cyst, na"
"breast cancer, in situ, ductal",7.58E-08,1.99E-08,2.75E-08,2.30E-08,5.80E-07,1.45E-07,7.25E-05,2.03E-07,3.81E-06,7.52E-10,3.11E-07,6.67E-08,9.90E-11,0.999999821,1.41E-06,3.93E-06,1.36E-06,2.51E-09,1.76E-08,1.20E-06,3.76E-08,2.80E-08,3.40E-09,5.23E-07,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",8.77E-06,0.000125414,0.000113973,2.43E-06,6.44E-06,0.875825703,1.10E-06,0.000777949,2.85E-08,4.41E-06,4.19E-06,3.05E-05,0.000180789,0.002355753,6.91E-07,3.95E-07,5.44E-08,6.92E-09,5.28E-07,2.93E-06,2.03E-07,1.69E-08,2.51E-06,5.77E-07,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",2.96E-05,5.13E-07,3.86E-06,1.37E-06,1.65E-06,2.24E-07,6.40E-07,8.19E-07,6.70E-07,3.12E-06,6.35E-07,3.83E-06,0.999999166,4.41E-07,8.47E-07,1.20E-07,3.80E-05,8.69E-07,3.21E-08,4.31E-07,4.22E-06,2.03E-08,1.96E-07,4.16E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",6.72E-09,9.82E-09,7.43E-12,3.59E-10,1.84E-08,3.05E-11,2.04E-09,5.56E-09,2.41E-10,4.18E-09,2.47E-10,5.19E-11,4.23E-13,0.000160785,2.47E-10,5.17E-07,0.998372316,2.32E-10,1.56E-07,2.56E-08,8.63E-10,1.66E-09,1.40E-08,1.33E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",4.82E-07,3.11E-07,4.14E-06,1.26E-06,7.96E-06,1.50E-06,1.08E-05,2.36E-06,1.47E-07,5.79E-08,4.26E-05,6.36E-07,1.31E-12,0.999956489,2.42E-06,3.53E-05,2.41E-06,9.29E-07,1.65E-05,5.64E-05,1.17E-07,1.32E-06,0.00066823,2.13E-06,"breast cancer, in situ, ductal"
"breast cancer, na, na",2.34E-07,3.74E-07,6.51E-06,3.34E-06,5.14E-07,9.32E-06,1.65E-05,2.36E-05,1.40E-05,1.61E-06,9.14E-07,2.61E-06,4.47E-07,1.53E-08,1.73E-08,8.42E-05,8.79E-09,1.36E-05,4.66E-05,1.17E-06,1.13E-05,1.59E-05,0.999939859,3.95E-06,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",4.26E-05,0.725077748,4.68E-08,9.73E-09,7.90E-06,5.22E-08,2.44E-06,0.000145849,2.52E-05,6.33E-07,2.91E-05,1.56E-08,2.94E-10,0.000171384,5.85E-06,5.79E-07,3.95E-06,0.000163826,1.79E-08,1.82E-05,5.34E-10,9.33E-06,1.12E-05,3.02E-06,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",2.49E-05,2.72E-05,3.22E-05,0.000466734,8.29E-06,6.45E-06,1.10E-05,9.36E-06,1.79E-05,0.998332024,0.000720813,6.04E-05,1.11E-05,1.51E-06,0.000466427,2.64E-05,1.27E-05,4.55E-07,2.19E-05,3.20E-05,5.30E-07,4.92E-06,4.00E-06,7.80E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",8.25E-07,3.02E-07,0.99997735,5.84E-07,5.09E-07,1.92E-08,3.31E-06,5.44E-06,0.000138096,3.12E-07,1.42E-06,3.06E-06,4.36E-08,2.09E-08,1.08E-06,5.40E-07,2.49E-06,2.85E-05,2.15E-07,5.40E-07,2.04E-07,4.07E-06,1.40E-05,9.47E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",2.28E-08,2.58E-05,1.19E-05,2.59E-06,4.67E-05,2.44E-06,1.22E-05,4.45E-05,1.03E-06,6.28E-08,1.05E-05,5.45E-07,1.81E-06,1.06E-07,0.000143494,1.17E-05,0.000134277,0.999941528,0.000503805,4.23E-05,7.70E-08,0.00010407,1.05E-05,1.54E-05,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",2.90E-09,3.18E-11,1.43E-09,5.86E-10,8.16E-08,1.84E-10,3.69E-09,1.89E-08,2.86E-10,2.49E-08,4.22E-09,3.73E-10,7.72E-11,2.49E-07,8.28E-12,8.80E-07,0.999991596,2.01E-09,2.64E-06,6.89E-08,2.86E-06,3.31E-10,3.95E-08,1.23E-07,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",8.49E-07,0.514521837,2.29E-06,3.14E-07,1.37E-07,3.84E-06,6.50E-08,2.60E-06,6.97E-07,6.56E-06,1.17E-05,0.294864535,1.06E-07,2.50E-07,0.002886795,5.71E-07,6.03E-05,1.25E-05,4.72E-06,1.28E-05,8.64E-10,1.52E-06,1.46E-06,3.76E-07,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",1.35E-06,4.21E-05,1.55E-05,1.10E-06,4.43E-06,0.999632537,5.80E-08,8.62E-06,1.18E-06,1.44E-06,1.60E-05,0.000515372,8.39E-06,2.16E-06,8.46E-07,9.26E-07,5.36E-05,1.11E-06,1.37E-07,1.21E-05,1.74E-07,2.76E-07,7.53E-06,5.74E-06,"benign, apocrine metaplasia, na"
"breast cancer, na, na",2.87E-05,4.51E-05,0.000681134,1.62E-05,0.000126312,0.000884672,0.000314738,0.017040731,0.000130882,4.28E-05,5.61E-05,0.00078936,0.000122807,7.43E-05,2.68E-05,0.000218511,8.92E-05,0.001301386,0.00088351,0.000136541,0.026498338,0.000495266,0.690271974,0.000131201,"breast cancer, na, na"
"breast cancer, invasive, lobular",2.45E-09,8.52E-06,1.05E-06,1.47E-06,1.01E-05,5.01E-07,2.30E-06,6.17E-06,1.15E-07,2.67E-08,3.42E-06,9.98E-08,2.23E-07,1.11E-08,2.70E-05,3.04E-06,5.45E-06,0.999940813,0.000112177,2.19E-05,2.76E-08,3.12E-05,0.000133624,3.81E-06,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",6.80E-05,1.15E-06,7.22E-05,1.40E-05,3.62E-07,1.99E-08,3.49E-07,1.12E-05,0.000265397,3.94E-06,4.24E-06,0.82241863,0.537994266,2.00E-06,4.13E-06,1.84E-06,0.001012178,3.94E-06,4.88E-07,5.81E-06,3.80E-07,3.10E-07,4.76E-08,6.41E-07,"benign, sclerosing adenosis, na"
"breast cancer, in situ, ductal",3.65E-09,1.64E-11,3.69E-10,1.88E-07,5.62E-07,7.11E-09,6.63E-09,1.92E-06,4.56E-09,1.42E-08,8.32E-09,1.42E-07,1.03E-06,0.999990821,1.87E-08,3.59E-07,0.000742954,8.59E-10,7.99E-11,4.30E-08,2.92E-09,8.40E-10,3.25E-09,6.88E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.33E-08,1.63E-09,1.22E-07,6.07E-09,1.85E-06,1.54E-09,1.27E-07,2.16E-06,2.92E-08,1.92E-06,5.05E-08,3.61E-09,1.32E-08,1.67E-10,2.52E-10,3.63E-06,0.999999821,1.01E-05,6.48E-06,8.30E-07,5.82E-06,2.81E-08,3.74E-08,2.60E-06,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",2.63E-06,3.07E-06,0.999994636,1.67E-07,6.30E-06,4.68E-07,1.25E-06,5.28E-05,9.57E-07,6.70E-07,2.98E-06,1.65E-06,2.15E-07,4.16E-06,1.60E-06,4.44E-07,2.12E-06,9.53E-06,7.19E-08,5.29E-07,1.14E-06,2.78E-06,1.68E-06,3.44E-06,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",2.63E-06,3.07E-06,0.999994636,1.67E-07,6.30E-06,4.68E-07,1.25E-06,5.28E-05,9.57E-07,6.70E-07,2.98E-06,1.65E-06,2.15E-07,4.16E-06,1.60E-06,4.44E-07,2.12E-06,9.53E-06,7.19E-08,5.29E-07,1.14E-06,2.78E-06,1.68E-06,3.44E-06,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",2.33E-06,2.35E-07,0.970186114,2.48E-07,6.01E-06,1.83E-09,0.002528417,1.65E-06,2.81E-07,8.71E-07,2.59E-06,1.39E-08,0.03368536,1.45E-07,4.28E-07,2.39E-07,1.89E-05,4.38E-06,1.33E-08,8.44E-08,1.66E-06,2.76E-07,3.64E-08,1.38E-06,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.55E-05,1.20E-06,0.99956429,1.44E-07,5.00E-06,8.18E-08,3.18E-06,7.21E-05,1.79E-06,7.37E-07,1.34E-06,3.26E-07,2.79E-08,6.88E-07,2.93E-07,5.34E-07,1.28E-06,6.59E-07,1.40E-08,5.00E-07,5.55E-07,0.000727426,1.69E-07,1.39E-06,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",5.14E-07,5.50E-09,0.007992448,2.49E-10,4.42E-07,1.12E-10,2.14E-10,8.09E-08,7.11E-09,5.06E-09,2.15E-08,4.12E-09,9.92E-08,0.003199064,4.35E-09,2.19E-07,0.994853079,3.03E-08,2.34E-09,1.33E-07,8.63E-07,8.47E-10,8.90E-13,1.98E-07,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",1.41E-07,1.34E-05,0.003905194,2.77E-05,3.36E-07,0.595628619,1.89E-06,1.96E-06,1.69E-06,0.000113605,3.37E-05,0.03519832,0.001890702,2.14E-06,1.15E-06,2.85E-06,0.000563958,7.67E-07,1.99E-08,3.33E-06,1.21E-07,2.45E-07,1.97E-07,5.05E-06,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.002767901,1.72E-05,6.12E-06,6.01E-05,8.10E-06,6.71E-05,3.44E-05,4.95E-05,0.720714331,1.95E-05,0.046628483,0.000516615,3.94E-07,2.44E-05,2.65E-06,1.02E-05,6.78E-06,4.06E-05,5.25E-06,8.44E-06,1.34E-06,3.28E-06,7.50E-05,5.04E-06,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.230984122,4.73E-06,4.24E-05,5.26E-06,2.98E-05,1.26E-06,3.94E-07,9.19E-05,2.71E-07,1.32E-05,8.20E-06,4.61E-05,0.996385932,2.31E-05,5.57E-07,8.07E-06,0.00737022,1.64E-05,1.94E-05,9.12E-06,1.81E-05,6.16E-07,5.61E-06,3.76E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",9.91E-09,5.05E-10,9.97E-08,5.13E-09,1.43E-06,6.53E-09,1.46E-07,2.10E-06,4.89E-08,1.14E-06,5.59E-08,1.91E-09,2.10E-08,1.78E-10,3.08E-10,2.92E-06,0.999998212,3.39E-05,1.28E-05,8.37E-07,2.72E-06,3.41E-08,2.14E-08,2.29E-06,"breast cancer, invasive, ductal"
"benign, cyst, na",9.56E-08,6.77E-08,4.46E-07,1.86E-07,1.19E-06,7.70E-07,0.999970794,2.66E-05,1.17E-05,6.16E-07,9.41E-06,1.21E-07,2.61E-07,1.59E-05,2.32E-07,1.68E-06,1.87E-07,4.09E-06,1.94E-07,5.67E-07,2.90E-07,1.68E-06,2.09E-06,2.06E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",7.24E-11,1.25E-12,2.67E-10,1.06E-08,8.80E-07,3.68E-10,1.40E-06,3.14E-08,8.49E-10,4.44E-08,2.55E-09,2.63E-11,3.09E-09,4.68E-07,4.13E-09,3.18E-06,0.999990046,1.76E-08,7.41E-08,6.09E-07,4.20E-05,8.00E-09,1.16E-09,2.30E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",1.98E-07,2.97E-10,1.82E-08,6.85E-07,1.69E-06,2.82E-07,8.76E-07,4.00E-06,2.98E-08,2.40E-08,9.96E-08,1.97E-08,7.86E-10,0.999994576,7.66E-06,7.01E-06,5.74E-05,7.28E-09,2.53E-08,8.18E-07,6.82E-08,2.05E-07,2.52E-08,4.56E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",3.88E-10,8.21E-08,1.60E-07,1.38E-07,8.70E-07,2.97E-09,1.44E-07,2.83E-09,6.14E-09,2.64E-10,4.25E-08,1.19E-09,6.75E-12,0.999013424,4.16E-05,3.15E-06,0.001110654,1.57E-06,5.95E-09,8.69E-06,6.10E-09,2.81E-07,1.75E-10,9.80E-08,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",0.000430429,2.09E-07,0.002028193,1.72E-06,2.33E-05,0.000695862,3.16E-07,5.80E-07,1.69E-07,6.27E-06,9.18E-07,3.55E-07,0.935742259,1.10E-05,8.81E-06,1.24E-06,4.55E-06,2.12E-06,4.15E-05,2.39E-06,4.46E-07,2.88E-08,4.30E-08,8.94E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.80E-06,6.86E-09,1.09E-07,1.41E-08,6.47E-07,1.45E-06,7.36E-09,6.31E-08,7.26E-05,4.46E-08,5.02E-05,7.78E-09,3.73E-09,0.984653592,0.000255376,3.57E-06,0.000144652,3.17E-10,1.17E-09,1.83E-07,1.46E-07,9.27E-09,1.97E-14,3.47E-08,"breast cancer, in situ, ductal"
