Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"breast cancer, invasive, ductal",7.10E-18,1.66E-19,4.00E-13,9.27E-16,1.06E-08,2.00E-14,3.66E-16,8.34E-13,8.70E-15,7.13E-11,3.26E-13,3.27E-17,3.08E-20,9.10E-05,1.35E-19,1.41E-09,0.999939144,2.38E-09,4.53E-12,7.97E-11,1.26E-11,1.10E-12,5.48E-15,5.12E-10,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",2.47E-07,8.85E-08,0.002043036,8.68E-07,1.67E-05,1.57E-06,8.50E-13,5.56E-07,6.14E-05,0.325515211,0.000840252,3.48E-10,3.66E-06,4.16E-07,0.047865029,1.02E-06,1.77E-15,1.27E-06,3.42E-10,1.29E-07,3.70E-10,7.29E-08,2.09E-08,5.14E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",4.40E-08,2.45E-10,0.000121882,2.65E-07,1.39E-08,0.928457737,1.13E-14,1.49E-08,2.78E-11,3.35E-13,2.92E-09,4.94E-08,0.000478062,4.13E-12,2.34E-07,2.13E-07,4.55E-13,4.35E-13,7.28E-12,2.75E-09,4.08E-12,1.31E-11,9.96E-07,1.44E-09,"benign, apocrine metaplasia, na"
"benign, cyst, na",2.58E-08,3.01E-07,4.98E-12,4.18E-12,6.49E-11,1.65E-10,0.999998808,4.57E-11,1.07E-08,1.11E-11,5.36E-09,2.21E-12,1.42E-13,2.09E-12,3.35E-10,1.37E-10,2.01E-12,1.34E-11,1.46E-12,1.24E-09,3.79E-09,1.84E-10,1.81E-08,1.64E-07,"benign, cyst, na"
"benign, sclerosing adenosis, na",1.41E-05,1.85E-06,6.35E-05,0.000589075,1.64E-06,1.89E-07,4.74E-06,7.11E-07,1.77E-08,8.84E-09,4.52E-07,0.999996603,1.63E-11,1.43E-05,3.61E-08,9.70E-07,1.16E-12,1.62E-06,1.25E-07,3.40E-07,8.26E-07,1.87E-06,0.00152838,2.11E-07,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",3.99E-07,0.709609628,3.13E-12,2.16E-06,2.62E-06,2.69E-09,5.64E-09,2.90E-11,2.73E-08,4.81E-12,4.81E-11,2.70E-11,7.10E-08,1.82E-09,6.28E-09,5.17E-08,1.52E-18,6.93E-10,2.78E-13,8.90E-10,1.14E-10,3.04E-08,0.002288743,9.25E-09,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.999996841,3.95E-09,4.23E-06,6.52E-08,3.87E-06,1.26E-11,2.04E-11,1.10E-07,0.000170366,8.94E-10,2.02E-09,1.91E-11,5.14E-12,8.41E-11,1.55E-06,7.94E-07,2.64E-14,3.07E-12,8.69E-09,1.38E-06,1.42E-06,5.98E-09,2.26E-13,4.14E-08,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",4.74E-13,2.86E-16,3.25E-08,1.51E-11,1.62E-09,6.24E-15,4.55E-15,3.24E-12,4.28E-13,9.88E-10,1.83E-05,2.37E-15,5.37E-13,0.876859367,0.120117329,1.65E-07,6.37E-10,0.455814034,6.28E-06,3.16E-05,1.48E-12,1.35E-08,4.73E-07,4.11E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",7.74E-15,2.60E-15,5.27E-14,7.51E-08,3.22E-11,5.27E-13,2.54E-17,1.42E-14,5.04E-18,3.03E-15,1.27E-11,4.48E-14,3.20E-16,0.999998271,1.78E-12,2.30E-08,0.003707237,3.29E-17,1.74E-08,3.00E-08,6.27E-11,2.60E-13,2.07E-17,1.14E-10,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",5.00E-13,1.26E-13,1.54E-11,2.07E-09,0.00016463,1.85E-13,1.03E-09,6.85E-09,1.44E-11,1.41E-11,1.64E-09,2.58E-07,1.09E-09,0.000202364,2.14E-05,1.44E-05,0.001701391,8.40E-11,7.08E-05,1.21E-05,0.015595522,2.91E-06,0.013544587,1.90E-06,"breast cancer, na, ductal"
"atypical, fibroadenoma, na",7.65E-08,1.65E-09,1,6.76E-09,1.07E-06,4.33E-09,1.86E-07,2.07E-07,3.38E-07,1.46E-08,7.62E-08,6.15E-10,1.73E-11,1.42E-13,7.43E-09,3.05E-07,1.64E-07,1.36E-08,2.86E-10,1.15E-07,5.07E-07,5.94E-08,5.04E-07,1.77E-06,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",1.32E-12,1.06E-19,7.98E-14,1.26E-10,1.98E-10,5.43E-16,2.96E-14,3.20E-12,2.28E-19,2.06E-13,3.03E-12,1.99E-11,1.84E-16,1.08E-08,3.19E-15,1.03E-08,0.999999583,3.02E-17,7.42E-09,3.01E-05,3.75E-09,3.56E-12,1.61E-11,2.31E-10,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.999998987,1.74E-09,7.01E-07,5.58E-08,4.15E-08,9.08E-10,3.31E-10,6.76E-10,4.90E-11,2.33E-11,1.29E-09,3.95E-06,3.05E-10,8.20E-06,7.93E-11,1.89E-07,1.79E-12,7.42E-11,1.81E-11,1.06E-06,3.48E-07,1.54E-07,6.34E-13,1.23E-08,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",2.66E-07,1.31E-06,1.44E-06,9.85E-10,1.01E-07,8.06E-10,0.99999994,6.91E-10,7.49E-08,1.50E-10,8.66E-08,2.30E-13,2.30E-06,8.14E-10,2.47E-08,1.09E-08,1.68E-10,1.62E-07,1.27E-08,1.30E-07,4.98E-07,5.80E-08,8.89E-07,3.38E-06,"benign, cyst, na"
"benign, cyst, na",4.08E-11,1.12E-06,2.05E-08,2.33E-11,4.80E-07,0.952406347,8.84E-05,2.25E-10,6.57E-05,1.43E-08,2.63E-06,4.60E-10,1.37E-08,8.06E-05,0.000313938,9.67E-08,1.35E-19,9.31E-09,1.34E-07,7.56E-09,1.68E-07,3.35E-07,0.031392574,2.97E-06,"benign, apocrine metaplasia, na"
"benign, cyst, na",3.27E-06,8.45E-05,0.988791347,1.35E-07,7.09E-07,6.46E-07,0.00048127,2.05E-07,3.93E-07,7.57E-07,2.76E-06,4.48E-06,3.47E-09,9.49E-07,8.52E-08,1.69E-06,7.73E-06,7.13E-10,1.34E-05,1.20E-06,2.74E-08,8.20E-11,0.992889166,1.10E-06,"breast cancer, na, na"
"breast cancer, in situ, ductal",2.71E-13,8.24E-12,5.50E-06,1.46E-05,2.14E-10,1.28E-15,4.55E-10,4.24E-12,1.08E-16,1.83E-12,9.75E-11,1.06E-09,3.09E-17,1,7.02E-12,1.61E-09,1.44E-08,7.30E-13,2.53E-10,8.96E-09,4.83E-09,1.19E-09,7.27E-12,9.23E-08,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",1.85E-08,0.160052896,3.78E-06,1.99E-07,1.61E-08,0.027601948,1.53E-09,3.46E-05,3.54E-11,8.40E-09,8.21E-10,0.000190814,1.67E-07,0.000503477,2.12E-05,9.22E-08,4.56E-09,1.16E-10,7.41E-08,7.96E-11,3.22E-09,4.33E-07,0.00438124,5.96E-08,"atypical, atypical lobular hyperplasia, na"
"benign, usual ductal hyperplasia, na",6.71E-08,2.06E-07,5.20E-10,1.08E-08,6.69E-06,1.89E-12,1.05E-10,1.55E-09,1.05E-07,3.11E-06,2.03E-10,1.60E-08,1,6.05E-17,1.09E-14,1.76E-07,3.81E-08,4.59E-08,6.75E-11,1.65E-08,1.11E-05,1.84E-08,1.77E-11,4.72E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.58E-14,8.98E-11,7.62E-18,2.18E-11,9.81E-10,1.19E-20,4.51E-16,4.75E-13,1.45E-15,4.70E-11,2.89E-14,4.68E-09,1.97E-15,8.54E-11,4.08E-17,1.28E-08,0.999999881,5.63E-13,3.19E-11,3.62E-08,5.02E-08,1.42E-10,1.03E-14,1.06E-09,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",3.08E-11,1.78E-11,4.29E-14,2.97E-09,1.74E-08,2.44E-10,6.24E-11,3.63E-11,1.84E-10,2.34E-12,1.32E-05,2.42E-07,1.58E-18,1,2.43E-10,1.90E-07,1.85E-15,1.15E-09,3.61E-11,1.78E-09,2.76E-10,7.48E-09,5.47E-10,2.49E-07,"breast cancer, in situ, ductal"
"breast cancer, na, na",2.18E-13,2.57E-10,9.91E-07,5.80E-06,3.92E-09,2.11E-09,1.23E-08,1.23E-09,1.95E-09,5.82E-13,4.91E-08,1.60E-09,1.77E-14,3.58E-07,8.68E-12,8.26E-05,1.96E-10,2.36E-10,7.58E-06,2.62E-07,4.64E-08,6.37E-09,1,5.02E-07,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",3.04E-08,0.50917995,2.20E-10,1.85E-10,3.27E-05,1.23E-14,3.96E-13,7.23E-09,5.99E-05,2.83E-09,8.05E-10,2.24E-10,1.19E-15,9.98E-07,1.40E-07,3.16E-07,1.47E-09,0.001552444,1.06E-10,3.31E-08,2.20E-09,5.20E-08,8.19E-05,8.24E-07,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",4.05E-05,2.16E-05,0.315840602,4.41E-06,1.73E-06,0.000117588,1.61E-09,1.33E-06,3.01E-06,0.989082694,0.000471446,2.80E-09,1.89E-11,9.42E-11,6.62E-06,2.44E-07,4.10E-13,8.68E-08,1.47E-11,2.74E-08,1.77E-08,1.78E-06,6.51E-06,8.98E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",2.02E-08,5.17E-12,1,2.42E-08,1.84E-07,9.77E-12,2.01E-09,2.96E-07,2.71E-05,8.91E-09,1.14E-09,9.77E-10,1.02E-09,2.56E-14,5.86E-07,1.05E-07,4.54E-09,9.26E-08,1.55E-13,2.46E-07,8.31E-10,1.13E-09,6.48E-10,5.13E-06,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",2.92E-12,4.69E-10,4.14E-08,9.38E-10,6.95E-08,5.56E-11,7.72E-09,1.12E-08,1.85E-08,5.44E-09,6.29E-09,2.48E-11,3.63E-10,6.15E-24,0.000343147,8.33E-08,1.96E-09,1,1.58E-07,2.24E-05,4.26E-09,9.38E-05,4.43E-09,3.61E-07,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",4.46E-12,1.56E-15,7.43E-12,6.46E-15,1.28E-09,1.21E-14,2.58E-16,1.39E-12,2.61E-14,1.33E-10,9.95E-12,4.42E-08,4.23E-17,8.53E-09,3.10E-13,1.63E-09,0.999997437,2.37E-10,4.25E-08,2.26E-09,2.28E-10,4.47E-08,2.26E-12,7.45E-11,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",0.000207824,0.650888801,1.91E-10,2.07E-07,2.59E-06,1.97E-05,2.75E-07,8.75E-09,2.81E-07,5.47E-11,4.42E-10,0.91329509,9.32E-15,0.003428966,0.507411122,5.51E-06,3.47E-11,0.000409992,4.38E-06,1.17E-05,1.61E-06,1.83E-06,1.46E-06,7.62E-07,"benign, sclerosing adenosis, na"
"benign, apocrine metaplasia, na",0.000588227,1.38E-09,1.15E-05,1.73E-07,1.17E-05,0.999713182,3.57E-08,7.19E-09,1.85E-08,1.47E-07,1.09E-06,7.66E-06,3.76E-08,7.27E-12,5.46E-11,1.61E-06,2.41E-17,3.14E-10,1.10E-09,1.85E-07,1.28E-09,1.98E-06,2.13E-07,1.39E-07,"benign, apocrine metaplasia, na"
"breast cancer, na, na",2.60E-07,4.65E-08,2.67E-05,2.80E-06,7.90E-06,5.97E-07,1.09E-05,0.073961884,2.42E-06,2.15E-06,5.08E-07,7.56E-06,2.01E-05,1.87E-14,1.04E-06,2.28E-05,3.79E-06,7.21E-05,0.000398372,3.02E-07,0.01054584,0.000131136,0.860740364,9.97E-05,"breast cancer, na, na"
"breast cancer, invasive, lobular",5.00E-13,1.81E-09,2.06E-12,3.73E-09,4.22E-07,2.41E-13,1.63E-07,4.91E-10,2.76E-09,1.13E-09,4.97E-09,5.32E-12,1.22E-09,8.98E-25,6.15E-06,2.35E-08,7.57E-11,1,7.37E-05,3.47E-05,4.46E-09,2.48E-05,7.82E-06,2.48E-07,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",8.50E-10,1.39E-10,8.10E-09,7.60E-07,1.03E-07,2.45E-11,7.37E-11,9.84E-09,1.46E-05,2.30E-09,2.37E-10,0.00273769,0.609647095,2.99E-08,1.04E-11,7.13E-08,1.13E-06,2.93E-05,6.73E-11,1.49E-07,5.47E-10,3.75E-10,2.89E-06,4.12E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",3.99E-11,7.44E-11,2.64E-13,1.90E-09,4.51E-06,1.37E-14,2.47E-16,5.41E-09,5.49E-12,1.65E-07,3.36E-10,1.40E-09,3.15E-14,0.99999994,1.96E-13,3.01E-07,3.11E-08,3.26E-09,4.34E-16,6.73E-08,1.01E-08,6.04E-11,1.84E-12,5.21E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.78E-11,4.15E-15,1.15E-09,9.46E-14,4.96E-08,1.69E-16,2.13E-10,6.77E-08,3.42E-11,1.11E-07,3.35E-11,1.27E-11,1.40E-14,4.18E-28,2.48E-17,7.71E-07,1,7.52E-07,4.32E-10,3.49E-09,9.89E-09,1.19E-09,2.47E-11,3.86E-09,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",1.28E-08,1.29E-09,1,1.07E-09,2.01E-07,1.09E-11,5.61E-11,6.11E-08,6.12E-10,1.21E-09,1.86E-09,6.94E-13,1.31E-11,2.09E-14,6.94E-10,4.18E-08,5.04E-07,5.49E-10,7.95E-11,2.77E-09,1.42E-08,1.80E-08,5.76E-08,7.81E-08,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.28E-08,1.29E-09,1,1.07E-09,2.01E-07,1.09E-11,5.61E-11,6.11E-08,6.12E-10,1.21E-09,1.86E-09,6.94E-13,1.31E-11,2.09E-14,6.94E-10,4.18E-08,5.04E-07,5.49E-10,7.95E-11,2.77E-09,1.42E-08,1.80E-08,5.76E-08,7.81E-08,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",5.81E-07,1.19E-08,0.999999762,1.26E-08,3.54E-07,2.25E-16,1.44E-10,6.03E-10,1.52E-11,1.72E-10,4.84E-11,7.25E-12,0.036171742,1.94E-19,3.61E-10,1.20E-08,0.831612766,1.48E-08,2.50E-12,5.60E-08,1.18E-08,2.23E-09,1.18E-15,8.65E-08,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",4.15E-08,1.66E-09,1,3.60E-10,1.99E-06,1.22E-08,3.64E-12,1.62E-07,7.30E-08,8.08E-08,1.30E-05,1.05E-11,3.84E-14,2.75E-12,3.03E-12,1.67E-07,3.11E-07,4.24E-10,1.24E-08,2.11E-09,7.97E-08,0.000125976,2.03E-09,9.12E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",3.91E-08,1.06E-10,0.004738201,3.24E-06,7.97E-07,4.58E-14,2.49E-15,1.92E-07,3.86E-13,2.63E-08,7.76E-10,3.27E-10,1.32E-17,0.935791194,1.28E-12,7.06E-07,0.999406099,1.18E-09,2.67E-13,9.57E-09,4.23E-05,1.02E-07,1.20E-10,1.38E-07,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",5.85E-12,3.75E-06,0.00051017,2.54E-06,4.65E-07,0.967645109,8.40E-11,2.88E-10,1.46E-08,1.11E-07,1.56E-07,9.13E-05,0.051107038,8.14E-06,4.75E-09,5.69E-07,3.88E-08,2.20E-07,3.03E-11,4.11E-09,2.11E-08,5.28E-08,1.92E-07,3.40E-06,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.001372973,6.89E-09,4.21E-11,2.71E-09,7.85E-08,5.42E-06,5.79E-08,7.11E-07,0.820217013,1.04E-06,0.004290295,0.007290927,6.55E-12,5.76E-07,1.52E-08,8.65E-08,1.20E-14,4.67E-07,1.56E-12,1.46E-09,5.82E-10,4.83E-07,2.87E-05,5.06E-07,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.636806011,2.16E-08,0.000381893,1.59E-09,6.36E-06,7.93E-12,4.55E-06,1.18E-09,3.92E-11,2.70E-07,8.04E-07,1.37E-12,0.472495854,9.50E-08,6.92E-11,2.31E-06,5.23E-06,4.47E-08,1.76E-08,8.79E-06,1.81E-08,1.05E-08,0.000765205,8.38E-06,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, ductal",4.61E-13,1.05E-14,6.32E-11,4.53E-13,1.51E-07,8.10E-16,4.80E-11,6.49E-08,4.29E-11,4.81E-09,2.40E-12,2.17E-10,1.73E-14,1.33E-27,1.16E-16,7.19E-07,1,8.08E-06,1.97E-09,7.17E-09,5.14E-08,2.03E-09,2.29E-14,1.06E-08,"breast cancer, invasive, ductal"
"benign, cyst, na",2.48E-05,1.07E-07,2.19E-08,1.42E-11,4.00E-09,5.20E-07,0.999999881,2.53E-11,2.19E-06,2.30E-12,2.66E-06,7.17E-14,1.82E-07,1.83E-07,2.81E-08,2.96E-08,1.64E-09,1.17E-07,7.04E-13,3.02E-08,2.25E-08,7.85E-09,7.26E-12,1.88E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",6.39E-16,4.62E-16,1.48E-17,2.53E-11,6.43E-08,1.81E-17,5.88E-11,1.56E-09,1.23E-12,4.32E-09,4.93E-09,1.42E-12,1.56E-09,6.80E-12,2.49E-14,8.57E-07,1,8.44E-10,1.03E-14,7.53E-08,1.09E-07,3.99E-09,0.000635683,9.00E-10,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",1.18E-10,4.92E-21,3.40E-08,4.77E-09,1.76E-11,1.92E-12,1.82E-16,3.98E-12,3.40E-13,1.04E-11,2.96E-09,1.59E-11,8.03E-20,1,9.93E-09,3.03E-07,1.64E-11,8.08E-17,3.28E-09,2.40E-07,1.41E-08,6.44E-12,6.03E-13,2.36E-09,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.39E-13,1.70E-06,1.26E-07,6.41E-11,4.91E-05,1.44E-09,9.61E-14,8.40E-13,2.75E-10,4.96E-12,3.20E-08,3.64E-10,2.93E-11,1,0.000399852,3.20E-05,3.24E-13,0.000478859,2.86E-10,3.69E-07,3.05E-11,3.18E-08,2.59E-10,2.30E-06,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",1.23E-05,2.00E-08,3.50E-06,8.74E-10,1.54E-05,0.000226006,7.12E-06,2.17E-06,0.000791209,3.53E-06,3.73E-06,4.57E-07,0.918085575,8.65E-11,1.86E-09,2.98E-07,7.18E-13,3.31E-07,8.86E-11,1.03E-06,2.62E-08,2.81E-08,1.73E-10,4.70E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.18E-10,5.63E-13,1.27E-12,2.34E-08,2.25E-05,0.002873122,3.37E-11,2.42E-09,0.003169487,3.49E-07,0.005217742,1.18E-06,4.41E-10,1,6.98E-06,2.63E-06,2.67E-11,6.03E-10,2.62E-16,6.66E-08,1.65E-08,7.06E-08,4.90E-11,5.68E-06,"breast cancer, in situ, ductal"
