Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, cyst, na",1.85E-10,9.88E-08,3.45E-10,6.90E-06,2.11E-07,0.000540681,0.043123897,5.47E-12,7.06E-11,2.38E-09,6.03E-08,3.81E-14,1.33E-12,1.85E-06,6.12E-07,1.68E-08,1.43E-11,8.33E-12,5.84E-16,4.01E-07,1.93E-11,2.66E-10,1.46E-11,2.68E-09,"benign, cyst, na"
"benign, apocrine metaplasia, na",2.63E-07,1.17E-06,2.68E-08,9.37E-09,3.43E-07,2.33E-05,1.55E-10,1.78E-06,2.62E-10,1.04E-11,2.31E-08,1.77E-07,0.999988556,6.62E-05,6.18E-07,2.31E-07,3.79E-07,1.63E-07,2.63E-12,2.24E-07,2.05E-10,1.14E-10,3.90E-07,1.58E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.39E-09,2.75E-11,2.30E-07,1.22E-10,2.71E-07,6.23E-14,1.22E-11,4.58E-11,1.98E-09,1.48E-13,1.59E-09,4.35E-13,1.32E-11,0.999999166,5.01E-09,6.59E-08,3.00E-09,1.94E-14,8.37E-11,8.53E-10,5.08E-08,9.70E-15,3.80E-12,7.04E-08,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.79E-11,5.17E-13,2.62E-13,2.90E-10,3.22E-08,1.15E-12,1.15E-11,3.24E-10,1.15E-07,1.71E-11,2.48E-09,9.94E-13,1.56E-12,0.999989748,7.30E-08,4.17E-06,3.39E-07,1.97E-14,1.82E-11,2.38E-08,1.91E-10,2.33E-12,5.16E-07,1.49E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",3.59E-09,5.71E-12,2.57E-12,3.42E-11,3.16E-08,7.56E-17,2.33E-12,1.80E-09,8.06E-08,8.55E-11,2.34E-10,7.24E-06,4.13E-06,0.576526761,1.10E-11,1.11E-09,5.14E-05,2.30E-13,9.72E-12,4.71E-09,2.73E-07,2.77E-14,8.40E-15,1.81E-09,"breast cancer, in situ, ductal"
"benign, sclerosing adenosis, na",0.28895399,9.73E-08,3.18E-10,3.02E-07,1.61E-07,1.77E-09,6.31E-10,7.57E-07,0.000135868,1.83E-08,2.34E-09,0.01324983,0.000829819,1.95E-08,5.27E-10,2.52E-08,0.000388036,1.68E-08,1.15E-09,8.64E-08,1.17E-09,1.35E-11,3.63E-09,1.67E-09,"atypical, atypical ductal hyperplasia, na"
"atypical, fibroadenoma, na",2.63E-07,1.76E-07,0.999999642,6.66E-07,2.74E-06,2.93E-09,1.34E-08,5.82E-07,1.09E-07,7.96E-11,3.02E-07,4.55E-08,1.01E-07,1.67E-08,5.43E-07,1.58E-08,3.00E-05,8.83E-08,5.88E-14,2.16E-06,2.30E-08,5.87E-08,1.42E-07,1.17E-06,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",3.19E-09,0.989606023,5.71E-08,1.36E-07,7.19E-07,7.18E-12,3.09E-07,6.22E-07,2.84E-10,6.50E-11,2.39E-07,0.001116175,5.64E-07,1.23E-06,2.47E-05,1.11E-07,2.73E-08,2.77E-05,1.14E-08,2.18E-09,7.14E-14,1.80E-10,0.000117821,7.63E-08,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",1.69E-11,7.96E-14,1.39E-13,4.00E-11,2.34E-07,3.19E-14,2.40E-11,5.85E-10,3.90E-10,6.74E-10,1.15E-10,3.05E-12,1.45E-12,2.71E-05,3.01E-14,6.15E-08,0.999962151,4.38E-11,1.89E-09,1.23E-08,4.63E-09,7.15E-12,3.42E-15,6.77E-08,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",1.24E-06,3.75E-07,9.07E-05,5.03E-06,8.07E-07,2.48E-09,2.88E-09,1.93E-09,2.33E-06,0.581294596,0.003356502,2.13E-09,0.000592379,3.79E-06,0.002145213,1.70E-06,1.98E-10,3.17E-08,1.08E-10,3.53E-06,9.29E-10,1.38E-08,1.03E-09,5.85E-08,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",2.54E-07,6.68E-07,0.010440542,1.07E-08,6.09E-08,0.613988996,8.76E-14,3.58E-08,1.12E-12,1.03E-11,8.85E-11,2.07E-05,1.53E-05,2.90E-06,5.96E-06,1.07E-08,1.53E-10,7.34E-08,2.72E-08,5.66E-08,1.31E-10,1.05E-11,2.94E-11,1.62E-08,"benign, apocrine metaplasia, na"
"benign, cyst, na",6.12E-11,2.21E-07,2.90E-10,6.44E-09,4.05E-07,3.40E-08,0.999999881,8.78E-08,2.84E-08,3.20E-08,1.45E-06,3.59E-10,2.27E-08,2.53E-07,2.01E-07,1.42E-08,2.15E-08,4.67E-08,1.15E-09,5.95E-07,3.54E-09,4.78E-09,1.40E-09,1.14E-07,"benign, cyst, na"
"benign, sclerosing adenosis, na",2.44E-07,1.34E-06,0.00134802,2.08E-07,6.23E-07,8.72E-07,1.58E-07,0.002120923,4.17E-05,3.47E-08,3.19E-07,0.999999881,1.24E-06,1.10E-06,2.59E-06,3.47E-07,0.008408071,0.000241324,0.001010934,2.76E-06,5.23E-08,1.06E-08,1.61E-05,2.13E-06,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",6.66E-08,0.928216219,5.52E-12,1.18E-07,8.85E-08,7.41E-11,7.39E-09,3.79E-12,1.36E-15,2.04E-11,4.03E-07,3.50E-12,2.07E-09,4.13E-06,1.22E-07,2.46E-08,4.29E-13,2.99E-10,1.16E-13,2.66E-09,7.03E-16,1.36E-12,7.93E-07,1.35E-10,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.999935389,9.04E-06,1.67E-09,3.55E-09,3.94E-07,1.51E-10,8.04E-11,1.12E-07,1.92E-05,6.08E-08,7.90E-09,1.25E-10,1.04E-09,4.85E-06,2.33E-08,2.22E-07,9.92E-08,1.40E-10,7.71E-09,4.06E-08,9.41E-10,6.82E-11,3.39E-07,2.51E-09,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",1.22E-09,9.93E-09,1.69E-11,3.43E-10,1.83E-08,1.87E-10,4.07E-09,1.85E-09,2.43E-11,8.80E-12,3.41E-08,3.61E-12,1.94E-10,2.66E-11,0.000689009,5.49E-07,1.74E-08,0.998744369,1.19E-05,2.10E-05,7.56E-17,4.32E-08,1.54E-10,3.18E-07,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",4.69E-12,1.81E-13,2.40E-13,1.59E-10,5.72E-08,3.51E-15,9.81E-12,3.17E-10,2.91E-09,7.52E-12,8.29E-11,3.87E-11,8.83E-12,0.984468043,1.69E-10,1.36E-07,0.17829071,3.01E-15,1.68E-12,2.15E-09,8.64E-09,4.40E-13,1.75E-14,3.00E-08,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",2.27E-11,4.09E-09,3.35E-09,1.56E-08,0.000163325,4.13E-09,2.37E-09,4.99E-09,8.46E-09,9.87E-10,3.76E-07,2.50E-10,3.22E-11,0.999925017,1.57E-05,4.98E-06,6.69E-10,5.11E-12,2.90E-10,1.95E-06,7.45E-08,4.40E-10,3.33E-09,6.50E-06,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",9.17E-07,9.05E-07,0.999995291,6.41E-08,2.90E-06,1.66E-06,3.96E-06,7.87E-05,3.79E-06,4.94E-10,7.04E-07,8.27E-06,1.63E-06,5.95E-08,5.90E-07,3.32E-08,2.12E-05,4.14E-05,1.11E-07,4.15E-06,4.42E-06,2.33E-07,6.99E-06,7.74E-06,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",5.02E-11,1.23E-13,6.89E-15,1.77E-08,6.08E-07,3.29E-15,1.41E-10,1.12E-10,2.74E-09,5.51E-09,1.84E-09,9.52E-13,1.94E-11,4.03E-06,1.49E-12,1.65E-06,0.988793612,2.66E-12,3.82E-12,0.718601286,7.98E-13,1.11E-10,1.35E-11,2.71E-08,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.999999881,3.73E-06,1.62E-07,2.70E-07,1.85E-07,4.88E-10,1.13E-12,9.14E-09,3.53E-09,7.86E-09,9.92E-07,7.48E-09,8.24E-11,1.04E-06,3.74E-08,2.73E-07,1.58E-07,3.87E-10,5.01E-09,8.01E-08,3.15E-11,9.95E-12,8.71E-08,2.24E-10,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",1.78E-09,1.19E-06,3.48E-07,3.21E-08,1.71E-06,1.18E-05,0.999993205,5.42E-06,9.16E-07,3.59E-07,7.11E-06,1.70E-07,2.48E-06,9.32E-08,3.37E-07,8.52E-08,1.75E-06,4.66E-06,1.74E-07,4.39E-06,1.77E-07,1.35E-07,6.59E-07,2.13E-06,"benign, cyst, na"
"benign, cyst, na",1.38E-09,1.07E-07,2.84E-06,1.32E-08,8.21E-07,0.999350011,0.013496688,9.23E-09,1.17E-07,8.86E-09,1.38E-07,2.76E-09,9.35E-11,1.11E-06,1.45E-07,1.25E-07,2.86E-10,4.59E-09,2.25E-06,7.58E-07,9.99E-09,2.77E-09,1.22E-08,7.63E-08,"benign, apocrine metaplasia, na"
"benign, cyst, na",8.38E-08,6.24E-08,2.25E-06,8.98E-10,1.51E-05,1.10E-08,0.176869586,8.95E-05,2.19E-08,4.64E-09,8.43E-09,7.00E-13,4.09E-10,2.51E-05,1.40E-06,9.00E-08,2.23E-08,7.80E-13,6.60E-13,1.96E-07,4.35E-11,3.82E-10,7.25E-10,1.47E-08,"benign, cyst, na"
"breast cancer, in situ, ductal",4.19E-11,7.66E-11,2.68E-12,5.49E-11,2.18E-07,3.85E-12,5.39E-11,9.40E-10,5.75E-07,4.54E-12,1.05E-08,2.57E-11,5.89E-12,1,2.27E-06,1.32E-06,1.36E-10,1.24E-16,2.07E-11,3.59E-09,8.48E-07,2.02E-13,1.14E-13,5.24E-07,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",5.03E-09,2.14E-05,9.87E-06,1.08E-08,3.18E-07,0.999038339,1.63E-10,0.00012619,7.06E-13,1.39E-10,3.28E-13,6.39E-10,1.30E-07,4.64E-05,7.59E-08,1.07E-07,2.11E-09,4.56E-10,1.27E-07,1.09E-07,5.49E-08,2.76E-09,1.34E-05,7.33E-08,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",3.70E-06,3.29E-08,3.02E-07,5.32E-08,1.48E-06,4.88E-11,1.08E-08,2.05E-06,1.46E-08,1.80E-05,1.53E-09,6.17E-07,1,3.05E-09,1.84E-09,5.67E-09,1.29E-05,4.67E-06,1.86E-11,1.32E-06,4.19E-08,2.42E-10,6.16E-08,1.12E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.16E-13,1.09E-08,3.14E-16,9.59E-11,3.91E-08,1.84E-14,4.89E-12,6.16E-11,7.93E-12,2.71E-10,1.04E-11,1.37E-11,1.10E-13,2.96E-08,5.26E-17,8.52E-09,0.99999994,5.46E-12,1.22E-09,1.17E-10,6.39E-11,6.34E-13,5.08E-14,3.54E-10,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",6.51E-10,5.20E-10,3.79E-10,1.03E-10,2.29E-07,7.58E-08,2.32E-10,1.07E-08,3.55E-07,1.26E-11,8.36E-10,6.27E-09,1.17E-17,0.989066362,1.95E-08,1.41E-06,4.07E-07,2.69E-12,0.000167332,1.61E-08,1.27E-08,3.18E-11,9.67E-07,2.00E-07,"breast cancer, in situ, ductal"
"breast cancer, na, na",1.07E-06,4.66E-07,5.76E-08,2.93E-08,5.70E-07,2.13E-06,3.06E-07,5.18E-08,8.56E-08,8.55E-08,6.23E-08,2.23E-08,3.05E-07,2.10E-09,8.92E-11,6.03E-05,1.96E-08,3.42E-06,1.14E-05,6.66E-06,8.11E-11,9.27E-07,0.999999642,3.79E-08,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",2.87E-09,0.955286205,2.79E-11,5.10E-11,3.37E-06,8.14E-10,1.27E-05,9.37E-08,1.62E-08,1.34E-09,3.17E-05,7.79E-12,4.18E-12,3.25E-06,3.04E-06,2.73E-06,2.82E-08,1.70E-05,5.21E-09,1.43E-08,2.79E-14,1.14E-08,0.000300829,6.99E-07,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",1.84E-07,7.21E-06,2.36E-05,0.000171862,3.24E-06,2.34E-05,3.77E-07,1.42E-07,1.24E-07,0.998745263,0.000773142,7.74E-06,2.34E-07,8.45E-07,8.74E-05,4.47E-06,4.37E-07,9.48E-07,2.38E-07,8.99E-06,1.98E-07,1.98E-07,1.01E-07,8.44E-07,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",1.61E-08,3.56E-07,1,1.09E-06,1.02E-06,2.18E-10,7.08E-08,5.68E-08,9.14E-09,2.92E-12,3.78E-08,4.89E-09,2.69E-10,3.18E-09,7.56E-09,1.91E-09,3.52E-06,1.80E-06,3.11E-10,1.09E-07,1.14E-07,1.38E-08,3.09E-06,1.61E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",1.30E-09,9.13E-08,1.58E-08,4.01E-09,4.24E-07,1.16E-06,1.23E-05,4.61E-06,1.31E-08,5.48E-09,1.14E-07,5.74E-09,1.00E-06,2.28E-16,2.30E-05,1.28E-08,1.32E-05,0.99999249,2.25E-05,1.39E-05,1.21E-11,0.000319093,1.58E-08,2.15E-06,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",3.16E-12,2.00E-13,1.06E-12,6.34E-11,1.21E-07,3.52E-14,1.49E-11,1.74E-10,7.04E-10,8.69E-11,1.84E-11,2.23E-11,2.30E-13,1.73E-08,5.57E-16,1.35E-08,0.99999994,8.30E-11,1.74E-09,3.92E-09,3.23E-10,1.58E-12,3.22E-15,4.87E-09,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",3.14E-08,0.999137402,6.19E-08,4.50E-09,1.00E-07,2.57E-09,9.76E-09,8.99E-08,3.54E-12,2.67E-10,3.95E-05,0.003593698,4.51E-10,7.27E-08,8.95E-05,1.57E-07,2.78E-08,7.83E-07,4.34E-07,4.70E-09,4.40E-15,5.35E-11,1.40E-09,5.94E-09,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",6.83E-08,7.77E-06,1.32E-06,1.80E-06,8.82E-07,0.999938607,1.43E-10,1.05E-06,8.84E-09,5.40E-08,1.12E-06,6.09E-05,2.39E-06,5.09E-06,4.84E-07,2.98E-06,8.02E-07,2.02E-07,1.24E-09,9.84E-07,1.63E-09,5.84E-09,1.06E-06,7.39E-07,"benign, apocrine metaplasia, na"
"breast cancer, na, na",3.48E-07,2.09E-07,0.000771687,1.22E-08,1.34E-06,0.001596144,7.80E-05,0.004261333,2.01E-05,3.59E-07,1.49E-07,0.001154972,0.000327388,3.57E-08,4.67E-09,1.55E-07,0.000556782,0.001009499,0.002325574,2.05E-05,0.004292333,2.82E-05,0.920064986,2.45E-05,"breast cancer, na, na"
"breast cancer, invasive, lobular",1.43E-09,6.69E-08,2.02E-10,4.84E-10,1.89E-07,2.98E-08,3.15E-07,4.00E-08,1.04E-10,1.31E-09,1.91E-08,5.33E-11,4.13E-08,1.22E-16,2.76E-07,3.29E-09,4.26E-08,0.999993622,6.09E-05,4.81E-06,8.51E-13,1.74E-05,5.94E-06,1.83E-07,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",1.19E-05,4.75E-08,5.81E-06,4.97E-08,6.19E-07,9.08E-13,4.09E-10,2.45E-06,0.000169713,3.74E-11,7.15E-08,0.545270085,0.905784309,2.44E-06,2.84E-07,1.78E-08,1.22E-06,3.78E-06,2.87E-10,2.92E-07,3.76E-10,7.67E-11,1.26E-07,3.52E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",8.63E-12,2.00E-12,3.27E-15,4.45E-09,8.84E-07,5.46E-14,5.02E-12,2.72E-10,2.24E-09,1.62E-10,1.05E-09,1.49E-08,1.01E-07,0.999999881,4.22E-09,1.03E-06,7.23E-06,1.15E-16,7.85E-15,1.39E-08,2.37E-09,5.90E-14,4.42E-12,5.12E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.09E-10,1.20E-11,2.98E-10,9.53E-10,1.55E-06,1.59E-11,2.00E-08,1.43E-07,2.75E-08,2.63E-08,4.79E-10,3.35E-09,5.14E-10,5.15E-13,1.05E-15,7.82E-09,1,4.24E-06,2.59E-07,8.29E-07,2.86E-07,3.42E-09,2.59E-12,1.53E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",4.90E-07,7.99E-07,0.99999994,4.17E-08,7.37E-07,6.66E-08,1.68E-08,1.38E-06,3.59E-08,2.62E-11,1.63E-07,1.98E-07,1.23E-07,3.19E-08,5.19E-07,5.90E-09,5.69E-07,1.12E-06,1.34E-09,6.34E-07,6.29E-08,6.17E-09,2.84E-08,5.11E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",4.90E-07,7.99E-07,0.99999994,4.17E-08,7.37E-07,6.66E-08,1.68E-08,1.38E-06,3.59E-08,2.62E-11,1.63E-07,1.98E-07,1.23E-07,3.19E-08,5.19E-07,5.90E-09,5.69E-07,1.12E-06,1.34E-09,6.34E-07,6.29E-08,6.17E-09,2.84E-08,5.11E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.82E-06,4.50E-07,0.872231483,1.80E-07,2.13E-06,1.82E-12,6.60E-05,3.03E-08,1.45E-08,8.15E-10,7.80E-07,9.04E-11,0.583747327,8.40E-08,3.49E-07,5.82E-09,7.43E-08,1.42E-07,1.62E-12,8.65E-07,2.56E-08,1.30E-09,5.48E-10,9.78E-08,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",4.78E-07,6.30E-07,0.999999881,3.50E-08,4.70E-07,5.30E-09,1.94E-09,2.06E-06,1.97E-08,1.43E-11,7.51E-08,3.42E-09,5.29E-09,4.33E-08,1.82E-06,3.98E-09,3.63E-08,4.51E-09,2.19E-11,9.77E-07,1.13E-07,1.14E-07,7.78E-10,1.31E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",2.20E-07,1.37E-09,0.001346553,2.65E-09,1.56E-06,4.70E-20,3.54E-11,4.56E-10,1.50E-09,3.36E-13,6.56E-10,2.70E-11,1.28E-10,0.006375823,4.03E-13,5.18E-10,0.298332542,2.16E-13,6.22E-13,3.67E-10,1.79E-06,7.39E-14,4.54E-15,1.06E-08,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",1.72E-08,5.40E-07,0.000681789,1.76E-06,7.90E-06,0.999999225,1.30E-07,5.38E-07,1.42E-07,4.09E-06,0.000192684,0.000797151,8.19E-06,1.28E-07,3.16E-07,1.12E-06,4.45E-06,3.43E-05,5.75E-07,1.43E-06,3.67E-07,1.23E-09,3.96E-12,5.66E-07,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.003857254,1.06E-07,1.09E-08,2.63E-08,4.66E-07,3.22E-06,2.82E-08,4.36E-07,0.99054122,2.61E-08,1.25E-05,1.70E-07,4.20E-12,5.74E-09,7.59E-07,1.88E-06,4.30E-06,6.48E-08,6.19E-08,1.13E-06,1.12E-10,1.12E-07,0.000707482,9.37E-09,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.006362327,4.69E-07,4.21E-05,2.61E-07,3.64E-06,8.44E-08,1.34E-07,9.74E-05,1.90E-07,9.96E-07,1.30E-07,3.49E-06,0.999885142,6.64E-09,3.82E-09,8.82E-08,0.006675297,0.00012108,1.41E-08,7.88E-06,5.32E-06,1.46E-08,3.71E-06,1.20E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.69E-10,1.90E-12,3.78E-11,2.50E-10,7.95E-07,1.84E-11,6.45E-09,4.62E-08,1.88E-08,2.69E-08,5.51E-10,4.97E-10,4.04E-10,1.19E-11,5.10E-15,1.70E-08,0.999999464,1.08E-05,8.80E-07,3.24E-06,3.52E-08,1.50E-09,1.29E-12,9.72E-07,"breast cancer, invasive, ductal"
"benign, cyst, na",2.74E-09,1.46E-06,1.47E-08,1.48E-08,1.55E-06,6.69E-07,0.999995768,2.98E-07,1.12E-07,1.35E-07,1.40E-05,1.29E-09,9.03E-07,2.01E-06,1.74E-06,2.82E-07,2.39E-09,2.55E-07,2.02E-08,6.71E-07,5.40E-10,1.43E-08,8.62E-06,4.96E-07,"benign, cyst, na"
"breast cancer, invasive, ductal",1.84E-12,1.06E-14,3.40E-15,2.58E-10,1.02E-07,3.57E-15,2.60E-10,5.29E-11,1.87E-10,1.48E-10,3.77E-11,6.51E-13,9.65E-13,4.07E-07,9.00E-15,3.50E-08,0.999999464,7.16E-12,1.81E-11,9.83E-09,9.55E-11,2.85E-12,9.40E-16,5.01E-09,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",4.52E-10,2.31E-11,1.81E-11,1.01E-09,1.91E-07,5.55E-11,7.46E-11,3.50E-09,4.16E-08,2.73E-11,3.66E-09,7.81E-10,1.68E-12,0.999999344,1.92E-06,5.16E-06,1.14E-07,1.70E-13,9.45E-09,8.46E-09,2.49E-09,9.62E-13,9.92E-10,4.83E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",5.51E-13,1.35E-09,8.61E-13,5.99E-10,8.08E-08,1.15E-12,7.87E-11,1.14E-10,7.24E-09,1.29E-14,2.49E-09,7.11E-14,1.14E-14,0.999998927,0.004294729,1.28E-06,1.41E-11,4.34E-13,1.72E-13,2.03E-08,5.91E-11,5.25E-11,2.66E-13,1.41E-07,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",8.08E-06,1.56E-07,0.000204559,1.31E-07,7.08E-07,0.000646802,1.90E-09,1.06E-07,2.84E-09,4.88E-07,6.90E-08,1.65E-09,0.992437363,2.21E-08,2.70E-07,1.39E-07,6.78E-07,1.17E-07,3.41E-08,1.63E-06,3.32E-09,1.34E-10,1.72E-11,7.25E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",3.38E-10,3.27E-10,7.13E-11,3.18E-08,3.00E-07,9.54E-10,2.57E-11,2.90E-10,1.31E-06,3.14E-11,4.15E-05,3.87E-11,1.06E-11,0.999998689,0.009073825,6.16E-05,1.39E-08,1.83E-15,1.28E-12,1.08E-07,5.88E-09,3.66E-11,1.29E-16,1.38E-07,"breast cancer, in situ, ductal"
