Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"atypical, atypical ductal hyperplasia, na",0.571257591,0.020402303,0.012104322,0.00364996,0.002483884,0.004802202,0.010987774,0.001929263,0.160372198,0.002046787,0.004413128,0.005963282,0.006106928,0.034590002,0.011070621,0.00067332,0.015888026,0.009566992,0.006474202,0.004198471,0.024850767,0.002506883,0.080384731,0.003276328,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",0.001001109,0.000568329,0.001047895,0.000485149,0.000296265,0.000857675,0.001258639,0.000230113,0.00101492,0.000244131,0.000526376,0.000931492,0.000902851,0.011412339,0.092305563,8.03E-05,0.020228064,0.837498963,0.008009573,0.000580663,0.001329447,0.000299009,0.018500248,0.000390784,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",9.49E-06,2.81E-06,4.80E-06,4.70E-06,2.52E-06,4.69E-06,3.59E-06,1.96E-06,1.05E-05,2.08E-06,4.48E-06,2.00E-05,8.18E-06,0.071189269,0.000289291,6.84E-07,0.927853405,8.93E-05,0.0001676,5.99E-06,0.000132835,2.55E-06,0.000186243,3.33E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.003312417,0.002441278,0.003616762,0.00203208,0.001826665,0.003831423,0.00315956,0.000938828,0.005025393,0.000996018,0.002147538,0.003605133,0.003679047,0.743139029,0.01896953,0.000327654,0.084823295,0.008870668,0.005956408,0.002666721,0.016331021,0.001219912,0.079489395,0.001594343,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",0.003743968,0.003021337,0.911679864,0.001634053,0.001112011,0.002785558,0.00564945,0.000863713,0.005357573,0.000916327,0.001975716,0.003200731,0.002517771,0.00632884,0.004834603,0.000301439,0.003652356,0.004303049,0.00289844,0.001879616,0.00687902,0.001122308,0.021875303,0.001466781,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",8.34E-05,1.94E-05,3.29E-05,4.24E-05,1.91E-05,3.44E-05,6.71E-05,1.48E-05,6.30E-05,1.57E-05,3.39E-05,4.42E-05,4.07E-05,0.035993442,0.000505783,5.17E-06,0.889264882,0.001654531,0.001238287,0.067687586,0.000467859,1.92E-05,0.002627341,2.51E-05,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.748749375,0.010764386,0.005462572,0.002189633,0.001042569,0.00094969,0.002484168,0.000809776,0.004235823,0.000859105,0.065223269,0.037178475,0.046068363,0.017406022,0.007632794,0.000282615,0.01189894,0.003996926,0.002610269,0.002501028,0.008970971,0.001052223,0.016255798,0.001375184,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",0.004008265,0.00327136,0.01043021,0.001735043,0.001180738,0.004268683,0.909619451,0.000917094,0.006625616,0.00097296,0.002210005,0.003807637,0.005900529,0.004823342,0.005447436,0.00032007,0.002801901,0.004088175,0.003077575,0.001995784,0.00737494,0.001191671,0.012374162,0.001557434,"benign, cyst, na"
"benign, cyst, na",0.010443752,0.007050497,0.026781742,0.008513413,0.003251147,0.020158116,0.736253738,0.002391629,0.018659025,0.002537319,0.00665362,0.018177239,0.021982262,0.016196864,0.014206008,0.000834688,0.007170086,0.01027791,0.008025805,0.005204674,0.018024847,0.003107681,0.030036485,0.00406153,"benign, cyst, na"
"benign, cyst, na",0.014503012,0.016029682,0.02564683,0.018283458,0.003597151,0.013862694,0.718715727,0.012245877,0.01825572,0.002471574,0.006481217,0.008834943,0.027098566,0.013490463,0.015143908,0.00081306,0.006460648,0.00842343,0.007817848,0.005069815,0.011303454,0.003027157,0.038467657,0.003956291,"benign, cyst, na"
"breast cancer, in situ, ductal",1.49E-05,9.66E-06,1.14E-05,1.47E-05,4.60E-06,1.70E-05,1.00E-05,3.57E-06,0.000119609,3.79E-06,8.18E-06,1.99E-05,1.37E-05,0.995833516,0.000313422,1.25E-06,0.002947728,2.57E-05,6.29E-05,1.63E-05,0.000100046,4.64E-06,0.000437053,6.07E-06,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",0.011669607,0.018088553,0.015046011,0.01183904,0.002701799,0.671189606,0.00467485,0.011030896,0.031788737,0.002226355,0.014885333,0.011254743,0.007614229,0.023670292,0.018867098,0.000732392,0.008947611,0.015632318,0.011114968,0.004917614,0.011512355,0.002726816,0.084305145,0.003563765,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",0.007696621,0.003315757,0.006646174,0.00156371,0.000744543,0.001880211,0.002564867,0.000578296,0.004531653,0.000613524,0.001467406,0.001979295,0.938498795,0.004092567,0.003943628,0.000201828,0.002534396,0.00247365,0.001864105,0.00125849,0.00406653,0.000751437,0.005750614,0.000982078,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.29E-05,0.000798693,2.05E-06,4.95E-06,2.33E-06,2.82E-06,4.03E-06,1.49E-06,5.20E-06,1.58E-06,3.42E-06,3.11E-06,3.20E-06,0.012732957,3.51E-05,5.21E-07,0.98415941,0.000217395,0.000232591,7.33E-06,0.000155436,1.94E-06,0.001609372,2.54E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.000837385,0.000542017,0.001232035,0.000360247,0.000294583,0.000759544,0.000891532,0.000189098,0.001317007,0.000200617,0.001487252,0.003407238,0.000714013,0.923406541,0.003923555,6.60E-05,0.013268981,0.001438904,0.003558216,0.000800419,0.003101507,0.000245713,0.037636522,0.000321131,"breast cancer, in situ, ductal"
"breast cancer, na, na",0.011329609,0.009434086,0.024409164,0.005565918,0.003787738,0.012635265,0.017963447,0.002941983,0.018295249,0.003121198,0.006729692,0.013011058,0.015509838,0.019330269,0.018582754,0.001026763,0.014959314,0.016806116,0.01146317,0.006894159,0.116740517,0.00382281,0.640643597,0.004996155,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.013251341,0.666756332,0.006886601,0.002618589,0.001782012,0.00395343,0.008590731,0.001384111,0.028849617,0.001468426,0.003166109,0.004067705,0.002380025,0.023543799,0.01073353,0.00048306,0.015052268,0.018389538,0.004644785,0.003012108,0.011600373,0.001798512,0.163236633,0.002350535,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",0.013053601,0.011991739,0.014138929,0.020264918,0.002027465,0.010890172,0.005219747,0.001574757,0.01142714,0.806850612,0.005975984,0.012217595,0.009604399,0.01252789,0.012716653,0.000549596,0.003425291,0.006694917,0.005268315,0.003426993,0.008621418,0.002046238,0.016811527,0.002674295,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",0.003749746,0.003310478,0.913086891,0.001793663,0.001113728,0.002234629,0.003546398,0.000865046,0.005342277,0.000917742,0.001978765,0.003259792,0.002181518,0.006338608,0.004842063,0.000301904,0.003657992,0.00430969,0.002902913,0.001882517,0.006322735,0.00112404,0.023467986,0.001469045,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",0.008984366,0.007074206,0.015793255,0.004255528,0.002895986,0.009605548,0.013179653,0.002249349,0.011525554,0.002386371,0.005145313,0.00994785,0.011241104,0.006609199,0.025566041,0.000785031,0.087581046,0.635827541,0.06290628,0.005271059,0.013022211,0.002922802,0.051404834,0.003819905,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",4.53E-05,2.75E-05,4.18E-05,2.18E-05,1.48E-05,4.19E-05,5.60E-05,1.15E-05,6.38E-05,1.22E-05,2.64E-05,4.10E-05,6.08E-05,0.043284703,0.000224312,4.02E-06,0.951945245,0.00037401,0.002691882,5.25E-05,0.000325978,1.50E-05,0.000597735,1.96E-05,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",0.009894686,0.463958114,0.010794645,0.006218596,0.00169929,0.014745063,0.00326837,0.00131986,0.00696964,0.001400261,0.005008683,0.283430189,0.004950625,0.029071063,0.027548134,0.000460636,0.021464348,0.03018244,0.052977946,0.003092921,0.004060144,0.001715024,0.01352796,0.002241421,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",0.010598135,0.006909166,0.019812107,0.004445678,0.002276633,0.80694139,0.003104379,0.001768289,0.011714582,0.001876007,0.004044905,0.01276869,0.011670575,0.011579433,0.010503437,0.00061714,0.005215801,0.007882587,0.005934007,0.003848158,0.010049752,0.002297713,0.041138567,0.003002957,"benign, apocrine metaplasia, na"
"breast cancer, na, na",0.02756032,0.022554412,0.058355857,0.013306637,0.009055479,0.03020758,0.042945851,0.007033503,0.043739114,0.007461959,0.016088914,0.031105993,0.037079923,0.046886209,0.044426452,0.00245472,0.035008464,0.040178981,0.026781026,0.016482111,0.174952611,0.009139327,0.245250091,0.011944487,"breast cancer, na, na"
"breast cancer, invasive, lobular",0.005094788,0.004226,0.009434599,0.002542173,0.001730009,0.005738175,0.007873282,0.00134372,0.006885154,0.001425574,0.003073715,0.005942663,0.006715232,0.004362887,0.015272686,0.000468963,0.055779241,0.745093405,0.040269177,0.003148834,0.031581651,0.001746028,0.037969954,0.002281941,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",0.017821945,0.008020369,0.016076198,0.003782404,0.001901536,0.003009376,0.004980057,0.00139882,0.01010588,0.001484031,0.003549457,0.080782302,0.775912166,0.011390218,0.0095391,0.000488193,0.006308548,0.00620661,0.004509019,0.003044117,0.010398721,0.001817625,0.015097951,0.002375514,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",4.62E-06,1.87E-06,1.04E-06,7.60E-06,5.72E-07,8.32E-07,6.71E-07,4.44E-07,2.39E-06,7.90E-07,1.13E-06,8.27E-05,9.91E-05,0.998617172,3.72E-05,1.55E-07,0.001034982,3.67E-06,7.51E-06,2.02E-06,1.18E-05,5.77E-07,7.99E-05,7.54E-07,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",0.000905004,0.000605765,0.001086036,0.000408758,0.00027817,0.000826035,0.00119257,0.000216058,0.001107069,0.000229219,0.000494225,0.000806223,0.001022308,0.001569641,0.00086035,7.54E-05,0.960494041,0.009401619,0.0094076,0.000569928,0.002821996,0.000280745,0.004974532,0.000366915,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",0.002958211,0.002387241,0.928937972,0.00129111,0.00087863,0.00176292,0.004463784,0.000682443,0.004214574,0.000724015,0.001561067,0.002528984,0.001721021,0.005000588,0.003819951,0.000238175,0.002885825,0.003399956,0.002290136,0.001485136,0.006208412,0.000886766,0.018514121,0.001158944,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.002958211,0.002387241,0.928937972,0.00129111,0.00087863,0.00176292,0.004463784,0.000682443,0.004214574,0.000724015,0.001561067,0.002528984,0.001721021,0.005000588,0.003819951,0.000238175,0.002885825,0.003399956,0.002290136,0.001485136,0.006208412,0.000886766,0.018514121,0.001158944,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.008052555,0.003694975,0.803209603,0.001742549,0.000829695,0.000833903,0.046457916,0.000644435,0.004457276,0.000683691,0.001722674,0.001491645,0.095197566,0.005916785,0.004394655,0.00022491,0.002824251,0.002859378,0.0020773,0.001402422,0.004745625,0.000837378,0.004604463,0.001094397,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.002621713,0.002115691,0.934902787,0.001144245,0.000778686,0.001950587,0.003956027,0.000604815,0.003751642,0.000641658,0.001383495,0.002241311,0.001763069,0.00443177,0.00338543,0.000211083,0.002557562,0.003013209,0.002029632,0.001316201,0.004817033,0.004036821,0.015318182,0.001027113,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",0.006645316,0.001815602,0.304352403,0.002417134,0.000730746,0.000862324,0.002138655,0.000537556,0.003936694,0.000570302,0.001229641,0.030048132,0.001124532,0.07537774,0.008412552,0.000187609,0.51498419,0.012896823,0.002173079,0.001394487,0.013686686,0.000698499,0.012866608,0.000912892,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",0.008408064,0.006410928,0.010595256,0.007037435,0.001551206,0.852679253,0.002128445,0.001204841,0.007694632,0.002141875,0.004792148,0.029266877,0.00554805,0.010683316,0.011734155,0.000420494,0.004228669,0.005122258,0.003520174,0.002621981,0.006035092,0.00156557,0.012563143,0.002046094,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.026459433,0.013865034,0.040493857,0.007875415,0.005359408,0.017878097,0.022317633,0.004162719,0.453576118,0.004416296,0.032739747,0.071137048,0.011493897,0.027051721,0.024009746,0.001452805,0.017652538,0.020738807,0.013969208,0.009058925,0.035567015,0.005409032,0.126246184,0.007069242,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.039332639,0.017580951,0.032407895,0.008581609,0.004306448,0.008164218,0.014048184,0.003344872,0.023295995,0.003548629,0.008411641,0.010854462,0.637574792,0.028757868,0.024627389,0.001167373,0.017275417,0.017017379,0.011682685,0.007838276,0.030166814,0.004346323,0.03998781,0.005680352,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",0.00090319,0.000604551,0.001083859,0.000407939,0.000277612,0.000824379,0.001190179,0.000215625,0.00110485,0.00022876,0.000493235,0.000804607,0.001020259,0.001566496,0.000858625,7.53E-05,0.958568692,0.011387046,0.009388743,0.000568992,0.002816339,0.000280183,0.004964561,0.00036618,"breast cancer, invasive, ductal"
"benign, cyst, na",0.003947894,0.003188692,0.008726264,0.001724565,0.001173607,0.004672031,0.904125452,0.000911555,0.005880196,0.000967084,0.002196657,0.003830039,0.005119823,0.005923803,0.005102396,0.000318136,0.003782493,0.004541398,0.003058987,0.00198373,0.007125475,0.001184474,0.018967329,0.001548028,"benign, cyst, na"
"breast cancer, invasive, ductal",5.48E-06,1.47E-06,1.98E-06,3.76E-06,1.54E-06,2.88E-06,3.21E-06,1.20E-06,5.71E-06,1.27E-06,2.81E-06,3.35E-06,3.51E-06,0.018930139,0.000127246,4.18E-07,0.980179548,0.00029765,0.000156283,6.62E-06,5.75E-05,1.56E-06,0.000202597,2.03E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.001488372,0.00048683,0.001630214,0.000846944,0.00038071,0.000910733,0.001700867,0.000295702,0.001838877,0.000313715,0.000676409,0.001103417,0.001029028,0.916138411,0.007616785,0.000103201,0.017929533,0.004291862,0.003246065,0.000780018,0.005101982,0.000384235,0.031203795,0.000502169,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",3.95E-06,3.89E-05,5.02E-05,2.14E-06,4.12E-07,1.84E-07,7.21E-07,2.65E-07,4.64E-06,2.81E-07,6.71E-07,2.24E-06,1.24E-05,0.998297215,0.001391818,9.23E-08,0.000148481,1.74E-05,4.49E-06,1.30E-06,6.77E-06,3.44E-07,1.43E-05,4.49E-07,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",0.022633798,0.010249872,0.029305482,0.005930078,0.002589266,0.01054513,0.007990286,0.002011115,0.011541056,0.003575207,0.005224437,0.007962259,0.621056855,0.044102229,0.029966822,0.000701887,0.043578032,0.026821692,0.07777974,0.00471279,0.00952338,0.002613241,0.016170256,0.003415331,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",0.001126005,0.00024753,0.000200164,0.000306875,7.34E-05,0.008263532,4.75E-05,5.70E-05,0.00654005,6.05E-05,0.003163987,0.000209443,0.002346725,0.918576181,0.040670011,1.99E-05,0.015065452,0.000351258,0.000246278,0.000143884,0.001344126,7.41E-05,0.000769002,9.68E-05,"breast cancer, in situ, ductal"
"atypical, atypical lobular hyperplasia, na",0.021863775,0.554023027,0.009479383,0.003385341,0.001417859,0.138312846,0.001984741,0.001101269,0.01657681,0.001168354,0.088701479,0.002521384,0.092609987,0.009275826,0.012072925,0.000384347,0.004802866,0.008744292,0.00333628,0.002396586,0.006529204,0.001430988,0.016010173,0.001870205,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",0.00327974,0.002676771,0.926549971,0.001706439,0.000966132,0.004678184,0.004908327,0.000750407,0.005654487,0.001334016,0.001757334,0.00358194,0.006119392,0.004198787,0.004457333,0.000261895,0.00270272,0.003224838,0.002340017,0.001851186,0.005044798,0.000975078,0.009705828,0.001274362,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.008702106,0.004166384,0.818672717,0.002173107,0.001324826,0.000998403,0.002038433,0.00073328,0.005071781,0.000777949,0.001860673,0.001941226,0.097221322,0.018080473,0.004016404,0.000255918,0.005033754,0.004219074,0.003806347,0.001796298,0.004663193,0.000952823,0.010248141,0.001245276,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",0.001416592,0.001042018,0.003063216,0.001111887,0.000350561,0.001558965,0.000624924,0.000272285,0.001756438,0.000288872,0.000622844,0.962400734,0.001382618,0.002893912,0.001524106,9.50E-05,0.001482622,0.001356534,0.001475385,0.000592548,0.001621311,0.000353807,0.012250549,0.000462402,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",2.41E-05,1.36E-05,1.55E-05,1.24E-05,8.44E-06,2.00E-05,3.18E-05,6.55E-06,2.89E-05,6.95E-06,1.50E-05,1.89E-05,2.25E-05,0.006242402,8.35E-05,2.29E-06,0.991262674,0.000649021,0.000812662,2.10E-05,0.000205303,8.52E-06,0.000476941,1.11E-05,"breast cancer, invasive, ductal"
"benign, cyst, na",0.00785789,0.006413246,0.02044761,0.003401417,0.002314745,0.010447687,0.822287738,0.001797891,0.013046302,0.001907412,0.004332542,0.007464575,0.013371113,0.009455785,0.010679272,0.000627471,0.005492907,0.008014547,0.006033346,0.003912579,0.01265759,0.002336178,0.022647131,0.003053228,"benign, cyst, na"
"breast cancer, invasive, ductal",2.91E-05,1.64E-05,1.88E-05,1.50E-05,1.02E-05,2.18E-05,3.84E-05,7.91E-06,3.49E-05,8.39E-06,1.81E-05,2.28E-05,2.71E-05,0.003763393,0.000100788,2.76E-06,0.99353981,0.001067015,0.000601134,2.53E-05,0.000247866,1.03E-05,0.000359506,1.34E-05,"breast cancer, invasive, ductal"
