Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, cyst, na",5.79E-11,1.83E-07,5.32E-08,5.29E-06,5.87E-08,0.000416192,0.01016937,5.07E-11,2.61E-09,2.31E-10,1.16E-07,2.19E-12,6.36E-11,1.08E-07,3.34E-07,2.56E-08,2.13E-09,3.12E-10,2.70E-13,3.28E-08,1.12E-10,3.01E-10,1.13E-10,7.57E-10,"benign, cyst, na"
"benign, apocrine metaplasia, na",1.06E-06,4.66E-06,5.86E-08,4.83E-08,1.01E-06,0.000197494,7.69E-10,1.43E-06,7.36E-10,2.83E-10,2.34E-07,5.60E-07,0.999886215,0.000172964,1.45E-06,1.77E-07,9.79E-07,4.72E-07,9.16E-10,5.56E-07,1.65E-07,2.77E-08,1.59E-07,4.32E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.31E-08,1.41E-10,2.10E-06,1.01E-09,1.83E-07,3.13E-11,3.86E-10,9.53E-10,6.62E-09,1.18E-11,3.19E-09,5.82E-11,1.54E-10,0.999999404,1.29E-07,1.97E-07,7.29E-09,3.20E-11,3.10E-10,1.27E-08,8.85E-08,4.11E-13,8.57E-12,2.73E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",2.23E-10,5.59E-11,4.04E-10,2.83E-09,4.08E-08,6.28E-10,5.52E-09,6.30E-09,1.18E-05,2.43E-10,7.26E-09,1.08E-09,4.59E-12,0.999982238,2.73E-06,8.29E-06,7.77E-07,4.47E-11,1.96E-10,2.24E-07,9.98E-10,5.88E-12,6.19E-07,2.72E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.53E-08,5.32E-10,2.44E-11,3.15E-11,4.57E-07,1.25E-14,7.20E-09,5.95E-07,3.35E-08,5.03E-09,2.67E-09,5.26E-05,0.000257094,0.248954698,8.58E-12,1.02E-08,0.007939643,1.19E-10,1.69E-09,1.32E-07,0.00018268,1.63E-11,1.51E-11,1.46E-07,"breast cancer, in situ, ductal"
"benign, sclerosing adenosis, na",0.278550744,1.53E-07,8.94E-09,1.88E-05,1.77E-06,1.84E-08,3.82E-08,1.25E-06,0.00037255,1.77E-07,6.65E-09,0.018452097,0.002592487,1.27E-07,3.23E-08,2.38E-07,0.005142788,4.14E-09,5.92E-09,8.40E-08,1.09E-08,1.97E-09,9.29E-08,5.58E-07,"atypical, atypical ductal hyperplasia, na"
"atypical, fibroadenoma, na",1.70E-06,3.62E-07,0.999999106,1.43E-07,4.94E-07,1.56E-08,2.11E-08,4.34E-07,4.50E-07,2.25E-10,2.34E-07,4.65E-08,6.28E-08,2.07E-07,1.66E-06,1.38E-07,4.52E-05,1.49E-07,3.54E-13,3.57E-06,6.33E-08,4.67E-08,2.73E-07,1.73E-06,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",8.20E-08,0.997151196,2.09E-06,1.70E-06,1.20E-05,2.00E-09,1.73E-05,2.98E-06,3.62E-07,2.27E-07,1.59E-07,0.001879607,6.50E-07,3.70E-05,5.29E-05,9.69E-07,1.15E-08,0.000130764,1.75E-07,6.12E-07,5.79E-09,1.11E-07,0.000127893,1.94E-06,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",4.52E-10,5.89E-12,4.13E-11,4.78E-10,2.36E-07,2.44E-10,2.24E-09,7.83E-08,1.12E-09,2.28E-09,6.21E-10,2.32E-10,1.42E-10,1.72E-05,5.48E-12,7.57E-08,0.999984741,2.63E-08,2.35E-08,1.00E-07,8.15E-08,7.49E-11,8.00E-13,4.10E-07,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",1.45E-06,3.99E-06,1.97E-05,2.61E-05,2.51E-06,1.12E-08,8.10E-09,1.75E-08,0.000347469,0.091192916,0.002265912,2.72E-09,0.000326244,8.72E-05,0.006190835,4.11E-06,7.48E-10,1.42E-08,2.39E-09,9.33E-07,1.31E-07,1.74E-07,3.53E-09,4.18E-07,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",7.65E-07,1.09E-06,0.015543994,4.69E-08,1.08E-07,0.306591094,2.10E-11,1.61E-08,4.70E-12,3.09E-09,2.62E-09,2.65E-05,3.60E-05,3.03E-05,1.07E-05,6.42E-08,9.52E-09,3.91E-07,2.64E-08,1.68E-07,1.18E-08,1.05E-09,1.24E-11,7.24E-07,"benign, apocrine metaplasia, na"
"benign, cyst, na",1.43E-11,6.43E-07,5.27E-08,1.21E-07,2.58E-07,1.10E-07,0.999999702,1.61E-07,1.67E-07,6.97E-08,2.10E-06,1.05E-08,1.76E-07,2.15E-08,1.84E-07,2.00E-07,2.38E-07,2.62E-07,2.71E-08,8.87E-08,9.64E-09,1.08E-07,9.87E-09,1.06E-07,"benign, cyst, na"
"benign, sclerosing adenosis, na",1.73E-06,6.36E-06,0.001179818,2.86E-07,7.21E-06,3.19E-06,7.93E-06,0.000860994,6.84E-05,5.90E-07,4.93E-07,0.999999642,1.08E-05,2.08E-05,2.80E-06,1.41E-06,0.003380334,0.000587224,4.94E-05,1.15E-06,1.46E-07,2.30E-08,1.08E-05,4.72E-05,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",9.42E-08,0.956380486,3.23E-10,2.69E-06,6.19E-07,3.05E-09,4.06E-07,7.35E-10,2.25E-11,2.54E-09,1.27E-06,1.28E-09,7.03E-09,8.07E-06,2.20E-07,6.26E-08,6.47E-12,6.99E-09,1.25E-10,5.97E-08,1.19E-10,6.99E-09,2.06E-07,3.35E-09,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.999908149,1.19E-05,4.11E-08,1.44E-07,1.86E-06,1.79E-09,6.81E-10,2.56E-07,6.56E-05,1.55E-06,1.97E-07,3.55E-08,2.01E-08,1.89E-05,4.38E-07,1.01E-06,3.28E-07,5.63E-10,3.36E-08,2.17E-07,2.53E-08,1.53E-08,3.12E-06,7.48E-06,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",8.01E-10,4.41E-08,1.06E-07,1.11E-07,2.73E-07,1.73E-09,8.72E-08,9.59E-07,3.12E-09,1.79E-09,4.84E-07,3.92E-08,2.91E-09,3.90E-07,0.001111828,1.24E-07,4.81E-07,0.999708474,2.02E-07,1.70E-05,9.61E-12,1.32E-06,2.87E-09,1.09E-06,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",5.89E-10,1.04E-11,8.26E-10,2.61E-10,7.73E-08,7.10E-12,5.47E-10,7.96E-09,3.27E-09,3.01E-10,1.96E-10,9.60E-10,3.72E-09,0.978782535,7.57E-09,4.04E-07,0.73178345,9.82E-11,6.09E-11,2.14E-08,2.59E-08,4.50E-12,7.76E-13,5.15E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.17E-09,6.88E-09,2.32E-08,3.30E-08,9.59E-05,1.24E-08,1.14E-07,5.42E-08,5.16E-08,1.22E-09,1.01E-06,1.53E-09,2.87E-11,0.999897718,4.52E-06,3.66E-06,2.97E-08,1.85E-09,4.69E-09,3.97E-06,1.98E-06,5.69E-10,1.46E-08,1.36E-06,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",2.55E-06,1.22E-06,0.999996901,1.72E-07,2.96E-06,3.48E-06,5.44E-06,8.62E-05,7.06E-06,1.28E-09,1.31E-06,9.97E-06,2.10E-06,9.00E-07,7.93E-07,5.02E-07,1.88E-05,5.44E-05,1.53E-07,3.85E-06,6.83E-06,3.25E-07,9.31E-06,7.99E-06,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",1.14E-09,2.27E-11,5.65E-12,8.59E-08,1.34E-06,6.21E-10,6.66E-09,6.52E-08,7.98E-10,1.18E-08,1.48E-09,2.10E-10,1.20E-10,2.26E-05,3.90E-09,4.68E-07,0.623377144,1.32E-09,5.75E-11,0.379441589,2.69E-10,1.42E-09,1.41E-09,2.34E-07,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.999997854,6.65E-06,7.98E-06,9.98E-06,3.12E-06,4.07E-08,2.00E-11,9.54E-08,1.33E-08,4.20E-08,9.35E-06,1.79E-07,2.06E-10,7.02E-06,8.90E-06,1.42E-06,6.54E-07,1.10E-09,2.27E-07,6.96E-08,2.55E-09,7.87E-09,2.84E-08,8.44E-07,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",1.38E-09,2.02E-06,1.40E-06,3.65E-07,2.13E-06,1.39E-05,0.999993205,5.49E-06,2.03E-06,3.24E-07,8.06E-06,7.36E-07,4.13E-06,9.89E-08,4.86E-07,1.48E-06,3.50E-06,7.87E-06,1.00E-06,1.07E-06,3.68E-07,9.28E-07,8.24E-07,2.50E-06,"benign, cyst, na"
"benign, cyst, na",6.40E-10,4.54E-08,7.36E-06,1.03E-07,9.85E-07,0.998129487,0.00577009,1.30E-07,1.96E-07,7.08E-08,2.92E-07,1.24E-07,6.26E-09,1.19E-06,7.75E-07,6.69E-07,2.42E-08,2.14E-08,4.89E-06,2.78E-07,2.88E-08,3.08E-08,5.61E-07,4.38E-07,"benign, apocrine metaplasia, na"
"benign, cyst, na",4.07E-08,1.79E-07,8.17E-07,3.72E-08,3.75E-06,8.19E-07,0.336481243,4.54E-05,1.14E-07,1.75E-07,1.02E-08,9.05E-10,4.81E-10,1.09E-05,8.11E-08,2.68E-07,3.68E-07,5.11E-11,4.55E-11,1.65E-06,7.17E-11,8.05E-10,3.51E-07,5.00E-08,"benign, cyst, na"
"breast cancer, in situ, ductal",2.05E-09,8.08E-10,7.26E-09,1.10E-08,2.98E-07,1.03E-09,1.78E-09,2.34E-09,9.27E-07,8.63E-11,2.10E-08,1.25E-09,3.78E-12,1,9.73E-06,1.04E-06,8.37E-10,1.76E-12,7.03E-11,1.37E-07,4.97E-07,3.07E-12,4.17E-11,6.26E-07,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",1.37E-08,9.21E-06,2.07E-05,2.03E-07,6.32E-08,0.99841553,1.47E-07,7.17E-05,9.81E-12,1.08E-08,7.01E-11,3.57E-09,1.93E-06,4.63E-05,1.91E-08,8.51E-07,3.09E-08,2.78E-09,1.39E-06,2.87E-06,2.22E-07,5.69E-08,1.23E-05,5.48E-07,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",3.22E-07,2.03E-07,1.19E-06,2.49E-07,7.25E-07,7.87E-10,5.18E-08,5.54E-07,3.16E-08,1.42E-05,1.28E-08,1.03E-06,1,1.24E-08,5.54E-08,1.28E-07,7.35E-06,2.56E-06,2.97E-08,2.45E-06,1.20E-07,1.97E-08,9.56E-06,3.48E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",4.53E-10,4.54E-08,1.21E-12,1.72E-10,1.22E-07,1.24E-11,5.56E-09,1.63E-08,3.33E-11,6.48E-08,2.34E-09,5.66E-09,3.57E-12,1.91E-07,1.66E-14,3.80E-08,0.999998689,7.88E-10,3.27E-08,9.96E-09,1.22E-08,2.49E-11,2.66E-11,3.51E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",2.46E-08,5.81E-09,2.34E-09,3.98E-09,3.77E-07,2.22E-06,1.16E-07,3.25E-08,3.83E-07,2.60E-09,8.53E-09,8.69E-08,5.87E-16,0.98146528,8.56E-08,3.66E-06,1.53E-06,9.92E-11,2.33E-05,5.25E-08,1.89E-07,4.22E-10,1.55E-06,1.08E-06,"breast cancer, in situ, ductal"
"breast cancer, na, na",2.86E-07,1.36E-06,1.33E-06,4.42E-07,9.97E-07,3.17E-07,9.71E-06,5.12E-07,4.64E-07,1.84E-06,5.45E-07,4.59E-08,1.41E-06,1.22E-09,8.15E-11,8.43E-05,1.43E-08,3.93E-06,7.36E-06,1.84E-06,6.86E-08,1.81E-06,0.999997258,1.51E-07,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",8.96E-08,0.978225291,2.75E-09,2.61E-09,8.30E-07,4.63E-09,3.30E-06,1.04E-06,2.30E-05,6.25E-08,7.79E-06,1.07E-09,2.27E-12,7.66E-05,8.80E-07,7.14E-07,1.38E-07,1.03E-05,3.12E-09,1.83E-07,3.51E-09,3.87E-07,8.08E-05,4.49E-07,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",2.07E-06,1.35E-05,2.95E-05,0.000334838,3.77E-05,0.000118004,8.60E-07,7.38E-07,2.30E-06,0.997969985,0.000357218,5.94E-06,5.99E-07,3.26E-06,0.000125789,2.00E-05,2.46E-07,6.98E-07,1.37E-05,1.64E-05,3.69E-08,2.58E-07,1.36E-06,2.88E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",1.01E-07,1.50E-07,1,1.36E-06,1.10E-06,2.47E-09,1.45E-07,1.11E-06,2.51E-07,1.45E-11,9.53E-08,1.96E-08,1.81E-09,1.55E-07,1.89E-08,4.15E-08,6.01E-06,7.78E-06,2.78E-09,1.90E-06,6.29E-07,8.03E-09,4.71E-06,2.26E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",7.90E-09,3.45E-07,3.80E-07,3.05E-07,1.38E-06,2.26E-06,4.05E-06,2.95E-05,1.42E-08,1.31E-08,9.67E-07,3.74E-07,8.34E-07,6.55E-11,4.26E-05,6.79E-08,3.90E-05,0.999964118,3.04E-05,1.39E-05,1.28E-09,0.000268003,2.18E-07,5.11E-06,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",1.17E-09,7.83E-12,1.35E-11,3.32E-10,1.72E-07,3.49E-10,1.22E-09,2.71E-08,5.39E-10,2.90E-09,4.98E-10,1.04E-09,1.91E-11,7.42E-08,3.04E-13,7.56E-08,0.999999881,6.74E-09,9.64E-08,1.55E-08,2.16E-09,2.86E-11,8.40E-12,3.28E-08,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",2.09E-06,0.996965528,2.34E-06,3.74E-08,1.11E-06,6.41E-09,3.28E-06,2.42E-07,4.84E-09,3.54E-08,5.37E-05,0.017537475,1.37E-08,2.39E-07,7.56E-05,4.30E-07,5.91E-07,2.95E-06,2.10E-07,4.69E-08,5.60E-11,2.17E-07,1.12E-08,1.95E-07,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",2.01E-07,1.04E-05,1.24E-06,9.44E-07,2.97E-06,0.999856591,2.91E-09,3.63E-06,2.54E-08,9.32E-08,4.50E-06,4.39E-05,2.63E-06,1.40E-05,6.33E-07,2.05E-06,3.35E-06,4.77E-07,6.22E-09,5.29E-06,5.22E-08,1.89E-08,2.04E-06,1.39E-06,"benign, apocrine metaplasia, na"
"breast cancer, na, na",6.55E-07,4.75E-07,0.000718032,1.30E-07,6.40E-06,0.001004037,9.23E-05,0.003553689,1.68E-05,7.58E-07,2.43E-06,0.001066332,0.000574261,1.24E-07,4.66E-09,2.39E-06,0.000305826,0.001373286,0.00214797,1.24E-05,0.004635899,5.60E-05,0.940802813,1.96E-05,"breast cancer, na, na"
"breast cancer, invasive, lobular",7.42E-10,2.43E-07,3.16E-08,1.92E-07,8.24E-07,2.26E-07,2.84E-07,1.75E-06,7.02E-10,8.50E-09,2.55E-07,1.65E-08,4.02E-08,1.11E-10,1.42E-06,1.70E-08,1.07E-06,0.999973476,9.97E-06,7.24E-06,6.66E-10,2.40E-05,4.19E-06,4.60E-07,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",1.04E-05,2.72E-07,1.85E-06,2.10E-07,1.97E-06,4.68E-12,7.54E-09,1.47E-06,0.000578305,1.38E-08,1.02E-06,0.240496606,0.542428493,1.50E-06,2.84E-07,6.83E-08,5.52E-06,2.61E-06,2.12E-08,5.89E-07,1.46E-07,1.13E-08,2.65E-06,3.82E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",5.33E-09,1.45E-10,4.30E-11,1.06E-08,7.45E-07,4.78E-11,1.47E-09,3.59E-09,1.45E-08,7.55E-10,8.48E-09,1.14E-08,4.39E-09,0.99999994,2.96E-06,4.32E-06,5.65E-07,1.36E-12,1.85E-11,2.57E-07,7.84E-09,1.45E-12,4.67E-12,1.17E-06,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",2.52E-09,1.27E-10,5.69E-10,6.60E-09,2.08E-06,4.67E-09,8.20E-08,1.19E-06,1.17E-08,1.36E-07,1.01E-08,1.27E-08,1.15E-08,4.07E-11,3.34E-13,1.54E-07,1,3.18E-06,3.74E-06,1.27E-06,6.25E-07,7.33E-09,6.86E-10,3.57E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",1.31E-06,7.55E-07,0.99999994,4.47E-08,5.46E-07,2.14E-07,4.89E-08,1.89E-06,9.92E-08,9.54E-11,2.27E-07,2.40E-07,1.05E-07,4.39E-07,4.23E-07,8.48E-08,6.96E-07,1.40E-06,5.24E-09,5.21E-07,1.67E-07,1.14E-08,4.80E-08,5.48E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.31E-06,7.55E-07,0.99999994,4.47E-08,5.46E-07,2.14E-07,4.89E-08,1.89E-06,9.92E-08,9.54E-11,2.27E-07,2.40E-07,1.05E-07,4.39E-07,4.23E-07,8.48E-08,6.96E-07,1.40E-06,5.24E-09,5.21E-07,1.67E-07,1.14E-08,4.80E-08,5.48E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.65E-06,7.52E-07,0.814546049,4.15E-07,9.44E-07,8.74E-12,0.000193007,5.72E-08,4.79E-08,3.28E-09,6.39E-07,5.47E-10,0.397582978,1.60E-07,1.43E-06,1.21E-07,7.77E-08,1.73E-07,4.60E-10,1.10E-06,1.82E-07,8.02E-08,9.58E-09,4.11E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.53E-06,1.54E-06,0.999999821,2.11E-08,3.04E-07,4.98E-08,1.54E-08,3.52E-06,2.76E-08,8.30E-11,2.23E-07,9.71E-09,1.88E-08,3.26E-07,4.52E-07,6.18E-08,5.54E-08,1.12E-08,7.51E-10,6.31E-07,3.55E-07,1.62E-07,4.34E-09,1.67E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",2.47E-07,5.25E-10,0.002348871,2.79E-09,9.89E-07,4.17E-15,3.62E-09,4.96E-09,2.06E-09,1.45E-11,6.58E-09,1.00E-09,2.73E-08,0.051428318,2.02E-11,1.04E-08,0.050608978,8.30E-11,9.98E-12,5.84E-09,0.000108214,2.66E-12,9.97E-13,2.77E-08,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",2.59E-08,6.64E-07,0.001156227,3.80E-07,2.42E-06,0.999992549,2.43E-07,8.22E-06,1.26E-07,5.42E-06,0.000118843,0.000733616,2.90E-06,5.39E-07,1.09E-06,6.06E-07,2.53E-05,7.22E-06,3.36E-05,8.25E-07,2.25E-07,5.39E-08,2.48E-08,5.52E-07,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.006625227,3.37E-07,5.18E-08,5.48E-06,7.27E-07,1.29E-06,3.70E-07,4.54E-07,0.984415114,6.57E-07,1.17E-05,4.95E-07,7.82E-11,5.28E-08,7.79E-06,1.48E-06,8.13E-06,1.81E-08,1.60E-09,3.13E-06,5.13E-08,4.32E-07,1.19E-05,6.93E-07,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.008941723,1.91E-06,2.34E-05,2.12E-06,1.19E-05,6.36E-07,9.39E-07,8.89E-05,4.59E-07,4.30E-06,4.62E-07,1.61E-05,0.999825895,2.31E-08,4.57E-08,1.09E-06,0.023164894,6.93E-05,4.32E-06,5.16E-06,4.99E-06,4.56E-07,7.68E-06,2.07E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",2.34E-09,1.34E-11,4.82E-10,6.65E-09,8.82E-07,8.64E-09,1.59E-08,7.97E-07,6.21E-09,5.54E-08,3.30E-09,7.56E-09,6.19E-09,3.33E-10,9.67E-13,8.58E-08,0.999999046,2.66E-05,9.66E-06,6.00E-06,3.11E-07,4.16E-09,3.39E-10,1.45E-06,"breast cancer, invasive, ductal"
"benign, cyst, na",1.53E-09,1.84E-06,1.77E-07,8.70E-08,1.53E-06,2.79E-06,0.99999243,1.43E-06,2.85E-07,1.38E-07,9.84E-06,4.61E-08,3.02E-06,1.25E-06,8.63E-07,1.22E-06,3.85E-08,7.02E-07,5.19E-07,1.19E-07,1.57E-08,1.95E-07,5.58E-06,7.20E-07,"benign, cyst, na"
"breast cancer, invasive, ductal",1.96E-10,3.32E-12,3.98E-12,1.71E-09,8.09E-08,8.01E-11,2.01E-09,1.09E-08,3.10E-10,5.33E-10,3.61E-10,4.10E-11,7.88E-11,1.98E-07,4.52E-12,5.06E-08,0.999999106,4.35E-09,3.41E-09,1.09E-07,5.23E-09,3.37E-11,5.07E-13,7.92E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",1.55E-08,5.30E-10,1.26E-09,1.23E-08,2.06E-07,4.56E-09,8.02E-09,3.41E-08,2.75E-07,2.62E-09,8.37E-09,5.21E-08,5.46E-11,0.999996424,2.39E-06,4.47E-06,1.58E-06,2.84E-10,4.23E-08,9.23E-09,8.93E-09,3.88E-12,1.90E-09,8.13E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.41E-10,8.37E-09,5.08E-10,1.16E-08,5.82E-07,3.22E-11,5.31E-09,1.28E-09,4.74E-05,2.63E-11,9.34E-09,2.85E-12,4.73E-12,0.999999583,0.001540316,1.33E-06,6.46E-09,1.86E-10,1.94E-12,5.35E-07,2.49E-09,1.57E-10,2.69E-10,7.63E-06,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",4.02E-05,4.14E-07,9.63E-05,4.56E-07,1.05E-06,0.000345224,1.48E-08,4.18E-07,2.18E-08,5.95E-06,1.93E-07,1.05E-08,0.98869741,4.33E-08,1.06E-06,7.23E-07,7.73E-06,5.95E-08,1.67E-06,8.23E-07,1.63E-08,3.18E-08,8.78E-10,1.58E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",3.27E-07,5.61E-09,5.25E-09,4.74E-07,2.82E-07,3.95E-09,1.46E-09,2.90E-10,4.87E-05,3.22E-09,9.70E-06,7.46E-11,1.23E-10,0.999983251,0.004928772,4.30E-05,6.68E-08,1.79E-13,7.04E-11,1.30E-06,4.05E-08,2.21E-10,1.26E-13,3.46E-07,"breast cancer, in situ, ductal"
