Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, cyst, na",0.001553706,0.00138206,0.004278421,0.001404851,0.000477256,0.331013829,0.629407763,0.000267188,0.002220589,0.000420854,0.00086922,0.001532425,0.003377838,0.002702245,0.002079685,9.51E-05,0.001307168,0.001629741,0.006496651,0.000764691,0.001382253,0.00035308,0.004542605,0.000440943,"benign, cyst, na"
"benign, apocrine metaplasia, na",0.025657961,0.015435925,0.023829477,0.012014863,0.003252603,0.248738319,0.005540608,0.001820948,0.014789714,0.002868216,0.006054762,0.010856615,0.509113371,0.028166726,0.014545501,0.000648285,0.011614798,0.009198442,0.007379629,0.005211535,0.011757774,0.002406316,0.026092561,0.003005121,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",0.00286009,0.001715002,0.205265835,0.001218916,0.000899922,0.001614925,0.00355779,0.000447822,0.003410014,0.000705375,0.00132936,0.002058365,0.001646233,0.704807818,0.008012804,0.000159431,0.015214304,0.003779229,0.005272477,0.002189157,0.006580626,0.00059178,0.025923464,0.000739043,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",0.001770329,0.000822788,0.00242164,0.000969264,0.000569857,0.001831683,0.00247372,0.000316702,0.003425003,0.000498844,0.00100817,0.002605202,0.001963169,0.899977684,0.007724855,0.000112751,0.016574558,0.005615082,0.004579779,0.001183277,0.00455304,0.000418509,0.038061481,0.000522654,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",0.000802011,0.000211014,0.000305105,0.000162006,8.98E-05,0.000190719,0.000193847,4.99E-05,0.000389753,7.86E-05,0.000178568,0.004950212,0.01894231,0.931695461,0.001112034,1.78E-05,0.033313055,0.000371202,0.000768143,0.000280356,0.000833981,6.60E-05,0.004915801,8.24E-05,"breast cancer, in situ, ductal"
"benign, sclerosing adenosis, na",0.042255752,0.019922255,0.010146613,0.008166601,0.001724345,0.005686933,0.002425388,0.000965363,0.008503189,0.001520565,0.004955006,0.525545955,0.306316912,0.013661582,0.010437753,0.000343684,0.007256099,0.004876491,0.005325689,0.003647182,0.005009278,0.001275692,0.008438401,0.001593144,"benign, sclerosing adenosis, na"
"atypical, fibroadenoma, na",0.005198079,0.004748688,0.8818205,0.002194991,0.001635908,0.004318653,0.008856315,0.000915852,0.007407912,0.001442579,0.002718708,0.004537948,0.004444179,0.008437331,0.006910717,0.000326057,0.004794541,0.005586325,0.004243333,0.002621159,0.009228928,0.001210265,0.024889486,0.001511436,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",0.020879384,0.36299327,0.01885814,0.024699941,0.003991433,0.011710818,0.016612561,0.002234578,0.017765379,0.003519733,0.007553332,0.233529076,0.008353512,0.03068478,0.038307127,0.000795543,0.008865158,0.034989912,0.010827147,0.006893383,0.013744205,0.002952912,0.115550712,0.003687736,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",9.82E-05,5.89E-05,9.44E-05,5.05E-05,4.05E-05,9.36E-05,0.000140422,2.23E-05,0.000132716,3.52E-05,6.60E-05,8.76E-05,0.000101453,0.026098091,0.000304258,7.95E-06,0.967626214,0.00140795,0.001542563,9.08E-05,0.000501812,2.95E-05,0.001332169,3.68E-05,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",0.030540181,0.015179536,0.013683964,0.020246292,0.001784504,0.00466594,0.003336633,0.000999043,0.09282326,0.574007511,0.005127877,0.006968493,0.173050046,0.015218854,0.009743118,0.000355674,0.004818616,0.005046621,0.004048751,0.00285925,0.005466103,0.001320198,0.007060914,0.001648726,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",0.03969571,0.013020082,0.022508267,0.005082321,0.002431285,0.230335444,0.001985751,0.001361139,0.021364374,0.00214396,0.004525868,0.015521794,0.506439567,0.027289441,0.021952109,0.000484586,0.020625835,0.021356706,0.019102164,0.004198938,0.005242429,0.001798695,0.009287156,0.002246295,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",0.002876301,0.002528599,0.007361628,0.001222932,0.00091144,0.003896112,0.928821921,0.000510264,0.004142478,0.000803727,0.001568598,0.002454963,0.004405429,0.004754763,0.003666083,0.000181662,0.003449526,0.003495804,0.002364158,0.00146037,0.004825178,0.000674295,0.012781768,0.000842091,"benign, cyst, na"
"benign, sclerosing adenosis, na",0.020625856,0.018017748,0.060946167,0.008412917,0.006207057,0.024589723,0.02727006,0.00347498,0.031047171,0.005473515,0.010315481,0.49549666,0.027018094,0.027391912,0.026464455,0.001237146,0.017792372,0.021195957,0.020438418,0.009945356,0.032460943,0.004592057,0.093851373,0.005734778,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",0.025190599,0.563297212,0.006563619,0.009649841,0.001435537,0.170783922,0.040008869,0.000803676,0.009463674,0.00180636,0.003381187,0.004667845,0.101745233,0.017170658,0.010010543,0.000286121,0.002240178,0.00702641,0.002592342,0.002479237,0.003220675,0.001062028,0.013788041,0.001326311,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.444675714,0.028765919,0.025225824,0.005550569,0.004136791,0.008517304,0.019573793,0.002315955,0.164350584,0.00364791,0.006854061,0.009201079,0.011770564,0.050003432,0.016574265,0.000824515,0.026057703,0.015162507,0.010622542,0.00662824,0.031304885,0.003060449,0.101353273,0.003822033,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",0.002590724,0.001635618,0.003118584,0.001139126,0.000822245,0.00225048,0.003317627,0.000460329,0.002470819,0.000725074,0.001358209,0.002224165,0.002195724,0.026881889,0.098311067,0.000163884,0.02875961,0.767125189,0.014698501,0.001530643,0.003656592,0.000608307,0.033195928,0.000759683,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",5.29E-05,1.68E-05,3.04E-05,2.69E-05,1.58E-05,2.70E-05,2.07E-05,8.76E-06,5.44E-05,1.38E-05,2.60E-05,0.000102129,4.00E-05,0.126375973,0.000663345,3.12E-06,0.870536029,0.000290091,0.000483993,3.41E-05,0.000273375,1.16E-05,0.000878108,1.45E-05,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.004915396,0.00386223,0.006856764,0.003202217,0.003242936,0.006121958,0.00602902,0.001102503,0.007175562,0.001736576,0.003479861,0.006028439,0.005383178,0.698947906,0.021076236,0.000392508,0.089332744,0.012695326,0.008282116,0.00397925,0.017276077,0.001456916,0.085604973,0.001819466,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",0.005841763,0.005135582,0.86365068,0.002483772,0.001851134,0.005273058,0.010909309,0.001036345,0.007616763,0.001632369,0.00306706,0.004779392,0.004840117,0.009912603,0.007445809,0.000368955,0.007005982,0.007099973,0.004801602,0.002966009,0.009924043,0.001369492,0.02927768,0.001710286,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",0.000194808,5.06E-05,9.73E-05,8.77E-05,5.11E-05,8.09E-05,0.000161278,2.84E-05,0.000145216,4.47E-05,8.38E-05,0.000106373,8.98E-05,0.056773197,0.000937597,1.01E-05,0.873100996,0.002608352,0.001608778,0.058468912,0.000676912,3.75E-05,0.004509169,4.68E-05,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.675646961,0.01620285,0.011171669,0.003494381,0.001944969,0.002020654,0.004586075,0.001088878,0.007265375,0.001715116,0.051257692,0.043391872,0.071698166,0.024734603,0.011884646,0.000387657,0.01776498,0.006614335,0.004507789,0.004113825,0.01122581,0.001438912,0.024045911,0.001796981,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",0.005550712,0.005070835,0.016301643,0.002343897,0.001746886,0.006920422,0.868487,0.000977983,0.008737777,0.001540442,0.003015557,0.005055304,0.008772825,0.007709058,0.007276171,0.000348177,0.005119799,0.005965296,0.004531197,0.002798977,0.00973176,0.001292368,0.01909215,0.00161397,"benign, cyst, na"
"benign, cyst, na",0.014575301,0.011480483,0.040089656,0.009835692,0.0050446,0.037449412,0.612638235,0.002528772,0.024599621,0.003983123,0.00955031,0.027858013,0.034484439,0.02386664,0.019291861,0.000900281,0.012765724,0.014961667,0.011716325,0.007237319,0.02209636,0.003341679,0.045531377,0.004173246,"benign, cyst, na"
"benign, cyst, na",0.01861359,0.022081835,0.033237167,0.018114723,0.005341864,0.023990329,0.635265648,0.005638623,0.021647356,0.003549189,0.007954983,0.012807111,0.045756098,0.018837752,0.018065358,0.000802202,0.010448384,0.012366082,0.010439913,0.006448864,0.01382301,0.002977626,0.048073478,0.0037186,"benign, cyst, na"
"breast cancer, in situ, ductal",5.18E-05,4.04E-05,4.73E-05,4.91E-05,1.75E-05,5.79E-05,4.12E-05,9.71E-06,0.00026518,1.53E-05,2.88E-05,7.25E-05,4.83E-05,0.991260767,0.000456679,3.46E-06,0.00555627,7.10E-05,0.00016702,5.45E-05,0.000175292,1.28E-05,0.001480642,1.60E-05,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",0.017117195,0.030595306,0.027583256,0.013994897,0.003824018,0.56720084,0.009710461,0.005357282,0.037502725,0.003372103,0.015319811,0.015632415,0.014021602,0.034205761,0.023203762,0.000762176,0.014860788,0.023057891,0.014612098,0.00660425,0.014868138,0.002829056,0.100231074,0.003533059,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",0.010849525,0.005476277,0.012957966,0.00230916,0.001299457,0.00370691,0.004839575,0.000727493,0.006976998,0.00114589,0.002432259,0.003411881,0.899742126,0.00661967,0.005690041,0.000258998,0.004743763,0.004052996,0.00304226,0.002082076,0.00578635,0.000961354,0.009686251,0.001200585,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",3.86E-05,0.001255691,7.39E-06,1.55E-05,9.04E-06,8.54E-06,1.52E-05,4.12E-06,1.73E-05,6.62E-06,1.21E-05,1.23E-05,9.62E-06,0.022112617,8.24E-05,1.47E-06,0.972177088,0.000411106,0.000395739,2.49E-05,0.000252298,5.44E-06,0.003118456,6.80E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.001473167,0.001144549,0.002607937,0.000696796,0.000607655,0.001563025,0.001999819,0.000276923,0.002329208,0.000436187,0.002081337,0.005026297,0.00141689,0.878848076,0.004801082,9.86E-05,0.021971488,0.002477524,0.005268855,0.001322981,0.004206322,0.000365943,0.058522534,0.000457007,"breast cancer, in situ, ductal"
"breast cancer, na, na",0.014233415,0.013179207,0.037255984,0.006858327,0.005111452,0.018118499,0.026449399,0.002861612,0.021865953,0.004507387,0.008468932,0.015671942,0.020687014,0.02624793,0.023165992,0.001018778,0.025103418,0.022429129,0.01589133,0.008827704,0.106369093,0.003781515,0.567173362,0.004722535,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",0.020006547,0.543845117,0.014530867,0.004248138,0.003175886,0.007071889,0.017778607,0.001777999,0.032877043,0.002800564,0.005594927,0.007315273,0.004655725,0.036617551,0.016672738,0.000632995,0.024433384,0.030443273,0.008237837,0.005088614,0.019286063,0.00234956,0.187625125,0.002934241,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",0.018263539,0.020727072,0.027355801,0.027073057,0.003356838,0.018501213,0.009749843,0.001879303,0.016582029,0.700649023,0.008611685,0.019385653,0.01630326,0.021127962,0.016708545,0.00066906,0.007258065,0.010081757,0.00843816,0.005378547,0.012776363,0.00248343,0.023538137,0.003101425,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",0.005852729,0.005706578,0.865271866,0.002783751,0.001854609,0.004380784,0.007022407,0.001038291,0.007553984,0.001635434,0.003072817,0.005082803,0.004258512,0.010213982,0.007459785,0.000369647,0.007019133,0.007113301,0.004810615,0.002971577,0.009242126,0.001372062,0.032199685,0.001713496,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",0.014077897,0.012258333,0.030904783,0.00617743,0.004876674,0.016896699,0.022128139,0.002730174,0.017276127,0.004300355,0.00807994,0.014771038,0.017720807,0.012909775,0.033740923,0.000971984,0.112781316,0.489398867,0.062291257,0.008422233,0.022927696,0.003607824,0.076244093,0.004505621,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",0.000129291,8.25E-05,0.000142791,6.10E-05,4.85E-05,0.000134431,0.00016962,2.70E-05,0.00017823,4.25E-05,8.00E-05,0.000120681,0.000152669,0.064932227,0.000461372,9.60E-06,0.926261961,0.00084589,0.003699705,0.000142044,0.000564315,3.56E-05,0.001633371,4.45E-05,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",0.013136838,0.41507867,0.016180808,0.009114646,0.002768451,0.020926096,0.005395122,0.001549899,0.01000246,0.002441279,0.007102228,0.268389702,0.00780923,0.035402413,0.029968651,0.000551788,0.029919798,0.036346793,0.053127859,0.004781238,0.006489793,0.002048134,0.018910488,0.002557807,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",0.012236672,0.009381618,0.029740695,0.005418659,0.002921365,0.757645488,0.005760208,0.001635507,0.013184889,0.002576123,0.005193656,0.014768474,0.015088486,0.015819514,0.012600195,0.000582265,0.00778696,0.010083252,0.007577643,0.004680804,0.011023366,0.002161262,0.049433671,0.002699086,"benign, apocrine metaplasia, na"
"breast cancer, na, na",0.0278435,0.025238108,0.073550329,0.013133655,0.0097884,0.034696806,0.05094159,0.005479971,0.041955251,0.00863162,0.016217954,0.030011674,0.039615504,0.052061733,0.044362735,0.001950953,0.045984577,0.0429276,0.029412853,0.016905,0.14170216,0.007241579,0.231302902,0.009043626,"breast cancer, na, na"
"breast cancer, invasive, lobular",0.008784412,0.00815357,0.018761966,0.004108887,0.003243696,0.011238756,0.014467503,0.001815962,0.011423816,0.00286036,0.005374332,0.009824882,0.011786908,0.00870849,0.022442609,0.00064651,0.082547046,0.613220096,0.048762187,0.005602007,0.045299791,0.002399726,0.055529505,0.002996892,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",0.022197619,0.011825409,0.026818302,0.00504139,0.003133837,0.005355913,0.008224559,0.001570939,0.013697511,0.00247442,0.005223465,0.076542467,0.716478944,0.016969174,0.012548456,0.000559278,0.010367935,0.009022717,0.006569421,0.00449601,0.012968326,0.002075938,0.023245519,0.002592529,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.81E-05,8.94E-06,5.68E-06,2.59E-05,3.06E-06,3.65E-06,3.59E-06,1.70E-06,1.07E-05,4.37E-06,5.61E-06,0.000257085,0.000239588,0.996786535,8.04E-05,6.05E-07,0.002165488,1.36E-05,2.64E-05,9.54E-06,2.65E-05,2.24E-06,0.000298322,2.80E-06,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",0.001673689,0.001148549,0.002556522,0.000717252,0.000570387,0.001677355,0.002373837,0.000316996,0.002002445,0.000499308,0.000938149,0.001469921,0.001842425,0.002715117,0.001830099,0.000112856,0.93888104,0.014279096,0.009855034,0.001086132,0.004408438,0.000418899,0.008103299,0.000523141,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",0.004448649,0.003910874,0.894891322,0.001891455,0.001409685,0.003329825,0.007631614,0.000789203,0.005741772,0.00124309,0.002335642,0.003620371,0.003236887,0.007548694,0.005670169,0.000280968,0.00533523,0.005406807,0.00365654,0.00225869,0.00854235,0.001042902,0.024474919,0.001302425,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.004448649,0.003910874,0.894891322,0.001891455,0.001409685,0.003329825,0.007631614,0.000789203,0.005741772,0.00124309,0.002335642,0.003620371,0.003236887,0.007548694,0.005670169,0.000280968,0.00533523,0.005406807,0.00365654,0.00225869,0.00854235,0.001042902,0.024474919,0.001302425,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.01274129,0.006806844,0.721416533,0.002870214,0.001615185,0.002054397,0.054886661,0.000904251,0.007137924,0.001424305,0.003123109,0.002647456,0.130289912,0.009913921,0.007142265,0.000321927,0.00591187,0.005193582,0.003781436,0.002587956,0.006766551,0.001194934,0.007775154,0.00149229,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.003870881,0.00340295,0.908292294,0.001645802,0.001226602,0.003494044,0.007228748,0.000686705,0.005047035,0.001081644,0.002032301,0.003166931,0.003207169,0.006568309,0.004933757,0.000244478,0.004642318,0.004704599,0.003181647,0.001965343,0.00657589,0.00226721,0.019400036,0.001133273,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",0.011159402,0.00351449,0.322482079,0.004145306,0.001584134,0.002122617,0.004077662,0.000794099,0.006273624,0.001250803,0.002514064,0.04317579,0.002957307,0.09036009,0.012863798,0.000282712,0.428798199,0.017865015,0.004275568,0.002783138,0.013179081,0.001049373,0.021181323,0.001310507,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",0.010783209,0.011020922,0.016541492,0.008994899,0.002136661,0.805961549,0.003913207,0.001196196,0.009525868,0.003014819,0.006589179,0.03599399,0.009292959,0.015974659,0.01320462,0.000425864,0.006160187,0.006417143,0.004819285,0.003423499,0.006804135,0.001580728,0.014250834,0.001974088,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.028895978,0.017232053,0.05790744,0.008879733,0.006545766,0.022846375,0.03149632,0.003664604,0.372273028,0.005772199,0.027459471,0.064819284,0.01649344,0.034147672,0.027100543,0.001304654,0.02477375,0.025106112,0.016978871,0.010488058,0.039323337,0.004842639,0.145601198,0.006047715,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.047112785,0.022804921,0.050224185,0.009908567,0.005822533,0.012291872,0.020265633,0.003259707,0.027183997,0.005134434,0.010694249,0.013298607,0.53579396,0.038262192,0.028236525,0.001160505,0.025255263,0.021383367,0.014850871,0.010055773,0.032711677,0.004307582,0.054601423,0.005379512,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",0.001765495,0.00121155,0.002696753,0.000756595,0.000601675,0.001769362,0.002504048,0.000334384,0.002112284,0.000526696,0.000989609,0.00155055,0.001988949,0.002864048,0.001930485,0.000119046,0.934395194,0.016340509,0.010187803,0.00116302,0.004650252,0.000441877,0.008548218,0.000551836,"breast cancer, invasive, ductal"
"benign, cyst, na",0.00533525,0.004552777,0.012917237,0.002258566,0.001664786,0.007296993,0.867860675,0.000932019,0.007489996,0.001468044,0.003064965,0.005355626,0.007273194,0.008684782,0.006934028,0.000331813,0.006075805,0.00638524,0.004318239,0.002667429,0.008734304,0.001231629,0.025628412,0.001538116,"benign, cyst, na"
"breast cancer, invasive, ductal",2.11E-05,6.60E-06,9.11E-06,1.37E-05,7.10E-06,1.14E-05,1.41E-05,3.92E-06,2.19E-05,6.17E-06,1.23E-05,1.43E-05,1.25E-05,0.024861043,0.0002444,1.39E-06,0.973204911,0.000629521,0.000285598,2.45E-05,0.000101185,5.18E-06,0.000481487,6.46E-06,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",0.002184945,0.000876878,0.002927364,0.001150562,0.000632337,0.001446176,0.0029759,0.000351425,0.002658703,0.000553538,0.001040042,0.001591154,0.001603032,0.882826865,0.008160683,0.000125113,0.024162658,0.005723479,0.004470959,0.001176754,0.005753516,0.000464395,0.046563685,0.000579959,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",2.16E-05,0.000159357,0.000161835,1.18E-05,3.19E-06,1.35E-06,4.30E-06,1.45E-06,2.72E-05,2.29E-06,4.83E-06,1.29E-05,5.58E-05,0.997260988,0.001451871,5.17E-07,0.000624597,7.18E-05,2.23E-05,8.79E-06,1.80E-05,1.92E-06,6.92E-05,2.40E-06,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",0.028281141,0.014161404,0.04347511,0.007305865,0.004032422,0.016288992,0.011670258,0.002257525,0.015282405,0.005689732,0.007957176,0.010470444,0.542130053,0.050100282,0.031773038,0.000803713,0.054699305,0.033004981,0.072072305,0.006964171,0.013572025,0.002983236,0.021298874,0.003725605,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",0.003095363,0.000803913,0.000767791,0.001037622,0.000269392,0.017656242,0.000189961,0.000150817,0.013181218,0.000237555,0.0056609,0.000827487,0.00632193,0.875004828,0.043665186,5.37E-05,0.024417132,0.000954165,0.00081814,0.000501483,0.001886718,0.000199299,0.002050455,0.000248894,"breast cancer, in situ, ductal"
"atypical, atypical lobular hyperplasia, na",0.03382552,0.482338876,0.018215999,0.004656283,0.002385057,0.151501879,0.004029245,0.001335258,0.02367799,0.002103194,0.063046984,0.003768114,0.114262439,0.014343018,0.015018908,0.000475372,0.008120919,0.013170368,0.005207372,0.003821496,0.008498909,0.001764495,0.022228589,0.002203584,"atypical, atypical lobular hyperplasia, na"
"atypical, fibroadenoma, na",0.005179008,0.004731266,0.878585339,0.002639544,0.001629906,0.009784274,0.009689291,0.000912492,0.008200984,0.002299791,0.002887191,0.006042795,0.012765213,0.007104901,0.006722649,0.000324861,0.005273033,0.005398828,0.004067755,0.0029308,0.007208034,0.001205825,0.012910304,0.001505891,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",0.012275776,0.007227635,0.748813272,0.003347457,0.00251492,0.002330462,0.004104649,0.000942726,0.007441634,0.001484908,0.003134619,0.003192327,0.120536573,0.027727079,0.006408403,0.000335625,0.009050049,0.006717326,0.005513457,0.002928661,0.006394057,0.001245777,0.014776758,0.001555785,"atypical, fibroadenoma, na"
"benign, sclerosing adenosis, na",0.002930168,0.002359968,0.006804907,0.002704583,0.000778066,0.003699416,0.001526595,0.000435595,0.003500578,0.000686115,0.001379064,0.917606533,0.00279811,0.006339115,0.003240737,0.000155079,0.00340455,0.003028634,0.002968128,0.001246669,0.003106519,0.000575623,0.028006308,0.000718865,"benign, sclerosing adenosis, na"
"breast cancer, invasive, ductal",7.87E-05,4.62E-05,6.59E-05,4.07E-05,3.26E-05,6.76E-05,0.000113296,1.80E-05,9.63E-05,2.84E-05,5.31E-05,6.55E-05,6.92E-05,0.013785483,0.000237059,6.41E-06,0.980886459,0.001228854,0.001244576,7.24E-05,0.000434894,2.38E-05,0.001274376,2.97E-05,"breast cancer, invasive, ductal"
"benign, cyst, na",0.010623991,0.009705513,0.031201124,0.004486189,0.003343518,0.01597338,0.748407781,0.001871846,0.016894629,0.002948387,0.005771737,0.009727246,0.019120129,0.014755037,0.013926497,0.000666406,0.009799229,0.011417499,0.008672653,0.005357205,0.01647881,0.002473576,0.033288427,0.003089118,"benign, cyst, na"
"breast cancer, invasive, ductal",7.72E-05,4.45E-05,6.47E-05,4.00E-05,3.20E-05,5.87E-05,0.000111143,1.77E-05,9.45E-05,2.78E-05,5.21E-05,6.42E-05,6.74E-05,0.005397783,0.000232555,6.29E-06,0.989533246,0.001948816,0.000822758,8.02E-05,0.00042663,2.33E-05,0.000747256,2.92E-05,"breast cancer, invasive, ductal"
