Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, cyst, na",1.30E-10,9.27E-09,3.33E-09,3.05E-07,1.15E-08,0.000102973,0.146331817,1.01E-11,1.37E-11,5.63E-10,4.44E-08,3.99E-14,5.76E-12,1.03E-07,1.02E-08,3.99E-08,2.88E-10,1.88E-10,2.86E-10,1.25E-06,5.69E-15,2.84E-11,1.41E-09,4.40E-11,"benign, cyst, na"
"benign, apocrine metaplasia, na",1.41E-06,1.17E-06,1.04E-06,1.60E-06,1.06E-06,0.009952143,2.02E-11,2.37E-06,3.78E-08,1.22E-10,9.25E-08,3.92E-08,0.999982178,1.78E-07,7.15E-07,1.37E-07,6.19E-07,6.79E-06,6.20E-09,6.96E-07,8.47E-07,2.15E-08,1.45E-06,4.88E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",4.53E-09,4.19E-12,0.002902973,2.71E-10,6.96E-08,2.18E-16,1.49E-11,3.68E-11,1.43E-13,1.74E-15,2.96E-10,6.87E-14,2.54E-16,0.999994814,3.08E-09,3.72E-07,6.64E-08,5.35E-12,5.77E-09,3.51E-07,2.33E-10,2.62E-13,9.44E-12,9.06E-10,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",9.03E-12,2.68E-15,2.91E-13,1.83E-10,1.52E-07,1.49E-12,1.70E-09,1.84E-10,1.48E-10,2.57E-11,5.87E-10,2.02E-12,1.13E-16,0.999834359,1.39E-09,1.26E-05,8.45E-06,9.29E-13,4.98E-10,3.68E-06,2.11E-09,2.39E-11,7.04E-08,4.29E-09,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",9.52E-11,1.28E-14,2.20E-12,1.80E-11,2.02E-07,7.94E-17,1.85E-11,8.64E-10,1.69E-11,1.75E-12,2.47E-10,8.94E-08,1.25E-07,0.999959648,9.06E-13,4.35E-08,8.49E-05,1.15E-14,1.84E-13,1.76E-07,2.19E-08,3.25E-15,3.23E-14,3.61E-09,"breast cancer, in situ, ductal"
"benign, sclerosing adenosis, na",0.00980383,4.22E-07,7.21E-06,4.59E-05,2.42E-07,8.59E-09,7.88E-11,2.28E-07,3.64E-05,4.05E-08,5.60E-09,0.948067725,0.000138312,1.99E-09,1.77E-08,2.55E-08,0.001148089,4.89E-08,5.32E-08,1.69E-07,2.13E-08,7.25E-12,1.15E-08,4.06E-09,"benign, sclerosing adenosis, na"
"atypical, fibroadenoma, na",1.26E-06,2.01E-06,0.999999523,1.00E-07,3.38E-07,1.43E-09,1.48E-06,1.47E-05,2.85E-07,1.17E-09,9.56E-07,9.24E-08,6.44E-11,9.86E-08,6.40E-06,7.83E-08,8.84E-05,4.67E-05,1.76E-09,4.58E-06,2.87E-07,1.35E-06,5.32E-07,2.74E-06,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",6.40E-09,0.935646236,5.48E-07,3.03E-06,3.92E-06,2.44E-15,4.83E-07,2.58E-06,1.81E-09,3.32E-12,7.35E-08,0.000175335,4.79E-10,4.74E-06,0.005622397,1.53E-06,2.85E-08,3.08E-05,6.54E-09,1.20E-07,4.99E-12,3.65E-07,5.00E-05,3.62E-07,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",2.29E-12,6.73E-16,1.70E-12,3.15E-11,8.57E-07,3.83E-12,1.47E-10,4.48E-10,1.84E-13,3.07E-10,3.93E-11,2.81E-12,5.93E-14,0.001023973,9.82E-18,5.69E-08,0.999797106,2.49E-10,9.24E-09,5.28E-07,1.56E-07,1.63E-12,1.16E-12,3.88E-09,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",3.45E-06,3.48E-06,1.17E-06,0.000144599,2.05E-05,9.95E-10,1.06E-09,1.36E-07,2.72E-05,0.973615229,0.002036432,5.78E-10,0.00266745,1.39E-07,0.002626895,1.19E-06,1.69E-09,3.99E-07,2.05E-10,8.03E-06,5.44E-11,7.44E-08,1.75E-10,3.01E-08,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",2.25E-06,2.23E-07,1.44E-05,7.61E-08,2.41E-08,0.027361484,6.70E-16,4.64E-08,5.43E-12,2.04E-09,5.80E-11,9.35E-06,0.765316248,5.15E-09,1.57E-07,5.83E-08,1.05E-06,4.39E-06,2.64E-07,1.89E-07,1.65E-12,1.29E-11,1.03E-11,2.73E-08,"benign, usual ductal hyperplasia, na"
"benign, cyst, na",8.26E-09,2.40E-07,3.36E-07,5.55E-08,3.50E-06,1.33E-06,0.999998033,1.48E-05,6.19E-07,4.35E-07,5.80E-06,1.27E-08,1.47E-07,1.63E-07,1.02E-07,1.38E-07,4.79E-06,3.35E-06,7.27E-10,8.94E-06,4.40E-08,1.84E-07,4.47E-07,3.47E-06,"benign, cyst, na"
"benign, sclerosing adenosis, na",2.92E-05,4.98E-06,0.013372688,4.93E-08,1.07E-06,1.21E-06,6.13E-07,0.003445464,5.25E-05,2.35E-07,2.95E-07,0.999999344,1.06E-05,1.32E-07,6.21E-05,3.11E-06,0.003578283,0.000282872,0.001139656,3.18E-06,3.19E-07,1.59E-07,0.00057452,0.000326399,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",2.26E-08,0.534728587,2.03E-10,1.85E-07,5.04E-08,6.26E-10,2.30E-07,4.14E-10,3.79E-14,5.66E-12,9.42E-08,6.60E-15,9.35E-11,4.81E-07,2.61E-08,8.10E-09,1.45E-10,1.43E-09,5.27E-13,3.91E-08,1.28E-13,1.40E-09,1.57E-07,7.00E-12,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.999542236,6.80E-06,6.68E-08,6.61E-09,3.65E-06,7.52E-11,1.48E-07,5.36E-06,0.000545949,1.08E-06,9.37E-08,3.35E-10,1.51E-09,6.70E-07,1.10E-07,1.35E-08,1.44E-05,4.76E-08,6.08E-09,9.86E-07,1.00E-05,9.44E-09,1.10E-05,3.29E-09,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",3.87E-13,3.25E-09,1.80E-08,1.13E-09,1.62E-07,7.39E-13,1.01E-10,3.69E-08,1.19E-10,5.92E-12,5.00E-08,9.27E-11,6.57E-11,6.88E-09,0.210845634,0.000197541,3.40E-08,0.998013437,2.76E-08,0.000309985,5.31E-20,4.03E-07,1.86E-11,2.43E-07,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",3.23E-11,1.10E-16,4.63E-13,7.74E-10,1.21E-08,2.23E-15,6.30E-13,8.64E-12,4.43E-14,1.59E-12,8.54E-13,5.98E-12,5.30E-17,0.587144315,5.05E-16,1.58E-07,0.997973144,5.85E-14,9.85E-13,8.52E-08,1.13E-07,5.32E-14,5.38E-13,1.00E-11,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",1.30E-12,2.62E-11,2.04E-10,2.13E-09,0.000130273,2.97E-10,1.56E-08,4.37E-07,2.89E-11,1.59E-10,1.04E-08,1.70E-11,2.04E-12,0.999974728,8.92E-07,8.67E-06,2.90E-09,7.10E-11,5.32E-11,2.78E-05,1.79E-05,1.25E-07,1.84E-07,1.59E-05,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",9.35E-07,7.54E-07,0.999995053,5.15E-08,1.33E-06,7.44E-10,7.91E-06,6.92E-05,3.47E-07,1.67E-09,5.35E-07,8.11E-08,6.35E-10,5.85E-07,4.45E-07,4.73E-08,1.37E-05,3.74E-05,2.23E-09,4.46E-06,8.70E-07,1.62E-07,4.54E-06,4.08E-06,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",1.40E-13,5.77E-17,4.40E-13,9.17E-11,1.03E-06,7.77E-16,1.29E-10,2.04E-11,2.91E-13,1.22E-09,1.60E-11,2.99E-13,7.98E-16,3.84E-06,1.70E-18,4.99E-07,0.994807303,4.94E-11,3.99E-10,0.266836107,2.96E-12,1.39E-13,6.62E-12,1.91E-11,"breast cancer, invasive, ductal"
"atypical, atypical ductal hyperplasia, na",0.999997497,1.44E-05,3.77E-07,1.72E-06,3.33E-07,4.42E-14,6.81E-12,5.94E-08,5.27E-10,3.32E-09,5.13E-05,2.40E-08,9.30E-13,2.79E-05,1.82E-06,1.74E-08,2.20E-06,6.54E-10,2.20E-10,6.70E-08,3.01E-08,3.38E-10,5.42E-09,2.36E-12,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",3.48E-07,1.43E-06,2.34E-05,1.21E-07,1.70E-06,0.000202972,0.999960244,6.50E-05,4.19E-06,9.35E-07,1.84E-05,1.44E-06,2.05E-05,1.33E-08,3.74E-07,2.66E-07,5.27E-05,5.39E-05,8.25E-08,9.11E-06,4.11E-07,7.16E-07,1.22E-05,1.27E-05,"benign, cyst, na"
"benign, cyst, na",3.15E-08,9.36E-08,4.11E-05,2.63E-07,5.64E-07,0.348549515,0.969536662,5.35E-07,6.76E-07,3.12E-08,5.09E-05,3.72E-08,1.43E-07,3.45E-06,1.81E-07,3.22E-07,2.11E-08,3.01E-08,1.04E-08,5.30E-06,7.07E-09,7.92E-09,1.36E-05,4.73E-07,"benign, cyst, na"
"benign, cyst, na",5.39E-07,5.36E-06,1.21E-05,2.96E-08,9.77E-06,1.84E-07,0.986537755,3.93E-05,1.89E-07,1.17E-06,1.06E-06,1.44E-10,3.70E-09,1.85E-07,1.46E-09,9.50E-08,3.81E-07,1.11E-09,2.01E-11,3.10E-06,3.30E-11,4.48E-11,2.09E-05,2.56E-09,"benign, cyst, na"
"breast cancer, in situ, ductal",1.16E-11,6.56E-14,7.29E-12,3.68E-11,1.76E-07,9.64E-11,2.03E-10,1.18E-10,8.90E-10,1.20E-13,3.06E-09,8.26E-11,2.41E-18,1,4.24E-09,3.69E-06,1.44E-07,3.75E-16,1.10E-10,4.43E-07,2.68E-08,2.50E-12,1.76E-13,3.23E-08,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",2.91E-07,0.000428396,5.78E-06,3.65E-07,3.39E-07,0.960304618,7.78E-09,0.000190475,1.30E-12,5.31E-08,1.91E-10,1.34E-07,1.45E-09,4.89E-06,7.22E-09,9.10E-07,3.52E-08,1.48E-08,1.70E-08,1.27E-06,1.07E-09,1.11E-09,0.09365394,4.03E-08,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",3.05E-05,3.27E-07,9.22E-06,3.51E-07,6.48E-05,3.38E-11,1.14E-08,4.26E-05,2.91E-07,1.93E-06,4.44E-07,5.85E-07,1,7.76E-10,4.16E-09,1.48E-08,8.42E-05,2.47E-05,2.58E-09,2.00E-06,6.55E-06,1.12E-09,1.29E-06,6.74E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.11E-15,3.59E-11,1.23E-15,2.59E-11,2.67E-07,6.25E-15,1.20E-11,1.30E-11,3.88E-17,2.00E-10,9.34E-12,2.36E-14,7.89E-18,3.81E-08,4.45E-22,2.94E-08,0.99999994,4.34E-11,1.18E-10,1.99E-08,3.34E-12,6.22E-14,4.05E-11,1.53E-11,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",1.96E-11,2.43E-11,1.88E-09,5.05E-12,6.54E-07,1.19E-10,3.43E-09,2.16E-09,1.42E-11,3.24E-13,2.74E-09,1.94E-09,2.69E-19,0.999812245,1.16E-09,7.69E-06,2.96E-07,9.75E-12,1.26E-05,3.00E-07,3.84E-10,2.50E-10,7.39E-05,4.34E-07,"breast cancer, in situ, ductal"
"breast cancer, na, na",9.58E-09,2.15E-08,2.05E-06,8.52E-07,2.98E-06,5.66E-05,4.15E-06,4.44E-05,2.11E-07,6.54E-07,3.23E-07,3.09E-06,5.81E-07,5.46E-08,2.67E-08,0.00072663,1.74E-05,6.93E-05,0.000148227,0.000139887,1.18E-07,2.43E-06,0.999989748,4.57E-06,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",2.79E-08,0.964810848,4.05E-10,6.19E-12,2.79E-05,5.65E-12,5.17E-05,4.50E-05,1.20E-09,4.74E-10,9.37E-06,2.09E-13,1.40E-15,0.000167308,5.00E-06,7.04E-07,7.94E-09,2.47E-06,9.45E-11,7.54E-06,1.01E-11,3.37E-05,0.000242945,1.51E-06,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",3.13E-06,4.79E-05,8.70E-05,0.000729276,4.10E-06,9.13E-05,6.45E-09,7.07E-06,1.91E-07,0.998345315,0.000716182,2.21E-05,1.51E-07,2.48E-08,0.000206996,8.34E-06,5.37E-07,3.50E-06,1.83E-07,9.18E-06,2.93E-09,1.58E-06,2.96E-07,1.36E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",3.37E-07,7.99E-07,0.999998689,2.05E-07,5.90E-07,8.35E-10,4.87E-07,3.10E-05,3.35E-07,3.04E-10,2.16E-07,3.23E-08,4.99E-13,4.15E-08,1.56E-07,5.03E-08,1.88E-05,0.000139985,1.85E-09,2.12E-06,1.96E-07,2.04E-07,0.000370496,9.84E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",1.59E-09,1.30E-07,3.23E-06,4.53E-09,5.00E-06,1.09E-06,2.69E-07,5.35E-05,1.73E-07,5.32E-08,2.16E-07,8.93E-07,1.74E-05,3.76E-14,5.24E-06,6.59E-07,0.00238413,0.99958849,9.01E-05,4.01E-05,3.48E-12,1.41E-05,3.44E-07,4.68E-05,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",9.45E-13,6.78E-15,2.72E-12,6.39E-12,1.20E-07,2.92E-12,1.62E-11,1.62E-11,5.73E-14,5.46E-11,9.96E-12,7.94E-12,1.98E-16,4.83E-07,1.83E-18,9.05E-08,0.999995887,1.37E-09,1.20E-05,1.96E-07,3.00E-11,2.06E-13,8.51E-12,1.79E-10,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",3.35E-07,0.993688822,1.09E-07,2.54E-09,6.67E-08,8.65E-09,2.63E-10,1.51E-07,2.14E-11,3.62E-11,1.33E-06,0.017877931,1.29E-12,1.93E-05,0.003115803,2.91E-06,8.54E-08,1.43E-06,2.87E-05,8.73E-08,2.54E-16,1.18E-08,1.06E-10,1.11E-07,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",4.84E-06,2.10E-06,0.000111837,4.02E-06,5.31E-08,0.997404695,1.19E-10,1.07E-05,3.10E-08,2.86E-07,2.88E-06,0.000103269,2.53E-06,6.19E-08,2.98E-07,9.49E-07,8.66E-05,1.12E-06,1.18E-08,7.22E-07,2.94E-08,1.75E-08,5.14E-06,4.03E-07,"benign, apocrine metaplasia, na"
"breast cancer, na, na",1.19E-06,2.18E-07,0.000603611,6.05E-08,6.67E-06,0.00213274,9.44E-05,0.014120034,1.78E-05,6.61E-07,8.72E-07,0.000456031,0.000189171,9.01E-08,4.41E-06,1.33E-06,4.69E-05,0.00418469,2.59E-05,4.05E-05,0.010956786,0.000596701,0.806063294,0.001430423,"breast cancer, na, na"
"breast cancer, invasive, lobular",3.61E-10,1.03E-07,2.50E-06,1.07E-09,2.79E-06,1.10E-07,7.81E-08,1.94E-05,1.14E-08,6.59E-09,3.12E-08,4.73E-08,4.60E-06,4.57E-14,2.54E-05,3.45E-07,2.87E-07,0.999904692,0.000265784,0.000253323,7.57E-13,5.01E-05,0.000125156,1.66E-05,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",6.07E-05,7.26E-07,1.52E-05,2.50E-07,1.75E-05,3.72E-13,1.91E-09,3.41E-05,0.00142866,6.95E-11,7.64E-07,0.544103861,0.997617841,7.48E-08,1.58E-05,1.25E-07,2.45E-05,3.58E-05,2.15E-08,8.78E-07,2.53E-08,1.13E-09,8.75E-07,8.60E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",2.76E-13,1.35E-13,1.14E-13,5.71E-08,2.93E-07,8.92E-15,7.01E-14,7.97E-11,5.63E-15,7.49E-12,3.57E-11,1.46E-09,6.12E-11,1,7.61E-13,1.44E-06,1.09E-05,1.87E-17,7.04E-16,1.14E-07,1.02E-09,1.36E-15,1.82E-15,8.72E-10,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.21E-10,2.20E-13,8.06E-10,1.50E-09,3.09E-06,1.36E-09,1.19E-08,1.62E-07,4.01E-10,1.57E-06,6.98E-10,1.94E-09,2.77E-09,5.22E-13,3.32E-17,1.27E-08,0.999999225,2.71E-05,1.13E-06,3.32E-06,1.28E-06,4.40E-10,6.07E-09,3.63E-08,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",2.37E-06,2.54E-06,0.999999642,4.74E-08,8.39E-07,1.03E-09,2.58E-06,0.00011523,1.17E-07,1.18E-09,6.39E-07,1.80E-07,3.34E-10,7.56E-07,5.89E-07,4.78E-08,2.44E-05,5.15E-05,3.46E-09,3.63E-06,1.41E-06,2.62E-07,5.90E-06,5.19E-06,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",2.37E-06,2.54E-06,0.999999642,4.74E-08,8.39E-07,1.03E-09,2.58E-06,0.00011523,1.17E-07,1.18E-09,6.39E-07,1.80E-07,3.34E-10,7.56E-07,5.89E-07,4.78E-08,2.44E-05,5.15E-05,3.46E-09,3.63E-06,1.41E-06,2.62E-07,5.90E-06,5.19E-06,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",6.92E-06,7.96E-07,0.998946071,1.25E-07,1.59E-06,2.13E-14,0.000251335,1.90E-07,7.25E-09,1.82E-10,5.33E-06,1.57E-12,0.000235249,1.51E-07,4.51E-08,4.72E-09,6.24E-07,1.49E-06,5.21E-12,1.59E-06,1.24E-08,8.35E-10,8.16E-10,1.33E-08,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",2.73E-07,1.69E-05,0.999993742,1.96E-08,1.25E-06,1.80E-09,2.57E-06,0.000100519,6.04E-08,5.35E-09,1.12E-05,5.66E-09,6.01E-12,3.59E-06,3.43E-06,4.15E-08,4.13E-06,8.02E-07,1.78E-10,2.52E-05,1.43E-06,9.89E-05,1.24E-08,1.77E-06,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",9.63E-07,1.47E-11,0.001570431,1.09E-07,2.53E-07,2.55E-21,1.61E-10,1.23E-10,4.64E-12,1.20E-12,3.64E-10,1.24E-11,1.76E-16,0.140024439,4.80E-11,2.26E-09,0.009173838,1.14E-11,1.23E-14,7.65E-08,1.12E-08,5.38E-14,3.63E-17,4.65E-12,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",1.12E-07,4.95E-07,0.000523638,8.85E-06,1.26E-07,1,4.88E-09,9.54E-06,7.59E-08,0.000247462,5.96E-05,0.040179133,3.14E-06,1.43E-07,4.58E-07,7.63E-07,6.87E-05,5.02E-07,1.36E-07,3.98E-06,1.06E-08,1.40E-08,1.76E-11,1.76E-05,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.00174025,1.01E-06,2.45E-05,8.82E-08,3.21E-06,3.88E-06,3.01E-05,9.87E-05,0.997756064,4.73E-06,0.005798836,1.99E-05,4.62E-10,2.34E-09,7.00E-05,1.55E-06,3.75E-05,2.55E-05,4.49E-08,9.72E-06,2.01E-08,9.67E-07,0.003181051,1.44E-06,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.001543412,9.90E-07,0.000324471,4.44E-07,1.36E-05,5.73E-07,1.74E-07,0.000242371,2.80E-06,1.82E-07,5.90E-06,2.79E-06,0.999105692,8.76E-09,3.83E-07,9.77E-08,0.000550889,0.000456053,1.55E-07,3.20E-06,0.00042498,7.31E-07,1.71E-05,8.02E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.30E-10,2.11E-13,1.43E-09,1.04E-09,2.91E-06,5.06E-09,1.35E-08,1.94E-07,5.00E-10,1.17E-06,1.14E-09,3.12E-09,9.86E-09,1.69E-12,2.15E-16,1.33E-08,0.999991119,0.000142121,2.97E-06,5.81E-06,6.09E-07,7.02E-10,1.20E-09,1.41E-07,"breast cancer, invasive, ductal"
"benign, cyst, na",2.73E-08,5.38E-07,4.86E-07,4.24E-08,2.51E-06,6.97E-06,0.999992073,1.53E-05,2.37E-07,5.44E-07,3.82E-05,6.44E-09,3.54E-06,1.47E-06,5.36E-07,4.13E-07,1.28E-07,1.91E-06,6.17E-09,9.05E-06,2.17E-08,1.73E-07,1.22E-05,4.73E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",4.97E-14,7.90E-18,1.58E-13,2.59E-09,4.70E-08,1.12E-13,1.80E-11,1.58E-12,4.29E-15,2.61E-11,1.79E-12,1.17E-14,5.60E-16,8.97E-08,1.53E-19,2.91E-08,0.999999881,1.67E-10,4.18E-12,1.19E-07,9.92E-11,2.93E-14,1.97E-14,2.75E-12,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",4.21E-10,1.69E-12,2.10E-10,1.66E-09,6.89E-07,7.44E-10,1.01E-09,1.47E-08,1.03E-10,2.05E-12,7.09E-10,9.40E-11,1.36E-14,0.999999225,5.40E-07,1.57E-05,2.31E-07,3.47E-11,7.43E-09,3.81E-07,1.28E-07,4.34E-10,6.64E-09,4.14E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",9.49E-13,1.09E-11,1.92E-09,2.26E-10,2.33E-07,1.45E-18,1.13E-12,5.14E-13,3.50E-14,7.73E-19,1.76E-10,9.99E-19,2.86E-19,1,2.01E-06,8.65E-07,2.01E-10,4.18E-12,3.48E-14,1.91E-07,1.40E-12,1.06E-11,1.19E-14,5.00E-10,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",1.69E-05,1.71E-07,0.000193402,1.61E-07,1.14E-06,0.001048804,9.54E-11,7.41E-08,3.16E-09,8.53E-07,1.48E-06,1.84E-08,0.967110515,1.23E-07,3.62E-07,9.50E-07,4.93E-06,1.05E-07,3.91E-06,3.43E-06,1.75E-11,7.36E-11,1.65E-10,3.74E-08,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",7.04E-09,1.57E-12,3.78E-12,1.81E-08,1.52E-07,3.64E-09,1.42E-13,1.80E-11,4.48E-08,2.03E-11,2.46E-05,5.02E-14,1.50E-13,1,0.009028829,1.42E-05,2.39E-10,2.14E-15,9.60E-15,1.28E-05,3.16E-08,3.49E-09,5.87E-19,4.54E-10,"breast cancer, in situ, ductal"
