Single Label  Derived,"atypical, atypical ductal hyperplasia, na","atypical, atypical lobular hyperplasia, na","atypical, fibroadenoma, na","atypical, flat epithelial atypia, na","atypical, phyllodes, na","benign, apocrine metaplasia, na","benign, cyst, na","benign, mastitis, na","benign, papilloma, na","benign, pseudoangiomatous stromal hyperplasia, na","benign, radial scar, na"," benign, sclerosing adenosis, na","benign, usual ductal hyperplasia, na","breast cancer, in situ, ductal","breast cancer, in situ, lobular","breast cancer, in situ, na","breast cancer, invasive, ductal","breast cancer, invasive, lobular","breast cancer, invasive, na","breast cancer, metastasis, na","breast cancer, na, ductal","breast cancer, na, lobular","breast cancer, na, na","lymphoma, na, na",Scored Labels
"benign, sclerosing adenosis, na",0.239348292,6.19E-06,4.71E-07,2.89E-06,1.20E-06,8.79E-07,6.42E-08,3.75E-09,2.56E-05,4.45E-07,3.00E-07,0.020684071,0.214931935,4.83E-06,3.70E-08,7.86E-07,0.001191891,3.77E-07,4.47E-09,1.43E-06,4.68E-07,2.44E-08,3.14E-07,1.96E-06,"atypical, atypical ductal hyperplasia, na"
"atypical, fibroadenoma, na",5.55E-09,2.04E-07,0.99998945,1.23E-07,3.36E-08,2.91E-09,7.27E-09,4.03E-10,2.57E-08,6.45E-09,8.27E-08,3.63E-08,2.27E-08,1.63E-09,1.90E-07,5.79E-09,1.34E-05,1.85E-07,8.56E-12,3.12E-07,7.87E-09,8.53E-07,9.39E-07,8.98E-08,"atypical, fibroadenoma, na"
"atypical, atypical lobular hyperplasia, na",2.47E-06,0.964274466,8.05E-06,2.26E-05,1.44E-06,6.62E-07,1.68E-05,4.77E-08,4.60E-07,3.48E-08,1.27E-06,0.002770213,1.26E-05,0.000114239,0.003950456,1.83E-06,4.32E-07,2.72E-05,1.14E-07,4.00E-06,6.52E-09,4.80E-06,2.82E-05,1.52E-06,"atypical, atypical lobular hyperplasia, na"
"breast cancer, invasive, ductal",3.57E-10,7.24E-12,6.79E-10,1.47E-09,5.92E-07,4.57E-12,2.72E-08,5.15E-11,2.44E-08,3.33E-10,3.22E-08,7.29E-12,5.89E-12,0.000402049,1.91E-10,1.81E-06,0.99914521,1.64E-09,4.61E-08,1.68E-07,1.86E-06,4.25E-08,8.93E-13,2.42E-07,"breast cancer, invasive, ductal"
"benign, pseudoangiomatous stromal hyperplasia, na",5.96E-07,4.53E-07,8.24E-06,0.002197473,4.77E-06,1.51E-08,1.36E-07,6.11E-08,0.000437341,0.746483207,0.000382405,5.44E-08,0.004904808,2.59E-05,0.002343769,7.49E-06,1.15E-08,3.86E-08,2.53E-08,2.11E-05,6.92E-08,2.52E-06,1.68E-07,1.76E-05,"benign, pseudoangiomatous stromal hyperplasia, na"
"benign, apocrine metaplasia, na",2.42E-08,2.73E-07,0.000298217,7.80E-06,3.20E-08,0.044040404,1.58E-09,4.23E-11,1.68E-11,7.66E-09,3.33E-08,0.00041565,0.004504449,2.45E-09,4.13E-05,2.70E-08,3.23E-07,3.48E-08,1.00E-07,4.73E-08,3.69E-09,1.55E-08,2.57E-08,6.29E-08,"benign, apocrine metaplasia, na"
"benign, cyst, na",9.24E-09,1.45E-07,1.90E-07,4.09E-08,1.60E-06,5.92E-08,0.999996901,1.93E-07,1.84E-06,2.94E-07,2.18E-06,5.25E-08,7.51E-09,1.76E-08,6.38E-08,5.44E-07,1.96E-08,2.59E-08,2.57E-07,5.51E-08,4.04E-08,1.03E-08,8.76E-08,6.35E-07,"benign, cyst, na"
"benign, sclerosing adenosis, na",1.95E-06,2.65E-05,0.000845015,6.30E-06,1.49E-06,2.32E-06,5.58E-05,5.76E-07,5.28E-06,5.16E-07,4.15E-07,0.999960005,0.0001296,4.06E-05,3.96E-05,6.48E-07,0.00061616,1.11E-05,9.80E-06,4.41E-06,1.32E-06,4.06E-07,0.000116693,5.42E-06,"benign, sclerosing adenosis, na"
"atypical, atypical lobular hyperplasia, na",8.78E-07,0.749941826,9.13E-09,6.79E-08,8.91E-08,7.15E-06,4.35E-06,5.99E-10,6.26E-10,2.61E-08,9.25E-06,2.93E-08,5.20E-07,2.44E-05,1.29E-06,2.78E-08,4.79E-11,7.54E-09,6.54E-10,7.86E-08,1.10E-11,2.41E-08,1.73E-07,1.75E-08,"atypical, atypical lobular hyperplasia, na"
"atypical, atypical ductal hyperplasia, na",0.999756098,1.44E-06,1.51E-08,1.79E-07,1.79E-06,2.05E-07,1.23E-07,5.40E-07,0.000146379,4.54E-06,1.67E-07,3.12E-09,5.08E-08,1.54E-05,3.03E-07,2.37E-06,1.66E-06,2.12E-08,4.04E-09,1.02E-06,6.60E-08,1.92E-07,8.57E-07,8.17E-07,"atypical, atypical ductal hyperplasia, na"
"breast cancer, invasive, lobular",1.32E-07,3.09E-06,4.64E-08,7.23E-10,2.05E-07,1.15E-07,3.64E-08,1.06E-08,1.49E-06,2.17E-09,9.96E-07,1.72E-10,6.96E-09,3.26E-05,0.001083813,3.26E-06,1.42E-08,0.969803095,1.87E-07,9.33E-06,3.42E-12,4.64E-06,1.14E-08,3.70E-07,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",4.19E-10,2.59E-12,5.93E-09,9.94E-10,2.58E-08,1.29E-13,4.75E-09,8.28E-13,2.47E-09,2.56E-10,5.95E-10,3.57E-09,1.94E-09,0.997934759,1.07E-07,2.39E-07,0.031628292,2.90E-12,1.20E-09,1.95E-07,6.50E-07,3.26E-09,5.74E-12,9.49E-08,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",1.87E-10,5.72E-10,1.66E-09,1.19E-09,4.99E-06,5.22E-10,5.60E-07,4.59E-08,8.74E-09,2.49E-09,1.18E-07,4.65E-10,3.11E-11,0.862465382,1.72E-05,1.04E-07,8.40E-08,5.55E-09,4.18E-09,2.36E-07,0.00171942,4.28E-07,3.93E-06,2.44E-07,"breast cancer, in situ, ductal"
"atypical, fibroadenoma, na",4.08E-07,7.99E-07,0.999901235,5.59E-07,6.75E-07,6.95E-08,1.67E-06,3.22E-05,4.47E-07,5.46E-08,3.37E-07,2.24E-07,3.81E-07,1.83E-06,1.92E-07,1.81E-07,1.19E-06,2.47E-06,9.76E-09,3.81E-07,3.05E-07,1.33E-06,8.67E-07,4.71E-07,"atypical, fibroadenoma, na"
"breast cancer, metastasis, na",2.07E-07,3.62E-09,2.41E-08,4.21E-07,8.56E-08,1.74E-09,1.94E-07,1.05E-08,2.00E-05,7.83E-09,2.25E-06,5.44E-08,6.62E-10,0.000224027,3.57E-08,2.93E-06,0.873625994,4.13E-07,1.00E-09,0.962490678,6.08E-06,7.00E-08,1.15E-06,1.85E-06,"breast cancer, metastasis, na"
"atypical, atypical ductal hyperplasia, na",0.999994338,2.66E-06,1.05E-07,8.14E-07,8.66E-07,6.61E-07,7.76E-09,2.11E-08,3.30E-08,1.72E-06,2.36E-06,3.13E-08,1.47E-07,2.34E-06,1.06E-07,6.94E-07,8.01E-07,1.77E-07,1.41E-09,5.70E-07,3.17E-07,2.40E-07,2.02E-08,1.92E-06,"atypical, atypical ductal hyperplasia, na"
"benign, cyst, na",1.37E-07,1.08E-06,2.50E-06,3.02E-07,4.21E-06,3.16E-06,0.999993443,3.75E-07,4.06E-06,1.24E-06,7.52E-06,1.52E-06,6.93E-07,2.73E-07,1.25E-06,4.59E-06,8.58E-07,4.60E-07,2.72E-06,5.49E-07,3.70E-07,1.39E-07,1.34E-06,5.02E-06,"benign, cyst, na"
"benign, cyst, na",8.61E-08,3.08E-07,1.24E-06,5.85E-08,3.32E-06,0.997632146,0.012573816,7.76E-09,1.78E-07,2.09E-06,3.94E-06,1.11E-06,2.74E-08,1.70E-08,2.68E-06,4.55E-07,8.09E-08,5.38E-08,1.72E-06,5.90E-08,2.20E-07,1.10E-07,7.88E-06,5.13E-08,"benign, apocrine metaplasia, na"
"benign, cyst, na",1.52E-08,1.90E-08,0.000209845,5.22E-08,1.06E-06,2.04E-07,0.994621575,4.22E-06,2.07E-06,2.80E-07,1.02E-06,1.70E-07,1.39E-08,7.51E-09,9.44E-09,1.04E-07,1.72E-07,4.57E-09,6.66E-08,1.02E-08,1.06E-08,2.07E-10,2.45E-06,2.88E-08,"benign, cyst, na"
"breast cancer, in situ, ductal",1.15E-08,4.78E-08,5.75E-09,5.89E-09,7.89E-07,1.17E-09,3.80E-08,3.23E-10,6.17E-06,1.65E-09,2.18E-07,1.81E-08,9.37E-12,1,2.17E-05,2.19E-06,3.02E-07,1.76E-10,1.97E-10,4.13E-07,4.58E-09,1.06E-07,3.66E-08,3.89E-07,"breast cancer, in situ, ductal"
"benign, apocrine metaplasia, na",3.90E-08,4.15E-05,5.02E-06,3.81E-07,1.83E-07,0.880602479,1.40E-06,6.47E-05,6.45E-10,4.28E-06,3.33E-07,3.06E-08,2.00E-05,7.79E-07,6.10E-07,6.43E-08,2.45E-09,7.02E-08,4.16E-07,2.21E-07,9.42E-06,1.13E-08,1.87E-06,5.70E-08,"benign, apocrine metaplasia, na"
"benign, usual ductal hyperplasia, na",3.52E-06,7.39E-07,7.09E-08,1.74E-07,1.44E-06,4.17E-09,1.28E-08,2.76E-08,4.31E-08,1.10E-06,2.17E-07,8.34E-07,0.999999881,1.97E-07,2.13E-08,4.08E-07,1.66E-06,9.51E-07,3.26E-09,5.55E-07,7.49E-08,4.49E-08,4.63E-07,2.94E-07,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",1.09E-11,1.64E-07,1.57E-11,8.68E-11,1.51E-08,1.97E-12,1.76E-10,1.21E-11,6.12E-13,4.71E-10,4.21E-10,2.24E-13,1.24E-14,2.15E-07,3.93E-12,8.91E-09,0.999655068,1.05E-11,4.77E-09,1.23E-08,5.53E-11,7.66E-09,2.12E-10,1.45E-09,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",2.44E-09,9.59E-07,3.49E-08,2.62E-08,3.95E-07,5.12E-07,1.10E-06,3.66E-10,1.32E-08,1.81E-10,1.36E-06,3.23E-05,5.20E-14,0.99929297,9.61E-08,1.71E-06,5.21E-05,6.94E-09,1.82E-06,7.78E-07,2.29E-09,2.51E-07,0.000407786,1.53E-06,"breast cancer, in situ, ductal"
"breast cancer, na, na",6.61E-08,1.86E-08,4.12E-07,3.14E-07,2.00E-06,3.64E-06,1.49E-06,1.13E-08,5.87E-07,1.39E-06,9.70E-08,1.08E-06,1.01E-07,3.66E-09,7.71E-09,3.74E-05,4.54E-09,1.50E-05,5.33E-06,6.95E-07,1.14E-07,7.16E-07,0.999994457,4.01E-07,"breast cancer, na, na"
"atypical, atypical lobular hyperplasia, na",1.46E-05,0.386370242,3.16E-08,1.15E-08,4.85E-06,2.10E-09,2.26E-06,0.001748888,2.68E-05,9.19E-07,1.22E-05,4.63E-10,1.43E-10,0.0003003,7.56E-07,2.42E-06,2.58E-06,0.000322009,1.53E-08,7.99E-06,7.14E-11,9.82E-05,9.55E-05,1.08E-06,"atypical, atypical lobular hyperplasia, na"
"benign, pseudoangiomatous stromal hyperplasia, na",1.99E-06,1.79E-05,5.12E-05,0.000457449,1.94E-05,4.13E-05,6.84E-07,5.45E-07,1.14E-05,0.999234319,0.000467169,2.21E-06,6.01E-07,1.34E-06,0.000152136,7.37E-06,2.09E-06,3.78E-07,1.35E-06,1.20E-06,1.46E-06,5.92E-06,4.26E-06,6.40E-06,"benign, pseudoangiomatous stromal hyperplasia, na"
"atypical, fibroadenoma, na",1.51E-08,6.46E-08,0.999992967,6.35E-07,7.08E-08,5.10E-09,7.50E-08,2.13E-08,1.75E-06,2.41E-09,2.47E-08,1.44E-08,1.15E-08,4.86E-09,1.18E-08,1.05E-08,1.02E-06,5.79E-07,1.31E-09,6.09E-08,1.07E-08,7.23E-08,2.72E-06,3.60E-08,"atypical, fibroadenoma, na"
"breast cancer, invasive, lobular",3.55E-08,5.40E-06,2.36E-06,8.04E-08,3.35E-06,1.18E-05,1.56E-06,2.51E-07,4.75E-06,4.75E-08,7.26E-07,5.28E-08,5.16E-07,1.75E-10,0.000216593,2.34E-06,6.55E-05,0.999942362,4.85E-05,1.59E-05,5.93E-08,2.99E-05,1.17E-06,3.25E-06,"breast cancer, invasive, lobular"
"breast cancer, invasive, ductal",3.48E-10,1.81E-11,2.85E-08,4.44E-09,2.40E-07,1.82E-10,9.33E-08,2.46E-12,6.24E-09,3.78E-10,7.18E-09,6.28E-09,8.27E-13,8.81E-08,1.54E-11,1.46E-07,0.999999881,1.34E-08,1.08E-06,5.13E-07,9.76E-08,4.43E-09,8.88E-11,1.51E-07,"breast cancer, invasive, ductal"
"atypical, atypical lobular hyperplasia, na",1.37E-06,0.743209302,7.60E-06,1.19E-06,6.57E-07,3.75E-06,1.07E-05,1.78E-08,1.59E-07,2.53E-08,2.08E-05,0.401138842,1.96E-08,2.53E-05,0.000538319,2.05E-07,4.77E-06,6.30E-06,3.15E-06,6.60E-06,1.64E-10,3.01E-07,1.60E-08,3.93E-07,"atypical, atypical lobular hyperplasia, na"
"benign, apocrine metaplasia, na",1.28E-07,6.56E-06,1.76E-06,7.65E-07,2.08E-07,0.9998312,5.44E-09,2.32E-08,1.54E-08,3.49E-07,6.77E-07,5.02E-05,4.50E-06,7.17E-07,7.01E-07,2.88E-07,1.01E-05,5.82E-07,2.05E-08,4.75E-07,6.65E-08,3.39E-07,5.07E-06,6.62E-07,"benign, apocrine metaplasia, na"
"breast cancer, na, na",2.87E-06,1.66E-06,0.000114549,8.70E-06,3.09E-05,0.000371483,8.47E-05,0.001577155,2.33E-05,1.81E-05,2.83E-06,0.000376933,4.38E-05,6.68E-06,4.09E-06,2.94E-05,2.72E-05,0.000528247,0.000230324,7.18E-05,0.009641746,6.85E-05,0.811545312,2.72E-05,"breast cancer, na, na"
"breast cancer, invasive, lobular",4.44E-09,1.01E-06,1.05E-06,8.06E-09,1.06E-06,6.46E-06,4.72E-07,3.06E-09,2.02E-07,6.83E-09,2.62E-07,1.54E-08,3.50E-07,8.98E-12,6.51E-06,6.53E-07,4.55E-06,0.999985933,3.99E-05,5.25E-06,2.11E-08,4.14E-06,3.14E-05,9.63E-07,"breast cancer, invasive, lobular"
"benign, usual ductal hyperplasia, na",1.37E-07,3.20E-08,4.52E-06,2.75E-07,1.06E-07,9.65E-10,5.04E-09,6.37E-09,0.000754552,2.26E-09,7.43E-08,0.374090761,0.186495259,2.40E-06,1.20E-07,5.35E-08,5.55E-06,1.25E-06,1.23E-08,3.22E-07,3.81E-08,1.46E-08,6.41E-07,1.99E-07,"benign, sclerosing adenosis, na"
"breast cancer, in situ, ductal",4.58E-09,1.56E-11,3.22E-10,1.12E-08,3.83E-07,1.12E-12,7.79E-10,1.57E-09,1.44E-08,2.92E-09,3.76E-08,8.87E-10,2.68E-09,0.999997973,5.98E-08,3.88E-07,2.37E-05,1.37E-13,5.86E-12,4.30E-09,2.15E-08,1.46E-08,7.93E-11,5.57E-08,"breast cancer, in situ, ductal"
"breast cancer, invasive, ductal",1.39E-09,2.94E-11,1.59E-07,2.12E-08,3.47E-07,2.02E-10,3.41E-07,1.15E-08,3.27E-08,8.47E-08,1.95E-08,7.55E-09,5.46E-09,1.23E-11,2.29E-12,1.70E-07,0.99999994,1.48E-06,2.84E-07,7.41E-07,1.21E-06,5.80E-08,1.76E-09,1.29E-07,"breast cancer, invasive, ductal"
"atypical, fibroadenoma, na",1.11E-07,8.41E-07,0.99998945,2.43E-07,1.90E-07,1.59E-08,1.04E-07,7.80E-07,4.14E-08,9.71E-09,1.48E-07,5.06E-08,1.31E-07,2.09E-07,9.01E-08,4.45E-08,3.58E-07,7.92E-07,3.24E-09,2.33E-07,3.55E-08,3.99E-07,2.15E-07,1.23E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.11E-07,8.41E-07,0.99998945,2.43E-07,1.90E-07,1.59E-08,1.04E-07,7.80E-07,4.14E-08,9.71E-09,1.48E-07,5.06E-08,1.31E-07,2.09E-07,9.01E-08,4.45E-08,3.58E-07,7.92E-07,3.24E-09,2.33E-07,3.55E-08,3.99E-07,2.15E-07,1.23E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.99E-07,1.62E-07,0.992974222,1.76E-07,4.06E-07,1.59E-10,0.000117281,1.26E-09,2.59E-09,2.41E-08,1.21E-07,9.63E-09,0.010331015,8.05E-09,3.74E-08,9.68E-08,8.50E-07,2.73E-07,1.83E-09,1.97E-07,4.07E-07,3.40E-08,2.86E-09,2.30E-07,"atypical, fibroadenoma, na"
"atypical, fibroadenoma, na",1.97E-07,9.51E-06,0.999619544,3.37E-07,3.96E-07,2.08E-08,4.01E-07,2.01E-05,2.91E-07,1.28E-07,2.59E-06,2.87E-08,3.73E-08,1.10E-05,3.90E-07,2.16E-07,3.24E-06,3.84E-08,3.96E-09,2.12E-06,7.75E-09,0.003296314,3.41E-08,3.59E-07,"atypical, fibroadenoma, na"
"breast cancer, invasive, ductal",2.88E-08,6.74E-10,0.004704782,2.42E-08,1.50E-07,1.12E-13,3.02E-09,3.58E-10,5.45E-09,1.13E-09,5.26E-09,1.29E-11,1.10E-09,0.000479152,2.61E-11,7.90E-08,0.973090947,6.70E-10,7.46E-12,4.65E-08,2.12E-07,3.63E-09,3.63E-13,3.34E-07,"breast cancer, invasive, ductal"
"benign, apocrine metaplasia, na",5.86E-08,4.82E-06,0.001791782,2.40E-06,4.55E-07,0.925744653,7.29E-08,1.18E-06,3.44E-07,5.79E-07,7.23E-05,0.071791157,0.000262355,1.46E-06,6.83E-07,5.11E-07,1.17E-05,3.09E-06,2.79E-09,1.87E-06,4.48E-08,2.92E-06,4.17E-06,5.85E-07,"benign, apocrine metaplasia, na"
"benign, papilloma, na",0.001983398,2.35E-07,3.20E-06,7.85E-06,1.55E-06,2.36E-05,1.67E-06,8.96E-07,0.791367769,2.08E-06,0.002706558,2.76E-05,6.61E-10,5.38E-07,3.02E-07,8.00E-07,0.000113156,9.43E-07,4.16E-08,4.12E-06,6.70E-09,6.49E-07,3.07E-06,3.85E-06,"benign, papilloma, na"
"benign, usual ductal hyperplasia, na",0.09437722,1.32E-05,1.63E-06,4.18E-06,8.81E-06,8.38E-08,7.06E-07,4.14E-07,1.22E-07,1.32E-05,2.29E-05,2.09E-06,0.996686399,1.47E-06,1.73E-07,5.02E-05,0.002697323,1.38E-05,1.05E-07,2.02E-05,6.14E-05,6.23E-06,7.98E-06,2.77E-05,"benign, usual ductal hyperplasia, na"
"breast cancer, invasive, ductal",3.28E-09,9.12E-12,1.20E-07,1.30E-08,2.41E-07,1.12E-09,2.72E-07,1.06E-08,3.99E-08,6.45E-08,2.01E-08,5.21E-09,2.30E-08,1.12E-11,6.61E-12,1.96E-07,0.999997675,1.39E-05,9.71E-07,1.34E-06,1.75E-06,5.96E-08,6.68E-10,1.14E-07,"breast cancer, invasive, ductal"
"benign, cyst, na",9.01E-08,6.58E-07,2.18E-07,6.25E-08,2.76E-06,3.07E-07,0.99998939,2.34E-06,1.50E-06,8.61E-07,9.28E-06,1.09E-07,1.41E-07,1.48E-06,6.29E-07,2.23E-06,1.56E-08,2.50E-08,9.94E-07,9.44E-08,2.12E-08,4.30E-08,3.78E-07,1.49E-06,"benign, cyst, na"
"breast cancer, invasive, ductal",4.46E-12,1.07E-13,2.84E-11,1.09E-08,3.01E-08,3.74E-11,4.44E-07,4.37E-14,7.16E-10,3.79E-11,4.68E-09,2.66E-12,7.17E-13,7.34E-07,3.31E-11,2.30E-07,0.999593377,3.42E-11,6.45E-10,9.47E-08,1.00E-07,1.27E-09,5.21E-12,2.04E-08,"breast cancer, invasive, ductal"
"breast cancer, in situ, ductal",4.19E-08,6.64E-10,6.23E-09,7.48E-08,2.30E-07,1.89E-09,4.82E-08,9.43E-08,2.03E-07,5.49E-10,1.53E-07,1.93E-08,1.00E-11,0.999999046,4.01E-06,1.31E-06,2.87E-06,1.66E-10,5.49E-09,5.64E-08,1.01E-08,6.99E-08,1.43E-08,1.48E-07,"breast cancer, in situ, ductal"
"breast cancer, in situ, ductal",8.89E-10,7.29E-08,4.78E-08,2.80E-09,8.56E-09,2.84E-11,1.59E-09,4.23E-13,8.42E-08,1.06E-11,2.41E-07,4.12E-11,1.00E-10,0.999993205,7.08E-05,1.65E-07,5.26E-08,2.75E-09,3.74E-11,1.11E-07,4.28E-11,5.26E-08,5.66E-11,4.70E-08,"breast cancer, in situ, ductal"
"benign, usual ductal hyperplasia, na",2.04E-06,8.25E-08,0.000550234,1.07E-07,2.35E-06,0.000760321,3.34E-08,1.21E-10,2.34E-08,3.81E-06,5.69E-07,1.03E-08,0.930753231,2.29E-07,2.59E-07,1.68E-06,2.33E-05,8.29E-07,9.50E-05,5.87E-07,2.44E-07,1.45E-07,4.10E-09,3.15E-06,"benign, usual ductal hyperplasia, na"
"breast cancer, in situ, ductal",1.08E-07,2.47E-09,3.21E-08,1.56E-07,1.61E-07,1.17E-08,7.69E-11,1.73E-11,5.85E-07,1.50E-08,7.73E-05,5.73E-10,1.68E-10,0.998110294,0.000187884,6.36E-07,2.94E-06,1.42E-11,5.99E-13,2.46E-07,4.95E-08,1.49E-07,1.21E-13,5.51E-08,"breast cancer, in situ, ductal"
